date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_efv.us,w_gld.us,w_gsg.us,w_ief.us,w_ijh.us,w_ijr.us,w_lqd.us,w_mchi.us,w_mtum.us,w_qqq.us,w_spy.us,w_tlt.us,w_vea.us,w_vnq.us,w_vtv.us,w_vwo.us
2014-03-01,0.015291172614055215,0.015291172614055215,0.0,0,False,0.0,1.171525817745559,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0
2014-04-01,-0.019614157051154907,-0.020614157051154908,0.25,2,True,0.001,1.1882503814252814,-0.003558468888021027,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0
2014-05-01,0.02092684991447019,0.01992684991447019,0.25,2,True,0.001,1.1637789079760836,-0.024086769779968265,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0
2014-06-01,0.025087414952689457,0.023087414952689456,0.5,4,True,0.002,1.188390720661956,-0.0034479753704602656,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0
2014-07-01,-0.024702206960328765,-0.025702206960328766,0.25,2,True,0.001,1.2145521950904803,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0
2014-08-01,0.03760293057092107,0.034602930570921064,0.75,6,True,0.003,1.180996425177024,-0.030367845988012898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25
2014-09-01,-0.06387307147306479,-0.06487307147306479,0.25,2,True,0.001,1.2211054119165874,-0.004328094672271687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25
2014-10-01,0.038825441523977045,0.03582544152397704,0.75,6,True,0.003,1.1385406493594084,-0.08250648130961102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0
2014-11-01,0.02186796928732143,0.02086796928732143,0.25,2,True,0.001,1.1812936620913483,-0.04805394585722056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0
2014-12-01,0.006059710842545418,0.006059710842545418,0.0,0,False,0.0,1.2059190294576563,-0.02820958196325729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0
2015-01-01,0.01480446710011002,0.013804467100110018,0.25,2,True,0.001,1.1921345585033427,-0.03931780437611043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0
2015-02-01,0.035054329668677525,0.035054329668677525,0.0,0,False,0.0,1.200583780130468,-0.032508995147184194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0
2015-03-01,-0.0032044653703077186,-0.0032044653703077186,0.0,0,False,0.0,1.2347048053371488,-0.005012550908838342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0
2015-04-01,0.03170793111185913,0.030707931111859127,0.25,2,True,0.001,1.2295174883093474,-0.012865600533241706,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0
2015-05-01,-0.0003184996205677637,-0.0013184996205677637,0.25,2,True,0.001,1.2672344411853567,-0.01726723675318287,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-01,-0.024381771186969686,-0.024381771186969686,0.0,0,False,0.0,1.2668308274966686,-0.01758023676539655,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,-0.017897350906254994,-0.018897350906254995,0.25,2,True,0.001,1.2347073048799175,-0.0424918372714973,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0
