date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_iau.us,w_ivv.us,w_shy.us,w_vt.us,w_xle.us,w_xlk.us
2008-07-01,-0.10467086790885395,-0.10867086790885395,1.0,3,True,0.004,0.996,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0
2008-08-01,0.002866878998620148,-0.001133121001379852,1.0,3,True,0.004,0.8881808243005309,-0.12340600060171825,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2008-09-01,0.006269807914442982,0.006269807914442982,0.0,0,False,0.0,0.8920291263932845,-0.11960790180237046,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2008-10-01,0.005798635646045547,0.005798635646045547,0.0,0,False,0.0,0.8976219776698586,-0.11408801245727795,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2008-11-01,0.007547652719179121,0.007547652719179121,0.0,0,False,0.0,0.904753334620111,-0.10704968812159832,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2008-12-01,-0.005373382703825147,-0.005373382703825147,0.0,0,False,0.0,0.9115820985863429,-0.10031000927205747,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-01-01,0.00023454755125840165,0.00023454755125840165,0.0,0,False,0.0,0.9115820985863429,-0.10031000927205747,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-02-01,-0.0015320180038169706,-0.0015320180038169706,0.0,0,False,0.0,0.9124468386200534,-0.09945655026478029,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-03-01,0.0,-0.004,1.0,2,True,0.004,0.9103737846977701,-0.1015025600175058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,-0.0042095410179293635,-0.008209541017929364,1.0,2,True,0.004,0.9031053604007431,-0.10867616357832599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-05-01,-0.001108873871161098,-0.001108873871161098,0.0,0,False,0.0,0.8993037013426244,-0.1124282278280011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-06-01,-0.0004705166902361224,-0.0004705166902361224,0.0,0,False,0.0,0.8983064869659672,-0.11341243297494275,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-07-01,-0.002588404368030761,-0.002588404368030761,0.0,0,False,0.0,0.8978838187709024,-0.11382958722258374,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-08-01,0.005057463406682228,0.005057463406682228,0.0,0,False,0.0,0.8979768293207911,-0.11373779004831186,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-09-01,0.0013302725292836381,0.0013302725292836381,0.0,0,False,0.0,0.9025183142751295,-0.109255551352756,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-10-01,0.04804883358502228,0.04484883358502228,0.8,2,True,0.0032,0.900827009085078,-0.1109247925029665,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0
2009-11-01,0.11793535500022015,0.11713535500022015,0.2,2,True,0.0008,0.9354550140512514,-0.07674852959120326,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
2009-12-01,-0.04114609533766274,-0.04114609533766274,0.0,0,False,0.0,1.0449416106335456,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
2010-01-01,-0.02869323346855355,-0.02869323346855355,0.0,0,False,0.0,0.9809522944210292,-0.07236682835596686,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
2010-02-01,0.015393344432743962,0.015393344432743962,0.0,0,False,0.0,0.9528056012156936,-0.09898362352312362,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
2010-03-01,0.05036383715730098,0.04716383715730098,0.8,3,True,0.0032,0.9643765541214138,-0.08804160340255085,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2010-04-01,0.0268366788143843,0.0268366788143843,0.0,0,False,0.0,1.012946257851504,-0.04211187922208326,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2010-05-01,0.00909332197202992,0.00589332197202992,0.8,3,True,0.0032,1.026269408297011,-0.029512901295893013,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
2010-06-01,-0.02905781423363665,-0.02905781423363665,0.0,0,False,0.0,1.032287681316039,-0.02435708871911091,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
2010-07-01,0.010730812029326752,0.010730812029326752,0.0,0,False,0.0,1.002291657636686,-0.055868546827206766,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
2010-08-01,-0.04913982696418916,-0.05233982696418916,0.8,3,True,0.0032,1.0077857941292283,-0.050693219834199055,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2010-09-01,0.06430321316921894,0.06110321316921894,0.8,3,True,0.0032,0.952140301608338,-0.10310975878867934,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
2010-10-01,0.030240610167295935,0.030240610167295935,0.0,0,False,0.0,1.0133659823896632,-0.04543683441867563,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
2010-11-01,0.022532902631910327,0.022532902631910327,0.0,0,False,0.0,1.044010788019908,-0.016570261848270706,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
2010-12-01,0.022983302893041915,0.022983302893041915,0.0,0,False,0.0,1.0675353814530246,-0.01853619646763005,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
2011-01-01,-0.03472871425458397,-0.03472871425458397,0.0,0,False,0.0,1.076701315783256,-0.015670167838059745,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
2011-02-01,0.02658876728747923,0.02338876728747923,0.8,2,True,0.0032,1.0359830750868448,-0.05289514234407777,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2
2011-03-01,0.03188192874801088,0.03108192874801088,0.2,2,True,0.0008,1.0626777651137087,-0.02849062145367387,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0
2011-04-01,-0.0002138223793760382,-0.0010138223793760381,0.2,2,True,0.0008,1.095680735517637,-0.00015530948540742884,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.0
2011-05-01,-0.04222972123567568,-0.04302972123567568,0.2,2,True,0.0008,1.109388217152295,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0
2011-06-01,-0.024211007454518364,-0.027411007454518365,0.8,3,True,0.0032,1.0582916258518091,-0.04605835045882001,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
2011-07-01,0.06855682228932775,0.06855682228932775,0.0,0,False,0.0,1.0326693194092562,-0.06915423884703742,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
2011-08-01,0.08964710733494854,0.08964710733494854,0.0,0,False,0.0,1.1034658464236378,-0.00748039703375869,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
2011-09-01,-0.08465096013357894,-0.08465096013357894,0.0,0,False,0.0,1.2023883675984273,-0.019823094276806508,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
2011-10-01,0.05199172120909648,0.05199172120909648,0.0,0,False,0.0,1.0896970105746824,-0.11168814271361271,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
2011-11-01,0.014680625620833611,0.014680625620833611,0.0,0,False,0.0,1.1463522337508676,-0.0655032802828438,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
2011-12-01,0.007439696988849276,0.004239696988849276,0.8,3,True,0.0032,1.1594592212386534,-0.054818574088629224,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8
2012-01-01,0.04604423576519792,0.04604423576519792,0.0,0,False,0.0,1.135121166747281,-0.07465875184277992,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8
2012-02-01,-0.0003138126135215028,-0.003513812613521503,0.8,3,True,0.0032,1.1835873151202716,-0.03514955446136869,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2
2012-03-01,0.04693534589789859,0.04373534589789859,0.8,3,True,0.0032,1.1794295996420103,-0.0385388892238957,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2012-04-01,-0.016569762022990722,-0.01736976202299072,0.2,2,True,0.0008,1.2223691984929093,-0.008353293618801882,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8
2012-05-01,-0.09018851750487081,-0.0909885175048708,0.2,2,True,0.0008,1.2001922173923085,-0.026344363986905872,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2012-06-01,0.06677550103668146,0.06677550103668146,0.0,0,False,0.0,1.0919486605848128,-0.11415692235918884,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2012-07-01,0.009064789974277732,0.009064789974277732,0.0,0,False,0.0,1.159051731605773,-0.059719572785884134,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2012-08-01,0.0408761269703756,0.0408761269703756,0.0,0,False,0.0,1.1695582921221022,-0.05119612819626407,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2012-09-01,0.01685366648195843,0.01685366648195843,0.0,0,False,0.0,1.218386438370583,-0.011584306771359021,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2012-10-01,-0.03899525769331078,-0.03899525769331078,0.0,0,False,0.0,1.2389207170490215,-0.021664214599084297,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2012-11-01,-0.008710657532768097,-0.008710657532768097,0.0,0,False,0.0,1.1906086844261135,-0.05981467066138069,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2012-12-01,0.03228634013391045,0.03228634013391045,0.0,0,False,0.0,1.1825421687491082,-0.06618453827414372,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2013-01-01,0.005176351699252369,0.005176351699252369,0.0,0,False,0.0,1.1743647148877838,-0.07264201019781491,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2013-02-01,0.004028747254518982,0.0016287472545189821,0.6000000000000001,2,True,0.0024000000000000002,1.1776105749400148,-0.07007885906166744,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2
2013-03-01,0.028249744368179508,0.028249744368179508,0.0,0,False,0.0,1.1823548703106972,-0.06633244181819264,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2
2013-04-01,0.006324539365358106,0.005524539365358106,0.2,2,True,0.0008,1.2147834882749264,-0.040724606717114864,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0
2013-05-01,0.03879079239748813,0.03799079239748813,0.2,2,True,0.0008,1.221488461119495,-0.035429905624693614,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2
2013-06-01,-0.015369800868320694,-0.016169800868320695,0.2,2,True,0.0008,1.2622884264391667,-0.02054684114560923,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0
2013-07-01,0.05468657827151602,0.053886578271516015,0.2,2,True,0.0008,1.2408994804467879,-0.03714326259573575,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2
2013-08-01,-0.0333462632105318,-0.0341462632105318,0.2,2,True,0.0008,1.3077130189897155,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0
2013-09-01,0.032535174490297344,0.032535174490297344,0.0,0,False,0.0,1.2622290027655019,-0.0350399568730545,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0
2013-10-01,0.038942478210101196,0.038942478210101196,0.0,0,False,0.0,1.303295843617191,-0.01674030695960671,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0
2013-11-01,0.02063312679067324,0.02063312679067324,0.0,0,False,0.0,1.3540494136085686,-0.00723197758584293,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0
2013-12-01,0.017744215217947848,0.017744215217947848,0.0,0,False,0.0,1.3840925614855757,-0.0035352985100847167,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0
2014-01-01,-0.050946412907907204,-0.050946412907907204,0.0,0,False,0.0,1.3754476469392707,-0.029780314239293615,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0
2014-02-01,0.060969015083741376,0.060169015083741374,0.2,2,True,0.0008,1.3342084305922879,-0.05886982528991236,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2
2014-03-01,0.023222289295262846,0.023222289295262846,0.0,0,False,0.0,1.424976942497485,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2
2014-04-01,-0.0014425428368095572,-0.0014425428368095572,0.0,0,False,0.0,1.4580681692952413,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2
2014-05-01,0.026789993500683895,0.026789993500683895,0.0,0,False,0.0,1.455964843502045,-0.004047722282541466,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2
2014-06-01,0.02708304079652186,0.02708304079652186,0.0,0,False,0.0,1.493980364367023,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2
2014-07-01,-0.018086577677209312,-0.018086577677209312,0.0,0,False,0.0,1.534441895524378,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2
2014-08-01,0.04135966570538603,0.04135966570538603,0.0,0,False,0.0,1.5066890929898125,-0.02984357798063675,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2
2014-09-01,-0.025196062500607443,-0.025196062500607443,0.0,0,False,0.0,1.569421404611729,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2
2014-10-01,0.03676844401931088,0.03436844401931088,0.6000000000000001,2,True,0.0024000000000000002,1.5262064572157934,-0.03391045770941281,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2014-11-01,0.029633011047229596,0.029633011047229596,0.0,0,False,0.0,1.576903591727823,-0.0018191431663465707,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2014-12-01,-0.009378965058991452,-0.009378965058991452,0.0,0,False,0.0,1.6236319932819097,-0.010309590915397626,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2015-01-01,-0.021948978254571604,-0.021948978254571604,0.0,0,False,0.0,1.566255915222036,-0.048332960406254455,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2015-02-01,0.07192837681976641,0.07192837681976641,0.0,0,False,0.0,1.51571553794361,-0.07904161456491565,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2015-03-01,-0.03961456269392512,-0.03961456269392512,0.0,0,False,0.0,1.6125611880035453,-0.020197582632238142,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2015-04-01,0.03809397266431045,0.03809397266431045,0.0,0,False,0.0,1.548680281723588,-0.05901202692271301,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2015-05-01,0.007902684301489816,0.007902684301489816,0.0,0,False,0.0,1.6076756660413232,-0.023166056798861856,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
