date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_iau.us,w_ivv.us,w_shy.us,w_vt.us,w_xle.us,w_xlk.us
2015-06-01,-0.03258863748369487,-0.03258863748369487,0.0,0,False,0.0,1.6203806192892347,-0.015446446530764102,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2015-07-01,0.01496284411235993,0.01496284411235993,0.0,0,False,0.0,1.5675746227016132,-0.0475317053680564,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2015-08-01,-0.08174536886282398,-0.08174536886282398,0.0,0,False,0.0,1.5989734287389543,-0.028453591441764403,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2015-09-01,0.01717053555051993,0.01717053555051993,0.0,0,False,0.0,1.468264756004834,-0.10787301097670932,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2015-10-01,0.11053615195133909,0.11053615195133909,0.0,0,False,0.0,1.4934756481953912,-0.09255471279610616,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2015-11-01,0.005974415482539008,0.005974415482539008,0.0,0,False,0.0,1.6427730099602922,-0.00855521210571586,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2015-12-01,-0.0418148912325792,-0.0418148912325792,0.0,0,False,0.0,1.6525876184652966,-0.0026319090148374524,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2016-01-01,-0.023965826666997758,-0.023965826666997758,0.0,0,False,0.0,1.5973630724932648,-0.036225803301276116,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2016-02-01,0.020089752914658556,0.020089752914658556,0.0,0,False,0.0,1.5590809459736281,-0.05932344864548289,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2016-03-01,0.0020656746405474102,-0.0019343253594525898,1.0,3,True,0.004,1.584040886964382,-0.04426378719953261,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-01,-0.03947633558143302,-0.04347633558143302,1.0,3,True,0.004,1.5809637480539573,-0.04612038895313142,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2016-05-01,0.033209328265902505,0.033209328265902505,0.0,0,False,0.0,1.5074831833602784,-0.09045512626496921,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2016-06-01,-0.006531497012303511,-0.006531497012303511,0.0,0,False,0.0,1.5575456872518176,-0.06024975198053373,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2016-07-01,0.06312333383453789,0.06312333383453789,0.0,0,False,0.0,1.547372582249006,-0.06638772791778436,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2016-08-01,0.010830758456537871,0.010830758456537871,0.0,0,False,0.0,1.6450478983247205,-0.007455008795117624,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2016-09-01,0.011227282054282273,0.011227282054282273,0.0,0,False,0.0,1.6628650147609116,-0.004905217116879523,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2016-10-01,-0.014863859533329539,-0.014863859533329539,0.0,0,False,0.0,1.6864883838434495,-0.0029011699375806055,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2016-11-01,-0.00037654523167853643,-0.00037654523167853643,0.0,0,False,0.0,1.6614206574014085,-0.020357711871480277,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2016-12-01,0.049274907222104904,0.049274907222104904,0.0,0,False,0.0,1.6607950573750516,-0.027055510196706156,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2017-01-01,0.029514387743200345,0.029514387743200345,0.0,0,False,0.0,1.703016396153829,-0.029673027650917283,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2017-02-01,0.052317809331934355,0.052317809331934355,0.0,0,False,0.0,1.7532798824029399,-0.005590989821678938,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2017-03-01,0.0029060376893529803,0.0029060376893529803,0.0,0,False,0.0,1.8450076449960142,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2017-04-01,0.0258411646497672,0.0258411646497672,0.0,0,False,0.0,1.8524079665216246,-0.002026435339296473,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2017-05-01,0.031351127943209316,0.031351127943209316,0.0,0,False,0.0,1.9002763457830518,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2017-06-01,-0.02974087441104838,-0.02974087441104838,0.0,0,False,0.0,1.9598521526271506,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2017-07-01,0.05000557937538211,0.05000557937538211,0.0,0,False,0.0,1.9114476569851326,-0.035487556060834535,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2017-08-01,0.01899460366461798,0.01899460366461798,0.0,0,False,0.0,2.007030704518391,-0.003867621784521824,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2017-09-01,0.012978254282215974,0.012978254282215974,0.0,0,False,0.0,2.045153457293437,-0.00032916187100073824,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2017-10-01,0.05513879181413862,0.05513879181413862,0.0,0,False,0.0,2.067583260376192,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2017-11-01,0.012419549101875395,0.012419549101875395,0.0,0,False,0.0,2.181587303328473,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2017-12-01,0.022903968690489586,0.022903968690489586,0.0,0,False,0.0,2.2086816339621893,-0.013659358204838878,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2018-01-01,0.056145120330860235,0.056145120330860235,0.0,0,False,0.0,2.1331033823918015,-0.05996967006887266,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2018-02-01,-0.02703380372137034,-0.02703380372137034,0.0,0,False,0.0,2.2528667284743533,-0.011278030677545958,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2018-03-01,-0.04244321372341049,-0.04244321372341049,0.0,0,False,0.0,2.1919631715263734,-0.03800694633121526,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2018-04-01,0.0361237468601205,0.0361237468601205,0.0,0,False,0.0,2.149883365511142,-0.06772717385651839,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2018-05-01,0.06461713423516145,0.06461713423516145,0.0,0,False,0.0,2.22754520798565,-0.03404998628034217,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2018-06-01,-0.00872411208187529,-0.00872411208187529,0.0,0,False,0.0,2.37148279570495,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2018-07-01,0.023429846054419733,0.023429846054419733,0.0,0,False,0.0,2.332814989080072,-0.03309850551437554,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2018-08-01,0.048316583726525905,0.048316583726525905,0.0,0,False,0.0,2.387472485147662,-0.031237129550108933,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2018-09-01,0.008916638914182328,0.008916638914182328,0.0,0,False,0.0,2.511450603471726,-0.00248802106271917,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2018-10-01,-0.07155959102807341,-0.07155959102807341,0.0,0,False,0.0,2.5338443016536907,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2018-11-01,-0.0032939376871638174,-0.0032939376871638174,0.0,0,False,0.0,2.3525234396985373,-0.0739669437506334,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2018-12-01,-0.10218755569039462,-0.10218755569039462,0.0,0,False,0.0,2.2987992618923254,-0.0951146032080652,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2019-01-01,0.07586120974030557,0.07586120974030557,0.0,0,False,0.0,2.0626374166463983,-0.1880759193982241,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2019-02-01,0.06384662922896252,0.06384662922896252,0.0,0,False,0.0,2.2191115863288133,-0.12648237642648774,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2019-03-01,0.04857428556589021,0.04857428556589021,0.0,0,False,0.0,2.360794380998844,-0.0707112205892253,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2019-04-01,0.04145920430590962,0.04145920430590962,0.0,0,False,0.0,2.475468281423829,-0.02557168204494953,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2019-05-01,-0.09215140503281136,-0.09215140503281136,0.0,0,False,0.0,2.578099226656178,-0.004154791436788985,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2019-06-01,0.11764602108400016,0.11764602108400016,0.0,0,False,0.0,2.375266889599393,-0.08313025649881345,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2019-07-01,0.010363612256360134,0.010363612256360134,0.0,0,False,0.0,2.654707588173331,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2019-08-01,-0.02070666793954077,-0.02070666793954077,0.0,0,False,0.0,2.682219948271176,-0.02751147070354787,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2019-09-01,0.017624618635801028,0.017624618635801028,0.0,0,False,0.0,2.655922548947458,-0.037046079977156365,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2019-10-01,0.053132970671096215,0.05233297067109621,0.2,2,True,0.0008,2.7005699852620837,-0.022175285016110102,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8
2019-11-01,0.014425656454188007,0.014425656454188007,0.0,0,False,0.0,2.8440592910842555,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8
2019-12-01,0.07181441659129653,0.07101441659129654,0.2,2,True,0.0008,2.919006653997719,-0.001421507712437764,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2020-01-01,0.026938478916333854,0.026938478916333854,0.0,0,False,0.0,2.895216648090938,-0.06083294252505911,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2020-02-01,-0.03506634269762978,-0.03506634269762978,0.0,0,False,0.0,2.9378257035764412,-0.047011171609057656,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2020-03-01,-0.14127372812702482,-0.14207372812702482,0.2,2,True,0.0008,2.684314072926708,-0.13813952461305856,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8
2020-04-01,0.14300752008569742,0.14300752008569742,0.0,0,False,0.0,2.3032469435674088,-0.2604898488826247,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8
2020-05-01,0.08653782319453476,0.08653782319453476,0.0,0,False,0.0,2.6326285771119475,-0.15473433609312914,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8
2020-06-01,0.06065173508745203,0.06065173508745203,0.0,0,False,0.0,2.8604505234549413,-0.08158688551754512,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8
2020-07-01,0.08775267940494219,0.08775267940494219,0.0,0,False,0.0,3.0339418108342935,-0.02588353659711362,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8
2020-08-01,0.08957406268985608,0.08957406268985608,0.0,0,False,0.0,3.2373141905953218,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8
2020-09-01,-0.056048276356808764,-0.056048276356808764,0.0,0,False,0.0,3.5272935748504692,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8
2020-10-01,-0.046822773954959686,-0.046822773954959686,0.0,0,False,0.0,3.3295948497756545,-0.06048522607522022,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8
2020-11-01,0.12185401376268282,0.12105401376268282,0.2,2,True,0.0008,3.1606687460519445,-0.1081512567217624,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2020-12-01,0.022606146301319054,0.022606146301319054,0.0,0,False,0.0,3.542972271797494,-0.00027632695795720696,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2021-01-01,0.030549367758276436,0.030549367758276436,0.0,0,False,0.0,3.531875213465821,-0.042561641529731076,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2021-02-01,0.023738026214559005,0.023738026214559005,0.0,0,False,0.0,3.639771768238329,-0.015250171173377569,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2021-03-01,0.011499189573783975,0.011499189573783975,0.0,0,False,0.0,3.7261727658877835,-0.022948289727607096,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2021-04-01,0.03147101395857037,0.03147101395857037,0.0,0,False,0.0,3.7690207329073964,-0.01171298688779554,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2021-05-01,-0.008471035710608631,-0.008471035710608631,0.0,0,False,0.0,3.8942691630757635,-0.021072547859279367,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2021-06-01,0.0665718645461546,0.0665718645461546,0.0,0,False,0.0,3.8612806699286275,-0.02936507726445836,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
2021-07-01,0.030079988879682995,0.030079988879682995,0.0,0,False,0.0,4.118333323661804,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8
