date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_agg.us,w_dbc.us,w_efa.us,w_iau.us,w_ief.us,w_ivv.us,w_lqd.us,w_shy.us,w_spy.us,w_tlt.us,w_vwo.us
2011-10-01,0.010741552237295005,0.010741552237295005,0.0,0,False,0.0,1.8114834488501523,-0.03983872480570971,0.0,0.0,0.1,0.0,0.2,0.5,0.05,0.0,0.0,0.0,0.15000000000000002,0.0
2011-11-01,0.01518506707836576,0.012785067078365759,0.6,5,True,0.0024000000000000002,1.8265473331199085,-0.031854242066433724,0.0,0.0,0.05,0.0,0.15000000000000002,0.0,0.15000000000000002,0.0,0.0,0.5,0.15000000000000002,0.0
2011-12-01,0.002725421380666798,0.000725421380666798,0.5,2,True,0.002,1.850575009741354,-0.0202688454889125,0.0,0.0,0.05,0.0,0.15000000000000002,0.5,0.15000000000000002,0.0,0.0,0.0,0.15000000000000002,0.0
2012-01-01,0.02436554564383132,0.02196554564383132,0.6,5,True,0.0024000000000000002,1.8380404247260673,-0.02690490367823206,0.0,0.0,0.1,0.0,0.05,0.0,0.15000000000000002,0.5,0.0,0.0,0.2,0.0
2012-02-01,0.024092193696428177,0.02149219369642818,0.65,5,True,0.0026,1.8734229050067508,-0.008172716075793396,0.0,0.0,0.05,0.0,0.2,0.0,0.15000000000000002,0.0,0.0,0.0,0.1,0.5
2012-03-01,0.01704835049169689,0.014448350491696888,0.65,5,True,0.0026,1.9135695223009734,-0.0069195403630384344,0.0,0.0,0.15000000000000002,0.0,0.05,0.0,0.2,0.0,0.0,0.5,0.1,0.0
2012-04-01,-0.006143639084329151,-0.006143639084329151,0.0,0,False,0.0,1.9307524959836027,-0.007627986181961255,0.0,0.0,0.15000000000000002,0.0,0.05,0.0,0.2,0.0,0.0,0.5,0.1,0.0
2012-05-01,0.018768269437996532,0.016368269437996533,0.6,4,True,0.0024000000000000002,1.914285311928342,-0.01609182224423511,0.0,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.0,0.0,0.2,0.0
2012-06-01,0.005007219620141414,0.005007219620141414,0.0,0,False,0.0,1.9502131344438127,0.0,0.0,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.0,0.0,0.2,0.0
2012-07-01,0.01301498901958692,0.01101498901958692,0.5,2,True,0.002,1.9510938581725796,-0.0012205746075476531,0.0,0.0,0.05,0.0,0.05,0.0,0.2,0.0,0.0,0.5,0.2,0.0
2012-08-01,0.010896882837716783,0.008496882837716782,0.6,4,True,0.0024000000000000002,1.967800266229455,-0.009868093439753811,0.0,0.0,0.15000000000000002,0.0,0.05,0.0,0.1,0.5,0.0,0.0,0.2,0.0
2012-09-01,0.01588627490921938,0.01528627490921938,0.15000000000000002,4,True,0.0006000000000000001,1.9926091131921695,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.15000000000000002,0.5,0.0,0.0,0.05,0.0
2012-10-01,-0.014260406762816424,-0.016260406762816426,0.5,2,True,0.002,2.0190035914197426,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.15000000000000002,0.0,0.0,0.0,0.05,0.5
2012-11-01,0.009836108032443936,0.007236108032443936,0.65,6,True,0.0026,1.985037228325239,-0.020248540350459976,0.0,0.0,0.05,0.5,0.15000000000000002,0.0,0.2,0.0,0.0,0.0,0.1,0.0
2012-12-01,0.022719067157776784,0.022119067157776784,0.15000000000000002,3,True,0.0006000000000000001,2.0044829639853323,-0.0106507415660968,0.0,0.0,0.2,0.5,0.05,0.0,0.15000000000000002,0.0,0.0,0.0,0.1,0.0
2013-01-01,0.00018542590429188217,-0.0018145740957081179,0.5,2,True,0.002,1.9900839935601802,-0.017757616988980263,0.0,0.0,0.2,0.0,0.05,0.0,0.15000000000000002,0.0,0.0,0.0,0.1,0.5
2013-02-01,-0.009923340058424346,-0.011923340058424346,0.5,2,True,0.002,1.9824991564695935,-0.021501252173583896,0.0,0.0,0.2,0.0,0.05,0.0,0.15000000000000002,0.0,0.5,0.0,0.1,0.0
2013-03-01,0.005399205012759012,0.0027992050127590125,0.65,5,True,0.0026,1.9577227952021523,-0.03373007880222101,0.0,0.0,0.05,0.0,0.05,0.0,0.2,0.5,0.0,0.0,0.2,0.0
2013-04-01,0.013869925049509603,0.011869925049509603,0.5,2,True,0.002,1.964356356047737,-0.030455963421211818,0.0,0.0,0.05,0.0,0.05,0.5,0.2,0.0,0.0,0.0,0.2,0.0
2013-05-01,-0.018008229099410095,-0.020008229099410094,0.5,2,True,0.002,1.987618627813694,-0.018974443381061468,0.0,0.0,0.05,0.5,0.05,0.0,0.2,0.0,0.0,0.0,0.2,0.0
2013-06-01,-0.0161927175588329,-0.018792717558832897,0.65,5,True,0.0026,1.9410038742993314,-0.04198200824947074,0.0,0.0,0.15000000000000002,0.0,0.05,0.0,0.25,0.0,0.5,0.0,0.05,0.0
2013-07-01,0.019092401109093906,0.019092401109093906,0.0,0,False,0.0,1.904608855040567,-0.059945436206351954,0.0,0.0,0.15000000000000002,0.0,0.05,0.0,0.25,0.0,0.5,0.0,0.05,0.0
2013-08-01,-0.0015792177595664134,-0.0015792177595664134,0.0,0,False,0.0,1.9409724112569333,-0.041997537409969476,0.0,0.0,0.15000000000000002,0.0,0.05,0.0,0.25,0.0,0.5,0.0,0.05,0.0
2013-09-01,-0.018546228707430112,-0.019146228707430112,0.15000000000000002,2,True,0.0006000000000000001,1.9381100369697042,-0.04341031463447631,0.0,0.0,0.15000000000000002,0.0,0.2,0.0,0.1,0.0,0.5,0.0,0.05,0.0
2013-10-01,0.020604603054482716,0.017804603054482716,0.7000000000000001,6,True,0.0028000000000000004,1.8957012382249012,-0.06434195353742012,0.0,0.0,0.1,0.5,0.05,0.0,0.2,0.0,0.0,0.0,0.15000000000000002,0.0
2013-11-01,0.015982921314605342,0.013382921314605343,0.65,5,True,0.0026,1.92973103008307,-0.0475459268589985,0.0,0.0,0.05,0.0,0.05,0.0,0.35000000000000003,0.0,0.0,0.5,0.05,0.0
2013-12-01,0.0017315747313360222,-0.0008684252686639777,0.65,5,True,0.0026,1.96816364748428,-0.0285768050411892,0.0,0.0,0.15000000000000002,0.0,0.05,0.0,0.2,0.0,0.5,0.0,0.1,0.0
2014-01-01,0.0005797767762670044,-0.0018202232237329958,0.6000000000000001,5,True,0.0024000000000000002,1.9715259429249392,-0.02691728258047532,0.0,0.0,0.1,0.0,0.05,0.0,0.30000000000000004,0.5,0.0,0.0,0.05,0.0
2014-02-01,0.01755848500330852,0.01635848500330852,0.30000000000000004,4,True,0.0012000000000000001,1.9721078619304568,-0.026630065803420422,0.0,0.0,0.05,0.0,0.1,0.0,0.05,0.5,0.0,0.0,0.30000000000000004,0.0
2014-03-01,0.004398079162582996,0.0013980791625829957,0.75,6,True,0.003,1.9925204413778541,-0.016555063569999917,0.0,0.0,0.1,0.0,0.15000000000000002,0.0,0.2,0.0,0.0,0.5,0.05,0.0
2014-04-01,0.008014722476293768,0.005614722476293768,0.6,4,True,0.0024000000000000002,1.9904911812531028,-0.017556642049669557,0.0,0.0,0.1,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.15000000000000002,0.5
2014-05-01,0.011653366374564933,0.009653366374564933,0.5,2,True,0.002,2.0024315268310318,-0.011663265924645505,0.0,0.0,0.1,0.5,0.05,0.0,0.2,0.0,0.0,0.0,0.15000000000000002,0.0
2014-06-01,0.02795256339795684,0.02595256339795684,0.5,2,True,0.002,2.026525678799499,-0.0005212652991052336,0.0,0.0,0.1,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.15000000000000002,0.5
2014-07-01,-0.0061964817086398675,-0.006996481708639868,0.2,4,True,0.0008,2.077342717043678,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.15000000000000002,0.0,0.0,0.0,0.05,0.5
2014-08-01,0.012646318980373668,0.010046318980373668,0.65,4,True,0.0026,2.0591028775926135,-0.023449485503566847,0.0,0.0,0.05,0.0,0.1,0.0,0.15000000000000002,0.5,0.0,0.0,0.2,0.0
2014-09-01,-0.053646322381064815,-0.05564632238106482,0.5,2,True,0.002,2.10206888285187,-0.0030724198414379122,0.0,0.0,0.05,0.0,0.1,0.0,0.15000000000000002,0.0,0.0,0.0,0.2,0.5
2014-10-01,0.004650713204422169,0.002650713204422169,0.5,2,True,0.002,1.9813513726260847,-0.06481134122934429,0.0,0.0,0.05,0.0,0.1,0.5,0.15000000000000002,0.0,0.0,0.0,0.2,0.0
2014-11-01,0.014386270260078089,0.014386270260078089,0.0,0,False,0.0,1.9926090411304098,-0.059497773906103446,0.0,0.0,0.05,0.0,0.1,0.5,0.15000000000000002,0.0,0.0,0.0,0.2,0.0
2014-12-01,0.006386387232543422,0.006386387232543422,0.0,0,False,0.0,2.0212752533187865,-0.045967454701311694,0.0,0.0,0.05,0.0,0.1,0.5,0.15000000000000002,0.0,0.0,0.0,0.2,0.0
2015-01-01,0.037790545535151474,0.037790545535151474,0.0,0,False,0.0,2.01807176690241,-0.047479485432716295,0.0,0.0,0.05,0.0,0.1,0.5,0.15000000000000002,0.0,0.0,0.0,0.2,0.0
2015-02-01,-0.019152195117450754,-0.021152195117450756,0.5,2,True,0.002,2.0938844861708503,-0.011696233542144663,0.0,0.5,0.05,0.0,0.1,0.0,0.15000000000000002,0.0,0.0,0.0,0.2,0.0
2015-03-01,0.00513223546652437,0.00313223546652437,0.5,2,True,0.002,2.0624149226972506,-0.026549721552182604,0.0,0.0,0.05,0.0,0.1,0.0,0.15000000000000002,0.0,0.5,0.0,0.2,0.0
2015-04-01,-0.016329087655427364,-0.018329087655427366,0.5,2,True,0.002,2.064716014822252,-0.025463616741184025,0.0,0.0,0.05,0.0,0.1,0.5,0.15000000000000002,0.0,0.0,0.0,0.2,0.0
2015-05-01,-0.004425606727697635,-0.0072256067276976355,0.7,6,True,0.0028,2.025314282991764,-0.04406105142787298,0.0,0.0,0.15000000000000002,0.0,0.05,0.0,0.25,0.0,0.5,0.0,0.05,0.0
2015-06-01,-0.017710003610332137,-0.02031000361033214,0.65,6,True,0.0026,2.0111085257752177,-0.05076610295064021,0.0,0.0,0.05,0.0,0.15000000000000002,0.5,0.2,0.0,0.0,0.0,0.1,0.0
2015-07-01,-0.02020672051442699,-0.02260672051442699,0.6,5,True,0.0024000000000000002,1.970750606235315,-0.06981485380156682,0.0,0.0,0.15000000000000002,0.0,0.1,0.0,0.2,0.0,0.5,0.0,0.05,0.0
2015-08-01,-0.009774406713502605,-0.012374406713502605,0.65,5,True,0.0026,1.9367728173819563,-0.08585221255820652,0.0,0.0,0.05,0.0,0.1,0.5,0.15000000000000002,0.0,0.0,0.0,0.2,0.0
2015-09-01,0.004727115547298172,0.0043271155472981715,0.1,2,True,0.0004,1.912090480672442,-0.09750216101338782,0.0,0.0,0.05,0.0,0.2,0.5,0.05,0.0,0.0,0.0,0.2,0.0
2015-10-01,0.008378773501905558,0.007978773501905559,0.1,2,True,0.0004,1.9203607016501447,-0.09359865506753229,0.0,0.0,0.05,0.0,0.1,0.5,0.15000000000000002,0.0,0.0,0.0,0.2,0.0
2015-11-01,-0.0025560274681253508,-0.004556027468125351,0.5,2,True,0.002,1.9391323412862818,-0.08473852821836181,0.0,0.0,0.05,0.0,0.1,0.0,0.15000000000000002,0.5,0.0,0.0,0.2,0.0
2015-12-01,-0.020376907304965847,-0.020376907304965847,0.0,0,False,0.0,1.9303075140261086,-0.0889038057573911,0.0,0.0,0.05,0.0,0.1,0.0,0.15000000000000002,0.5,0.0,0.0,0.2,0.0
2016-01-01,0.008170675278377754,0.006170675278377754,0.5,2,True,0.002,1.8904482950691595,-0.10771717224603639,0.0,0.0,0.05,0.0,0.1,0.0,0.15000000000000002,0.0,0.5,0.0,0.2,0.0
2016-02-01,0.02120902395112072,0.019209023951120723,0.5,2,True,0.002,1.8982785796599946,-0.10402131423444605,0.0,0.0,0.05,0.0,0.1,0.5,0.15000000000000002,0.0,0.0,0.0,0.2,0.0
2016-03-01,0.015221393186833023,0.015221393186833023,0.0,0,False,0.0,1.9385392155219028,-0.08501848082835084,0.0,0.0,0.05,0.0,0.1,0.5,0.15000000000000002,0.0,0.0,0.0,0.2,0.0
2016-04-01,0.009530821726460205,0.0075308217264602045,0.5,2,True,0.002,1.9641103901631978,-0.0729490049916206,0.0,0.0,0.05,0.0,0.1,0.0,0.15000000000000002,0.0,0.0,0.0,0.2,0.5
