date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_efa.us,w_gld.us,w_hyg.us,w_iau.us,w_ief.us,w_ijr.us,w_ivv.us,w_lqd.us,w_qqq.us,w_shy.us,w_spy.us,w_tlt.us,w_vea.us,w_vnq.us,w_vt.us,w_vwo.us,w_xle.us,w_xlk.us
2008-06-01,-0.0011880070883098504,-0.0031880070883098504,0.5,2,True,0.002,1.0255960361657226,-0.028590289123996082,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-01,-0.04884705052880801,-0.052847050528808004,1.0,5,True,0.004,1.0182395501011519,-0.035558102716338524,0.0,0.4,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,0.00846385492193591,0.006463854921935909,0.5,3,True,0.002,0.9665645482442367,-0.0845029083154425,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,-0.0016254359309036404,-0.0016254359309036404,0.0,0,False,0.0,0.9737270624112423,-0.0777188183123958,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,-0.008852768502149777,-0.008852768502149777,0.0,0,False,0.0,0.9721443314571061,-0.07921792728350685,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0037738263595895605,0.0017738263595895604,0.5,2,True,0.002,0.9645685160671825,-0.08639348215898068,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.009431901086419003,0.007431901086419003,0.5,2,True,0.002,0.9643396684726327,-0.08661023882321994,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,-0.00988115526562311,-0.00988115526562311,0.0,0,False,0.0,0.9805544506165438,-0.0712521482311178,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,-0.004020888663729294,-0.004020888663729294,0.0,0,False,0.0,0.968372328689072,-0.08279064011498216,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.011254452643987056,0.011254452643987056,0.0,0,False,0.0,0.9609738941274282,-0.08979818589814481,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,-0.01798671854799555,-0.01798671854799555,0.0,0,False,0.0,0.9717891293109933,-0.07955436268486427,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.044496838201159516,0.042496838201159515,0.5,2,True,0.002,0.9524012120905666,-0.09791793898337808,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
2009-06-01,-0.018748235597337008,-0.02074823559733701,0.5,5,True,0.002,0.9927904946180938,-0.05966258319121254,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.08333333333333333,0.0,0.0
2009-07-01,0.04595962211390114,0.04485962211390114,0.27499999999999997,4,True,0.0010999999999999998,0.973105829359218,-0.0783072291468504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.44999999999999996,0.0,0.0,0.0
2009-08-01,-0.007048494212635518,-0.007715160879302185,0.16666666666666669,4,True,0.0006666666666666668,1.0090772691763992,-0.0442363038308371,0.0,0.0,0.0,0.05555555555555556,0.0,0.0,0.0,0.0,0.0,0.05555555555555556,0.05555555555555556,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
2009-09-01,0.03626825836149448,0.03532011021334633,0.2370370370370371,5,True,0.0009481481481481484,1.000347439632129,-0.05250490169447586,0.0,0.0,0.0,0.11851851851851855,0.0,0.0,0.0,0.0,0.0,0.11851851851851855,0.0,0.1777777777777778,0.0,0.0,0.0,0.11851851851851855,0.46666666666666656,0.0,0.0,0.0
2009-10-01,0.037661660626907664,0.03466906803431507,0.7481481481481481,8,True,0.0029925925925925927,1.0335260928550356,-0.040132967966758804,0.0,0.0,0.0,0.15740740740740744,0.15740740740740744,0.43333333333333324,0.09444444444444446,0.0,0.0,0.15740740740740744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.07916290073518055,0.07818141925369906,0.24537037037037038,4,True,0.0009814814814814816,1.0662210982351428,-0.010277378900617862,0.0,0.0,0.0,0.16203703703703706,0.0,0.3333333333333333,0.09722222222222222,0.0,0.0,0.16203703703703706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16203703703703706,0.08333333333333333
2009-12-01,-0.02443919480931348,-0.025735491105609777,0.3240740740740741,4,True,0.0012962962962962965,1.1480068462176347,-0.0003197643251456883,0.0,0.16203703703703706,0.0,0.16203703703703706,0.0,0.3333333333333333,0.09722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16203703703703706,0.0,0.08333333333333333
