date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_gld.us,w_hyg.us,w_ief.us,w_lqd.us,w_qqq.us,w_spy.us,w_tlt.us,w_vnq.us,w_vwo.us,w_xle.us
2007-05-01,-0.022198930129594174,-0.026198930129594174,1.0,2,True,0.004,0.996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-01,-0.002796952927717644,-0.002796952927717644,0.0,0,False,0.0,0.9738898655909245,-0.023239921986127454,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-01,0.014322083529679341,0.014322083529679341,0.0,0,False,0.0,0.9735389574929096,-0.02359186426759352,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-01,0.019518146681469783,0.019518146681469783,0.0,0,False,0.0,0.9874820637615198,-0.009607665388575715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-01,0.00024603934882572176,0.00024603934882572176,0.0,0,False,0.0,1.012551220664528,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-01,0.02767020227538275,0.02367020227538275,0.9999999999999999,4,True,0.003999999999999999,1.0087491467150829,-0.020503364456283535,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
2007-11-01,-0.010517970741202493,-0.011851304074535827,0.3333333333333333,2,True,0.0013333333333333333,1.0352792243969424,-0.025715923945696106,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
2007-12-01,0.04665644395003983,0.04665644395003983,0.0,0,False,0.0,1.0169238222119366,-0.04859351892388264,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
2008-01-01,-0.021964583783583826,-0.023297917116917158,0.3333333333333333,2,True,0.0013333333333333333,1.036449110579925,-0.03032618611838489,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
2008-02-01,0.07321212767360057,0.07187879434026723,0.3333333333333333,2,True,0.0013333333333333333,1.0109825821919403,-0.05415198273128785,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2008-03-01,-0.05190039979538611,-0.05323373312871944,0.3333333333333333,2,True,0.0013333333333333333,1.0775150003691447,-0.0005313547119564221,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
2008-04-01,-0.0012983071081434181,-0.002631640441476751,0.3333333333333333,2,True,0.0013333333333333333,1.0188691131176948,-0.072873930395018,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2008-05-01,0.058603416953259616,0.05593675028659295,0.6666666666666666,4,True,0.0026666666666666666,1.0148328512842506,-0.07654675109530107,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
2008-06-01,0.045152671910697016,0.045152671910697016,0.0,0,False,0.0,1.0664286239128533,-0.0314522713035994,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
2008-07-01,-0.10644144861094976,-0.1077747819442831,0.3333333333333333,2,True,0.0013333333333333333,1.11309461805032,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
2008-08-01,-0.015166287329955988,-0.017832953996622655,0.6666666666666666,3,True,0.0026666666666666666,0.9919629072254215,-0.1088242714146539,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,0.002819035340342039,0.0014857020070087057,0.3333333333333333,2,True,0.0013333333333333333,0.9836051790298141,-0.1163328228532069,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2008-10-01,-0.022498912780487247,-0.022498912780487247,0.0,0,False,0.0,0.9850628261280556,-0.11502327820659397,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2008-11-01,0.11790197403718634,0.11790197403718634,0.0,0,False,0.0,0.9646961613041082,-0.13332061294676312,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2008-12-01,0.03376546371370851,0.03376546371370851,0.0,0,False,0.0,1.0784357430679583,-0.031137402355847943,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2009-01-01,-0.027147650903238226,-0.029814317569904894,0.6666666666666666,3,True,0.0026666666666666666,1.1164070258403118,-0.033071168406339835,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2009-02-01,-0.016228440941811043,-0.016228440941811043,0.0,0,False,0.0,1.092199074007713,-0.05403786427888846,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2009-03-01,0.007042168334291979,0.005708835000958646,0.3333333333333333,2,True,0.0013333333333333333,1.0783220564643057,-0.06605685739580469,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,-0.0559522741939152,-0.05728560752724853,0.3333333333333333,2,True,0.0013333333333333333,1.083021937003041,-0.06198625420829029,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2009-05-01,0.07509577205954816,0.0724291053928815,0.6666666666666666,4,True,0.0026666666666666666,1.019697931568153,-0.1168316691597947,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
2009-06-01,-0.024836041270772324,-0.026169374604105657,0.3333333333333333,2,True,0.0013333333333333333,1.094811237760112,-0.05177544888147789,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
2009-07-01,0.09558916418672213,0.09425583085338879,0.3333333333333333,2,True,0.0013333333333333333,1.0661969667278293,-0.07655849217639443,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
2009-08-01,-0.021502980446098108,-0.02283631377943144,0.3333333333333333,2,True,0.0013333333333333333,1.1502073391207237,-0.003796453475977901,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
2009-09-01,0.06619935797626852,0.06486602464293519,0.3333333333333333,2,True,0.0013333333333333333,1.1224751888335949,-0.027815485114129568,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0
2009-10-01,0.007699418612933994,0.007699418612933994,0.0,0,False,0.0,1.1967823256786694,-0.06159410153563938,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0
2009-11-01,0.09253769092243647,0.09120435758910313,0.3333333333333333,2,True,0.0013333333333333333,1.1969099092793805,-0.06835441604815062,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
2009-12-01,0.006071868151033149,0.006071868151033149,0.0,0,False,0.0,1.3059256296082422,-5.7386243629165e-05,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
2010-01-01,-0.05802783018872104,-0.05936116352205437,0.3333333333333333,2,True,0.0013333333333333333,1.2515886844669584,-0.04830034101538794,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0
2010-02-01,0.033526105161762056,0.03219277182842872,0.3333333333333333,2,True,0.0013333333333333333,1.175819906860329,-0.10591441239908761,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0
2010-03-01,0.04513521241193397,0.04513521241193397,0.0,0,False,0.0,1.2152405687090218,-0.0759392049655635,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0
2010-04-01,0.03958187436817136,0.038248541034838025,0.3333333333333333,2,True,0.0013333333333333333,1.2683972556294234,-0.03551921600054375,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0
2010-05-01,-0.10378178741396185,-0.10378178741396185,0.0,0,False,0.0,1.2950538717768434,-0.02148848306549378,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0
