date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_efa.us,w_gld.us,w_hyg.us,w_iau.us,w_ivv.us,w_spy.us,w_tlt.us,w_vnq.us
2008-02-01,0.0422329802994406,0.041721266121539036,0.12792854447539173,3,True,0.0005117141779015669,1.1152353136700324,-0.028019377743312424,0.0,0.15000000000000002,0.0,0.18500283744383197,0.0,0.15000000000000002,0.05,0.0,0.464997162556168,0.0
2008-03-01,-0.041020066973310385,-0.04115824301885986,0.03454401138736919,2,True,0.00013817604554947676,1.158481376372998,0.0,0.0,0.15000000000000002,0.0,0.21954684883120118,0.0,0.15000000000000002,0.05,0.0,0.43045315116879884,0.0
2008-04-01,-0.0004958940286819893,-0.0010958940286819893,0.15000000000000002,4,True,0.0006000000000000001,1.1101404004822477,-0.0602957433863498,0.0,0.25,0.0,0.21954684883120118,0.0,0.05,0.1,0.0,0.38045315116879885,0.0
2008-05-01,0.026018123822259952,0.025884404502107994,0.03342983003798926,2,True,0.00013371932015195705,1.1094415148811139,-0.060887331417905255,0.0,0.25,0.0,0.18611701879321194,0.0,0.05,0.1,0.0,0.4138829812067881,0.0
2008-06-01,0.047076958644788516,0.04667695864478852,0.1,3,True,0.0004,1.1336735626809407,-0.04037554889555861,0.0,0.25,0.0,0.18611701879321194,0.0,0.15000000000000002,0.05,0.0,0.3638829812067881,0.0
2008-07-01,-0.04241400812865755,-0.042544342118367176,0.03258349742740664,2,True,0.00013033398970962656,1.1864139984954662,0.0,0.0,0.25,0.0,0.15353352136580528,0.0,0.15000000000000002,0.05,0.0,0.3964664786341947,0.0
2008-08-01,-0.031233571857559754,-0.03163357185755975,0.1,2,True,0.0004,1.1356389881491187,-0.05817533549716469,0.0,0.15000000000000002,0.0,0.15353352136580528,0.0,0.15000000000000002,0.05,0.0,0.49646647863419474,0.0
2008-09-01,0.0011930301988908806,0.0005930301988908806,0.15000000000000002,4,True,0.0006000000000000001,1.1117035822072843,-0.07802579493555384,0.0,0.1,0.0,0.15353352136580528,0.0,0.05,0.15000000000000002,0.0,0.5464664786341947,0.0
2008-10-01,-0.09911559646597683,-0.09971559646597683,0.15000000000000002,3,True,0.0006000000000000001,1.1116946429900452,-0.0780332085373806,0.0,0.05,0.0,0.15353352136580528,0.0,0.2,0.05,0.0,0.5464664786341947,0.0
2008-11-01,0.12426623095681297,0.12365209687134975,0.15353352136580528,2,True,0.0006141340854632211,1.0044291410989827,-0.1669921967242256,0.0,0.05,0.0,0.0,0.0,0.2,0.05,0.0,0.7,0.0
2008-12-01,0.08054957919360856,0.08054957919360856,0.0,0,False,0.0,1.1285522564115587,-0.06405260706920468,0.0,0.05,0.0,0.0,0.0,0.2,0.05,0.0,0.7,0.0
2009-01-01,-0.04824026130668216,-0.04895652554889942,0.17906606055431484,2,True,0.0007162642422172594,1.2136130361899402,-0.030167781632871926,0.0,0.05,0.0,0.17906606055431484,0.0,0.2,0.05,0.0,0.5209339394456851,0.0
2009-02-01,-0.02060193530089426,-0.021318199543111517,0.17906606055431484,2,True,0.0007162642422172594,1.160116197076332,-0.07291860632412861,0.0,0.05,0.0,0.0,0.0,0.2,0.05,0.0,0.7,0.0
2009-03-01,0.03351069176276631,0.03351069176276631,0.0,0,False,0.0,1.1342792704596594,-0.09356561909444516,0.0,0.05,0.0,0.0,0.0,0.2,0.05,0.0,0.7,0.0
2009-04-01,-0.039524959126668154,-0.040816211106130026,0.322812994865468,5,True,0.0012912519794618718,1.1707760320002634,-0.06440003323417576,0.0,0.05,0.0,0.222812994865468,0.0,0.15000000000000002,0.15000000000000002,0.0,0.42718700513453206,0.0
2009-05-01,0.04885753295118998,0.048457532951189985,0.1,3,True,0.0004,1.1240513567260948,-0.10173903184603506,0.0,0.1,0.0,0.222812994865468,0.0,0.15000000000000002,0.2,0.0,0.327187005134532,0.0
2009-06-01,-0.012990629014920395,-0.012990629014920395,0.0,0,False,0.0,1.1789697329261697,-0.05785221699568499,0.0,0.1,0.0,0.222812994865468,0.0,0.15000000000000002,0.2,0.0,0.327187005134532,0.0
2009-07-01,0.019132707818230194,0.018241455838768322,0.22281299486546796,2,True,0.0008912519794618719,1.1626170654194687,-0.07092009228320928,0.0,0.1,0.0,0.0,0.0,0.15000000000000002,0.2,0.0,0.55,0.0
2009-08-01,-1.9988892016127927e-05,-0.0011655853935447287,0.2863991253821502,2,True,0.0011455965015286008,1.1887244542712276,-0.05005694555452511,0.0,0.1,0.0,0.2863991253821502,0.0,0.15000000000000002,0.2,0.0,0.2636008746178498,0.0
2009-09-01,0.03705141481259828,0.03665141481259828,0.1,3,True,0.0004,1.1868639860625718,-0.05154369788512536,0.0,0.05,0.0,0.2863991253821502,0.0,0.15000000000000002,0.15000000000000002,0.0,0.36360087461784985,0.0
2009-10-01,0.016457666324477753,0.016457666324477753,0.0,0,False,0.0,1.2308389759363103,-0.01640205000384387,0.0,0.05,0.0,0.2863991253821502,0.0,0.15000000000000002,0.15000000000000002,0.0,0.36360087461784985,0.0
2009-11-01,0.07040780253133982,0.06854223935444065,0.4663907942247945,8,True,0.001865563176899178,1.2446826417575863,-0.0188226855495639,0.0,0.15000000000000002,0.12636794976454815,0.1836092057752055,0.19002284446024637,0.2,0.1,0.0,0.05,0.0
2009-12-01,-0.023435001373404474,-0.02419509275124546,0.19002284446024634,4,True,0.0007600913778409853,1.3288216937825352,0.0,0.0,0.15000000000000002,0.16186864789328823,0.23869131524535644,0.0,0.2,0.1,0.0,0.05,0.09944003686135533
2010-01-01,-0.034972368605543216,-0.03515673271760054,0.04609102801433014,3,True,0.00018436411205732055,1.2619161043837595,-0.05762375321490176,0.0,0.15000000000000002,0.18096066280891746,0.19260028723102632,0.0,0.2,0.1,0.0,0.05,0.12643904996005625
2010-02-01,0.016512078338698385,0.015234146227827025,0.31948302771784,7,True,0.0012779321108713597,1.216003435336924,-0.09191050855936422,0.0,0.05,0.15768376764426104,0.0,0.0,0.2,0.15000000000000002,0.21948302771783992,0.1,0.12283320463789903
2010-03-01,0.042481091033742036,0.042481091033742036,0.0,0,False,0.0,1.2360821793213335,-0.07691606373814786,0.0,0.05,0.15768376764426104,0.0,0.0,0.2,0.15000000000000002,0.21948302771783992,0.1,0.12283320463789903
2010-04-01,0.028765575896079525,0.028765575896079525,0.0,0,False,0.0,1.2885922989062693,-0.03770245101002312,0.0,0.05,0.15768376764426104,0.0,0.0,0.2,0.15000000000000002,0.21948302771783992,0.1,0.12283320463789903
2010-05-01,-0.03832389605797479,-0.038997163399983756,0.1683168355022414,4,True,0.0006732673420089656,1.3118298088032672,-0.02034909662672335,0.0,0.05,0.0,0.16831683550224144,0.0,0.2,0.15000000000000002,0.21476631086613343,0.1,0.11691685363162514
2010-06-01,-0.02452928865778796,-0.024750248935015245,0.055240069306820995,3,True,0.00022096027722728396,1.2604274495770478,-0.058735453845897845,0.0,0.05,0.0,0.22355690480906243,0.0,0.2,0.15000000000000002,0.17221876301289193,0.1,0.10422433217804564
2010-07-01,0.029058546440944296,0.028458546440944296,0.15000000000000002,3,True,0.0006000000000000001,1.2287723547976719,-0.08237490919969281,0.0,0.05,0.0,0.22355690480906243,0.0,0.15000000000000002,0.05,0.17221876301289193,0.25,0.10422433217804564
2010-08-01,-0.003322198628059155,-0.004522198628059155,0.30000000000000004,4,True,0.0012000000000000001,1.2568668080287322,-0.06139447690360522,0.0,0.2,0.0,0.22355690480906243,0.0,0.05,0.2,0.17221876301289193,0.05,0.10422433217804564
2010-09-01,0.02609992988921661,0.024147503727704907,0.4881065403779259,8,True,0.0019524261615117035,1.2487451651291952,-0.067459573724865,0.0,0.05,0.0,0.20766912744402857,0.0,0.2,0.05,0.0,0.3862821626407294,0.10604870991524208
2010-10-01,0.02921094131158203,0.02786231560859424,0.33715642574694826,7,True,0.001348625702987793,1.2796092819360008,-0.04441080649248408,0.0,0.15000000000000002,0.0,0.24805670801562438,0.0,0.2,0.1,0.14676884517535238,0.05,0.10517444680902323
2010-11-01,0.014380836130422297,0.014182988330213633,0.049461950052165936,3,True,0.00019784780020866375,1.3167273104187007,-0.016691730518989867,0.0,0.15000000000000002,0.0,0.19859475796345846,0.0,0.2,0.1,0.1694210381681547,0.05,0.13198420386838686
2010-12-01,0.038027378104962706,0.0378664888285553,0.040222319101852394,3,True,0.00016088927640740957,1.3354480562527185,-0.022544924443032244,0.0,0.15000000000000002,0.0,0.15837243886160604,0.0,0.2,0.1,0.2038318381686066,0.05,0.13779572296978734
2011-01-01,-0.0034298514855043783,-0.0034298514855043783,0.0,0,False,0.0,1.3580422264968415,-0.012431117305182315,0.0,0.15000000000000002,0.0,0.15837243886160604,0.0,0.2,0.1,0.2038318381686066,0.05,0.13779572296978734
2011-02-01,0.036543856774056874,0.036543856774056874,0.0,0,False,0.0,1.3533843433489137,-0.01581833190453108,0.0,0.15000000000000002,0.0,0.15837243886160604,0.0,0.2,0.1,0.2038318381686066,0.05,0.13779572296978734
2011-03-01,0.009351836552094357,0.009351836552094357,0.0,0,False,0.0,1.4028422269525076,-0.00035107398464873096,0.0,0.15000000000000002,0.0,0.15837243886160604,0.0,0.2,0.1,0.2038318381686066,0.05,0.13779572296978734
2011-04-01,0.05020253791314418,0.05009135549333091,0.02779560495331801,3,True,0.00011118241981327204,1.4158039481549571,0.0,0.0,0.15000000000000002,0.0,0.1756253919931176,0.0,0.2,0.1,0.1760362332152886,0.05,0.1483383747915938
2011-05-01,-0.019656575072746117,-0.02036072000560727,0.1760362332152886,4,True,0.0007041449328611544,1.4969944153951198,0.0,0.0,0.15000000000000002,0.13101497528766243,0.20859563538324288,0.0,0.2,0.1,0.0,0.05,0.1603893893290947
2011-06-01,-0.016565441867905963,-0.017165441867905962,0.15000000000000002,3,True,0.0006000000000000001,1.4656553301186124,-0.02093467080051581,0.0,0.05,0.13101497528766243,0.20859563538324288,0.0,0.2,0.05,0.0,0.2,0.1603893893290947
2011-07-01,-0.010260082832343708,-0.01209446537387668,0.4585956353832429,8,True,0.0018343825415329715,1.4387320667919477,-0.03891954973512324,0.0,0.1,0.1350282677231904,0.0,0.0,0.1,0.25,0.20428652605693054,0.05,0.1606852062198791
2011-08-01,0.04697065745049078,0.04534380520073919,0.40671306243789895,7,True,0.001626852249751596,1.4216539669095072,-0.0503278086483222,0.0,0.1,0.0,0.20671306243789894,0.0,0.2,0.05,0.16248072816855785,0.15000000000000002,0.13080620939354323
2011-09-01,-0.06878910694525471,-0.06878910694525471,0.0,0,False,0.0,1.4884299884023457,-0.005721081458085142,0.0,0.1,0.0,0.20671306243789894,0.0,0.2,0.05,0.16248072816855785,0.15000000000000002,0.13080620939354323
2011-10-01,0.017552331459554676,0.016379183709306272,0.29328693756210106,4,True,0.0011731477502484042,1.3869509726417162,-0.07744584158502776,0.0,0.1,0.0,0.24678575964949073,0.0,0.2,0.05,0.0,0.4032142403505093,0.0
2011-11-01,0.0005846973550061416,-0.0003330003835731114,0.2294244346448132,6,True,0.000917697738579253,1.40834591503147,-0.06321462976856296,0.0,0.05,0.0,0.18531349542625822,0.0,0.15000000000000002,0.15000000000000002,0.0,0.3352620699289286,0.1294244346448132
2011-12-01,-0.006068774552577315,-0.006068774552577315,0.0,0,False,0.0,1.409169371162923,-0.06266689384037993,0.0,0.05,0.0,0.18531349542625822,0.0,0.15000000000000002,0.15000000000000002,0.0,0.3352620699289286,0.1294244346448132
2012-01-01,0.035928748309761935,0.03552874830976194,0.1,3,True,0.0004,1.383468263641755,-0.07976242503595088,0.0,0.1,0.0,0.18531349542625822,0.0,0.05,0.15000000000000002,0.0,0.3852620699289286,0.1294244346448132
2012-02-01,-0.006179698808435455,-0.006779698808435455,0.15000000000000002,3,True,0.0006000000000000001,1.4317417160958938,-0.04765251258692749,0.0,0.05,0.0,0.18531349542625822,0.0,0.2,0.15000000000000002,0.0,0.28526206992892855,0.1294244346448132
2012-03-01,0.0019191868147632454,0.0010932130372198591,0.20649344438584658,6,True,0.0008259737775433863,1.4217187104003381,-0.05431948623390481,0.0,0.15000000000000002,0.0,0.13383901399343007,0.0,0.05,0.2,0.0,0.28024310697591015,0.18591787903065973
2012-04-01,0.00910444801123933,0.00910444801123933,0.0,0,False,0.0,1.414077640587134,-0.05940207449402468,0.0,0.15000000000000002,0.0,0.13383901399343007,0.0,0.05,0.2,0.0,0.28024310697591015,0.18591787903065973
2012-05-01,0.0033228181527850623,0.002922818152785062,0.1,2,True,0.0004,1.4263812561349365,-0.051218114201942666,0.0,0.05,0.0,0.13383901399343007,0.0,0.05,0.2,0.0,0.38024310697591013,0.18591787903065973
2012-06-01,0.016503347434182858,0.01638093631844613,0.03060277893418241,3,True,0.00012241111573672964,1.4309456765641833,-0.048182011894926546,0.0,0.05,0.0,0.1644417929276125,0.0,0.05,0.2,0.0,0.3732623040766836,0.16229590299570387
2012-07-01,0.01641139216655885,0.0154328787952718,0.24462834282176252,4,True,0.00097851337128705,1.4462806103983104,-0.03798171840456177,0.0,0.05,0.0,0.0,0.24462834282176255,0.05,0.2,0.0,0.3445244893808376,0.11084716779739985
2012-08-01,0.016145387189089627,0.014766873817802575,0.3446283428217626,6,True,0.0013785133712870502,1.4665532043409564,-0.024497055851549043,0.0,0.15000000000000002,0.0,0.0,0.0,0.05,0.1,0.1651826294332145,0.3845218035433018,0.15029556702348373
2012-09-01,0.0038751291590557128,0.003275129159055713,0.15000000000000002,4,True,0.0006000000000000001,1.4898246187340316,-0.009017676591561608,0.0,0.2,0.0,0.0,0.0,0.1,0.15000000000000002,0.1651826294332145,0.23452180354330177,0.15029556702348373
2012-10-01,-0.010846675984925915,-0.01177917097799475,0.23312374826720883,4,True,0.0009324949930688354,1.4933067220733598,-0.010343484721150764,0.0,0.2,0.0,0.0,0.23312374826720877,0.1,0.15000000000000002,0.12378413179801624,0.05,0.14309211993477491
2012-11-01,0.0020562034818598783,0.0014562034818598785,0.15,4,True,0.0006,1.4762230423281706,-0.021665321497783996,0.0,0.05,0.0,0.0,0.23312374826720877,0.15000000000000002,0.2,0.12378413179801624,0.1,0.14309211993477491
2012-12-01,0.014956993082805707,0.014356993082805707,0.15000000000000002,3,True,0.0006000000000000001,1.4785141735668186,-0.02014692415571706,0.0,0.2,0.0,0.0,0.23312374826720877,0.05,0.15000000000000002,0.12378413179801624,0.1,0.14309211993477491
2013-01-01,0.02277856827568872,0.021846073282619886,0.23312374826720883,4,True,0.0009324949930688354,1.4648262582882492,-0.02921829197036996,0.0,0.2,0.14950469386375806,0.0,0.0,0.05,0.15000000000000002,0.15509543387898686,0.1,0.19539987225725514
2013-02-01,-0.010968022571087395,-0.010968022571087395,0.0,0,False,0.0,1.4967958458437824,-0.008031143913350247,0.0,0.2,0.14950469386375806,0.0,0.0,0.05,0.15000000000000002,0.15509543387898686,0.1,0.19539987225725514
2013-03-01,0.01621515859508627,0.014519714100271995,0.42386112370356827,7,True,0.001695444494814273,1.4778690548723878,-0.020574462523846204,0.0,0.05,0.0,0.0,0.2738611237035682,0.05,0.2,0.10080205626898049,0.2,0.1253368200274513
2013-04-01,0.018799250404661138,0.018799250404661138,0.0,0,False,0.0,1.5018329359799139,-0.004692922101592778,0.0,0.05,0.0,0.0,0.2738611237035682,0.05,0.2,0.10080205626898049,0.2,0.1253368200274513
2013-05-01,-0.012461868441809066,-0.013557312936623338,0.2738611237035682,4,True,0.0010954444948142728,1.5283901667378421,-0.004560388693515827,0.0,0.05,0.14374733824855207,0.0,0.0,0.05,0.2,0.1750781026751565,0.2,0.1811745590762914
2013-06-01,-0.026060655080478907,-0.026660655080478907,0.15000000000000002,3,True,0.0006000000000000001,1.5001075169955724,-0.039564953066052566,0.0,0.15000000000000002,0.14374733824855207,0.0,0.0,0.05,0.25,0.1750781026751565,0.05,0.1811745590762914
2013-07-01,0.040378126396230105,0.04021955654959934,0.039642461657689906,3,True,0.00015856984663075965,1.4599055904522307,-0.06530400094698097,0.0,0.15000000000000002,0.16072119942805302,0.0,0.0,0.05,0.25,0.19774670315334547,0.05,0.1415320974186015
2013-08-01,-0.021130288480357914,-0.021130288480357914,0.0,0,False,0.0,1.518853842910074,-0.027562727755167438,0.0,0.15000000000000002,0.16072119942805302,0.0,0.0,0.05,0.25,0.19774670315334547,0.05,0.1415320974186015
2013-09-01,-0.0018666873068097778,-0.0032595929261741074,0.34822640484108247,6,True,0.0013929056193643298,1.4820172168406385,-0.05114716172876976,0.0,0.15000000000000002,0.13150337405156817,0.0,0.19822640484108248,0.2,0.1,0.17027022110734938,0.05,0.0
2013-10-01,0.026341224534849293,0.024748318915484964,0.3982264048410825,8,True,0.00159290561936433,1.474837272699995,-0.05574407888942312,0.0,0.1,0.15592801999287434,0.0,0.0,0.05,0.2,0.22580925752581366,0.15000000000000002,0.11826272248131199
2013-11-01,0.002302004895703128,0.0017020048957031278,0.15000000000000002,3,True,0.0006000000000000001,1.512778080677078,-0.031452698920097055,0.0,0.05,0.15592801999287434,0.0,0.0,0.05,0.35000000000000003,0.22580925752581366,0.05,0.11826272248131199
2013-12-01,0.007413496945368232,0.0058695868820521895,0.38597751582901063,7,True,0.0015439100633160424,1.5238025950803238,-0.024394318178487473,0.0,0.15000000000000002,0.12395068870182373,0.0,0.23597751582901064,0.05,0.2,0.1400717954691657,0.1,0.0
2014-01-01,-0.023515701832895947,-0.0240230190673048,0.12682930860221373,6,True,0.0005073172344088549,1.5272601359673306,-0.022180647887214522,0.0,0.1,0.11533775697346711,0.0,0.2628068244312243,0.05,0.30000000000000004,0.12185541859530857,0.05,0.0
2014-02-01,0.03335264443207089,0.03196672959269851,0.34647870984309415,7,True,0.0013859148393723765,1.5076216043975352,-0.03475410264046197,0.0,0.05,0.08858939169231131,0.0,0.3092855342743184,0.1,0.05,0.10212507403337029,0.30000000000000004,0.0
2014-03-01,-0.0017214932630607747,-0.0027214932630607747,0.25000000000000006,4,True,0.0010000000000000002,1.5534845453721675,-0.005390623444170517,0.0,0.1,0.08858939169231131,0.0,0.3092855342743184,0.15000000000000002,0.2,0.10212507403337029,0.05,0.0
2014-04-01,0.009599347655556232,0.009199347655556233,0.10000000000000002,2,True,0.0004000000000000001,1.5486397181920635,-0.008492495654923382,0.0,0.1,0.08858939169231131,0.0,0.3092855342743184,0.05,0.2,0.10212507403337029,0.15000000000000002,0.0
2014-05-01,0.010946486231397825,0.010946486231397825,0.0,0,False,0.0,1.5635056492401913,0.0,0.0,0.1,0.08858939169231131,0.0,0.3092855342743184,0.05,0.2,0.10212507403337029,0.15000000000000002,0.0
2014-06-01,0.019330845700419028,0.018093703563321753,0.3092855342743184,4,True,0.0012371421370972735,1.5839129388523847,-5.088860411195384e-05,0.0,0.1,0.1657181683101366,0.0,0.0,0.05,0.2,0.16528104920910205,0.15000000000000002,0.1690007824807613
2014-07-01,-0.02325926740808875,-0.02405926740808875,0.2,4,True,0.0008,1.611243883625596,0.0,0.0,0.05,0.1657181683101366,0.0,0.0,0.25,0.15000000000000002,0.16528104920910205,0.05,0.1690007824807613
2014-08-01,0.02408783379900572,0.022824644683710135,0.3157972788238959,6,True,0.0012631891152955837,1.5717795652611866,-0.024493075669964615,0.0,0.05,0.0,0.0,0.0,0.1,0.15000000000000002,0.18512471910082123,0.34595360893217675,0.16892167196700206
2014-09-01,-0.020859968558470644,-0.020859968558470644,0.0,0,False,0.0,1.6230480096583144,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.15000000000000002,0.18512471910082123,0.34595360893217675,0.16892167196700206
2014-10-01,0.02788166219849026,0.02788166219849026,0.0,0,False,0.0,1.5891912792079537,-0.02352719011396731,0.0,0.05,0.0,0.0,0.0,0.1,0.15000000000000002,0.18512471910082123,0.34595360893217675,0.16892167196700206
2014-11-01,0.017747439796145452,0.017598916529998402,0.037130816536762895,3,True,0.00014852326614705157,1.6320785762294872,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.15000000000000002,0.1583497808383489,0.3830844254689396,0.15856579369271148
2014-12-01,0.017831852289072112,0.017831852289072112,0.0,0,False,0.0,1.660797088854423,-0.0018962543486904515,0.0,0.05,0.0,0.0,0.0,0.1,0.15000000000000002,0.1583497808383489,0.3830844254689396,0.15856579369271148
2015-01-01,0.03975680471806568,0.03975680471806568,0.0,0,False,0.0,1.6502974076077763,-0.023847913522895725,0.0,0.05,0.0,0.0,0.0,0.1,0.15000000000000002,0.1583497808383489,0.3830844254689396,0.15856579369271148
2015-02-01,-0.022747885024265488,-0.022747885024265488,0.0,0,False,0.0,1.713184288135743,-0.0007622238316282726,0.0,0.05,0.0,0.0,0.0,0.1,0.15000000000000002,0.1583497808383489,0.3830844254689396,0.15856579369271148
2015-03-01,0.007449548675749523,0.007346155294915378,0.025848345208536183,3,True,0.00010339338083414473,1.682617209993463,-0.01859088324578495,0.0,0.05,0.0,0.0,0.0,0.1,0.15000000000000002,0.17943561032903377,0.35723608026040343,0.1633283094105628
2015-04-01,-0.02129260286450234,-0.02129260286450234,0.0,0,False,0.0,1.6949766813109488,-0.01138205538095538,0.0,0.05,0.0,0.0,0.0,0.1,0.15000000000000002,0.17943561032903377,0.35723608026040343,0.1633283094105628
2015-05-01,-0.0065556307648064315,-0.007519928804339333,0.24107450988322554,7,True,0.0009642980395329022,1.6572865552453335,-0.03336532829218053,0.0,0.15000000000000002,0.0,0.0,0.0,0.05,0.25,0.22051012021225933,0.20103380305509566,0.12845607673264509
2015-06-01,-0.02459637014109153,-0.02519637014109153,0.15,4,True,0.0006,1.645434143319757,-0.040278406947385936,0.0,0.05,0.0,0.0,0.0,0.15000000000000002,0.2,0.22051012021225933,0.2510338030550957,0.12845607673264509
2015-07-01,-0.0019282871580332747,-0.002328287158033275,0.1,3,True,0.0004,1.6043204511134395,-0.064258520852713,0.0,0.15000000000000002,0.0,0.0,0.0,0.1,0.2,0.22051012021225933,0.20103380305509566,0.12845607673264509
2015-08-01,-0.04417150209155378,-0.044919033116397875,0.18688275621102424,6,True,0.0007475310248440969,1.603520900103863,-0.06472486973197555,0.0,0.05,0.0,0.0,0.0,0.1,0.15000000000000002,0.206567161870745,0.32809400518558574,0.16533883294366924
2015-09-01,0.006726382391848601,0.0048387584125909435,0.4719059948144143,5,True,0.0018876239792576571,1.528654257738087,-0.10839184575133731,0.0,0.05,0.0,0.0,0.0,0.2,0.05,0.0,0.7,0.0
