date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_efa.us,w_gld.us,w_hyg.us,w_iau.us,w_ivv.us,w_spy.us,w_tlt.us,w_vnq.us
2015-10-01,0.03656905508527247,0.03496513909520471,0.40097899751694066,5,True,0.0016039159900677628,1.5364682458469214,-0.10383423209882459,0.0,0.05,0.0,0.0,0.0,0.1,0.15000000000000002,0.14273587740384072,0.3990210024830593,0.15824312011309996
2015-11-01,-0.006345927973342404,-0.006345927973342404,0.0,0,False,0.0,1.5856486066080553,-0.07514912527264062,0.0,0.05,0.0,0.0,0.0,0.1,0.15000000000000002,0.14273587740384072,0.3990210024830593,0.15824312011309996
2015-12-01,-0.019721246596051206,-0.019721246596051206,0.0,0,False,0.0,1.5755861947594907,-0.08101816230974268,0.0,0.05,0.0,0.0,0.0,0.1,0.15000000000000002,0.14273587740384072,0.3990210024830593,0.15824312011309996
2016-01-01,0.005830296198804791,0.0038302961988047907,0.5,4,True,0.002,1.5475635501053544,-0.09736274667259959,0.5,0.05,0.0,0.0,0.0,0.1,0.15000000000000002,0.0,0.2,0.0
2016-02-01,0.016551622258052668,0.016551622258052668,0.0,0,False,0.0,1.5534731313809647,-0.09391590391737403,0.5,0.05,0.0,0.0,0.0,0.1,0.15000000000000002,0.0,0.2,0.0
2016-03-01,0.015650632359270396,0.013650632359270396,0.5,3,True,0.002,1.5760272605759376,-0.08076090474053521,0.0,0.05,0.0,0.21828358047641963,0.0,0.1,0.15000000000000002,0.0,0.4817164195235804,0.0
2016-04-01,0.0029230036918321666,0.0017831228312010945,0.284970215157768,4,True,0.001139880860631072,1.5988684844094094,-0.06743845375474022,0.0,0.05,0.0,0.0,0.0,0.1,0.15000000000000002,0.14845282123165549,0.41502978484223196,0.13651739392611256
2016-05-01,-0.006690078607670262,-0.008083889892596884,0.34845282123165544,8,True,0.0013938112849266218,1.6049107970781096,-0.0639141936294293,0.0,0.15000000000000002,0.0,0.12936404633422915,0.0,0.2,0.1,0.0,0.26634621356241245,0.15428974010335839
2016-06-01,0.06678866301319583,0.06618866301319583,0.15000000000000002,3,True,0.0006000000000000001,1.5909966691259925,-0.07202979588452896,0.0,0.15000000000000002,0.0,0.12936404633422915,0.0,0.05,0.15000000000000002,0.0,0.3663462135624125,0.15428974010335839
2016-07-01,-0.0005614578138577681,-0.0011614578138577681,0.15000000000000002,3,True,0.0006000000000000001,1.696238855189657,-0.01064587549159246,0.0,0.1,0.0,0.12936404633422915,0.0,0.2,0.05,0.0,0.3663462135624125,0.15428974010335839
2016-08-01,-0.014814965794216513,-0.01536040486316746,0.1363597672377369,6,True,0.0005454390689509476,1.6943618131462777,-0.012532833594731008,0.0,0.05,0.0,0.13401103602004089,0.0,0.15000000000000002,0.15000000000000002,0.0,0.32998644632467555,0.18600251765528353
2016-09-01,-0.009642188259391168,-0.010313001354406706,0.16770327375388472,4,True,0.0006708130950155389,1.6681401394410202,-0.027814718273218242,0.0,0.05,0.0,0.0,0.0,0.15000000000000002,0.15000000000000002,0.16770327375388477,0.30031786373650365,0.18197886250961162
2016-10-01,-0.023876153553729535,-0.025489595067339624,0.40336037840252204,8,True,0.0016134415136100882,1.6607542044580559,-0.032119211110753554,0.0,0.25,0.0,0.16769886678031315,0.0,0.1,0.1,0.20336478537609362,0.05,0.1289363478435932
2016-11-01,-0.02532089889916724,-0.026833721214414772,0.3782055788118834,5,True,0.0015128223152475336,1.616037747060084,-0.05817978042709304,0.0,0.25,0.0,0.1217944211881166,0.24650891947695783,0.1,0.1,0.0,0.18169665933492557,0.0
2016-12-01,0.014842340386240287,0.014186078628003189,0.16406543955927438,4,True,0.0006562617582370976,1.5740845287979355,-0.08262994522511724,0.0,0.25,0.0,0.1320025409419666,0.21414013925260902,0.1,0.1,0.15385731980542441,0.05,0.0
2017-01-01,0.011841385016794543,0.011313374853026676,0.13200254094196656,4,True,0.0005280101637678662,1.594715809785448,-0.0706061186622301,0.0,0.25,0.0,0.0,0.21928674535226655,0.1,0.1,0.18632556943272877,0.05,0.09438768521500465
2017-02-01,0.0214067486516178,0.02084103963741938,0.14142725354960548,4,True,0.0005657090141984219,1.6118351109957718,-0.06062905961507992,0.0,0.25,0.1414272535496055,0.0,0.19228019498805843,0.1,0.1,0.1662925514623361,0.05,0.0
2017-03-01,-0.0065236207926906795,-0.007395522807333134,0.21797550366061363,6,True,0.0008719020146424545,1.6449038135670584,-0.04135675438994568,0.0,0.1,0.11015836273398176,0.0,0.260255698648672,0.15000000000000002,0.2,0.12958593861734619,0.05,0.0
2017-04-01,0.009130979003896828,0.00853181883586131,0.14979004200887958,6,True,0.0005991601680355183,1.6341433914543384,-0.0476278845880711,0.0,0.05,0.13845856013781502,0.0,0.21046565663979247,0.15000000000000002,0.15000000000000002,0.15107578322239254,0.15000000000000002,0.0
2017-05-01,0.01826059974831132,0.01826059974831132,0.0,0,False,0.0,1.648076666556058,-0.03950762858567003,0.0,0.05,0.13845856013781502,0.0,0.21046565663979247,0.15000000000000002,0.15000000000000002,0.15107578322239254,0.15000000000000002,0.0
2017-06-01,-0.005794380083805497,-0.005794380083805497,0.0,0,False,0.0,1.6781715349185697,-0.021968461829966368,0.0,0.05,0.13845856013781502,0.0,0.21046565663979247,0.15000000000000002,0.15000000000000002,0.15107578322239254,0.15000000000000002,0.0
2017-07-01,0.017884230420925754,0.017245913396800643,0.15957925603127782,6,True,0.0006383170241251113,1.672285378695825,-0.025398889712131334,0.0,0.1,0.10014792943472477,0.0,0.2700449126710703,0.05,0.2,0.12980715789420497,0.15000000000000002,0.0
2017-08-01,0.008998477839417006,0.008398477839417006,0.15000000000000002,4,True,0.0006000000000000001,1.7000857131952931,-0.009196967950018009,0.0,0.05,0.10014792943472477,0.0,0.2700449126710703,0.15000000000000002,0.25,0.12980715789420497,0.05,0.0
2017-09-01,-0.005997711156283506,-0.006908352288290739,0.22766028300180816,6,True,0.0009106411320072326,1.7138217976769716,-0.001191633838149908,0.0,0.05,0.12780821243653293,0.0,0.2429535179247841,0.30000000000000004,0.05,0.129238269638683,0.1,0.0
2017-10-01,0.017481620413900306,0.016481620413900305,0.25000000000000006,3,True,0.0010000000000000002,1.7077037078233885,-0.010580819771700223,0.0,0.15000000000000002,0.12780821243653293,0.0,0.2429535179247841,0.05,0.2,0.129238269638683,0.1,0.0
2017-11-01,0.012833096099458381,0.012833096099458381,0.0,0,False,0.0,1.7358195786871442,0.0,0.0,0.15000000000000002,0.12780821243653293,0.0,0.2429535179247841,0.05,0.2,0.129238269638683,0.1,0.0
2017-12-01,0.016382347023079717,0.015410532951380581,0.2429535179247841,4,True,0.0009718140716991364,1.7563869761878268,-0.001033696065897205,0.0,0.15000000000000002,0.17533349545352106,0.0,0.0,0.05,0.2,0.19355950431943458,0.1,0.13110700022704433
2018-01-01,0.03445180035274206,0.03352737235183389,0.2311070002270443,7,True,0.0009244280009081771,1.7538329859759774,-0.013999194515256663,0.0,0.15000000000000002,0.17898316841138565,0.1273154539687143,0.0,0.15000000000000002,0.15000000000000002,0.1937013776199,0.05,0.0
2018-02-01,-0.042363232075653665,-0.042363232075653665,0.0,0,False,0.0,1.8125785411003608,-0.009802418829332638,0.0,0.15000000000000002,0.17898316841138565,0.1273154539687143,0.0,0.15000000000000002,0.15000000000000002,0.1937013776199,0.05,0.0
2018-03-01,-0.0004311295627019221,-0.0008241937850758405,0.0982660555934796,3,True,0.0003930642223739184,1.73510957803241,-0.05212311175727424,0.0,0.15000000000000002,0.14176799909490254,0.22558150956219392,0.0,0.15000000000000002,0.15000000000000002,0.13265049134290352,0.05,0.0
2018-04-01,0.0009055440288870584,0.0005055440288870584,0.10000000000000002,2,True,0.0004000000000000001,1.7442014336759808,-0.04715630162326956,0.0,0.15000000000000002,0.14176799909490254,0.22558150956219392,0.0,0.15000000000000002,0.05,0.13265049134290352,0.15000000000000002,0.0
2018-05-01,0.012876000023962792,0.012076000023962792,0.20000000000000004,4,True,0.0008000000000000001,1.7436865064574625,-0.047437602364006626,0.0,0.25,0.14176799909490254,0.22558150956219392,0.0,0.05,0.15000000000000002,0.13265049134290352,0.05,0.0
2018-06-01,-0.02455175501784266,-0.024682816236394716,0.032765304638014574,3,True,0.0001310612185520583,1.7659067417299403,-0.03529886038900032,0.0,0.25,0.17453330373291712,0.20554048985903178,0.0,0.05,0.15000000000000002,0.11992620640805109,0.05,0.0
2018-07-01,0.009308049372598607,0.007644063388556038,0.41599649601064237,6,True,0.0016639859840425692,1.7376449471453832,-0.05073805929962083,0.0,0.15000000000000002,0.09734131253733792,0.0,0.3159964960106424,0.05,0.15000000000000002,0.08666219145201974,0.15000000000000002,0.0
2018-08-01,0.011826396418940711,0.010562410434898141,0.3159964960106424,4,True,0.0012639859840425697,1.7486875878709416,-0.04470555042442104,0.0,0.15000000000000002,0.15718124894930038,0.0,0.0,0.05,0.15000000000000002,0.19329382074795157,0.15000000000000002,0.14952493030274805
2018-09-01,0.00745035593386037,0.00745035593386037,0.0,0,False,0.0,1.779369257649049,-0.027944392487443626,0.0,0.15000000000000002,0.15718124894930038,0.0,0.0,0.05,0.15000000000000002,0.19329382074795157,0.15000000000000002,0.14952493030274805
2018-10-01,-0.04439665805372322,-0.04616383060303359,0.4417931373275925,7,True,0.0017671725493103698,1.7894583121587035,-0.022432820356784844,0.0,0.2,0.06178978496266422,0.0,0.34179313732759253,0.05,0.2,0.09641707770974332,0.05,0.0
2018-11-01,0.0018152661446487665,0.0005681070047981096,0.31178978496266424,7,True,0.001247159139850657,1.707879685849107,-0.06699859039947209,0.0,0.05,0.0,0.0,0.4024637996334575,0.25,0.1,0.09753620036654247,0.1,0.0
2018-12-01,-0.024513037948305585,-0.024911388299363825,0.09958758776456049,3,True,0.00039835035105824194,1.695977115727555,-0.07350087202580113,0.0,0.05,0.0,0.0,0.3133766583772497,0.25,0.1,0.0870357538581898,0.1,0.0995875877645605
2019-01-01,0.01758870785789901,0.01558870785789901,0.5,4,True,0.002,1.6561247111644821,-0.09527193115917998,0.5,0.05,0.0,0.0,0.0,0.25,0.1,0.0,0.1,0.0
2019-02-01,-0.0019283916552890858,-0.003928391655289086,0.5,4,True,0.002,1.6785195306810792,-0.08303781516736974,0.0,0.05,0.0,0.0,0.20597009572671965,0.25,0.1,0.0,0.30516948415808176,0.08886042011519854
2019-03-01,0.020523212702424964,0.018902534765792636,0.4051694841580818,7,True,0.0016206779366323273,1.6725675939354185,-0.08628931199092593,0.0,0.05,0.0,0.0,0.2826697181081937,0.1,0.30000000000000004,0.10318422613669295,0.05,0.11414605575511334
2019-04-01,0.007378887352610636,0.0066734388846111225,0.17636211699987822,7,True,0.0007054484679995129,1.705689928629207,-0.06819483776383717,0.0,0.1,0.0,0.0,0.25630760110831546,0.05,0.2,0.10997771565309819,0.15000000000000002,0.1337146832385863
2019-05-01,-0.002657216955892509,-0.003682447360325771,0.2563076011083155,4,True,0.001025230404433262,1.7165143936495981,-0.06228151658209624,0.0,0.1,0.0,0.0,0.0,0.05,0.2,0.17737791257302638,0.3275677333009855,0.14505435412598813
2019-06-01,0.02278226247632246,0.020866121846905,0.4790351573543654,8,True,0.0019161406294174615,1.708479371761483,-0.06667098664248605,0.0,0.05,0.0,0.0,0.2790351573543654,0.15000000000000002,0.05,0.0,0.3780871192374418,0.09287772340819272
2019-07-01,0.01986393248379717,0.017947791854379707,0.47903515735436547,6,True,0.001916140629417462,1.740712275539483,-0.04906240161769215,0.0,0.05,0.0,0.16299650142934277,0.0,0.15000000000000002,0.25,0.0,0.257305369288499,0.1296981292821582
2019-08-01,0.06010235983050472,0.05938021269372281,0.18053678419547747,6,True,0.0007221471367819098,1.7740076463047838,-0.03087339912847209,0.0,0.05,0.0,0.1412009167809257,0.0,0.2,0.1,0.0,0.3485641697414386,0.16023491347763566
2019-09-01,-0.020887563401368686,-0.020887563401368686,0.0,0,False,0.0,1.868786550694567,-0.003114620192591566,0.0,0.05,0.0,0.1412009167809257,0.0,0.2,0.1,0.0,0.3485641697414386,0.16023491347763566
2019-10-01,0.012586379516928843,0.012403084516394368,0.045823750133618904,3,True,0.0001832950005344756,1.8294167687114222,-0.02720062169639037,0.0,0.05,0.0,0.1538704731966753,0.0,0.2,0.1,0.0,0.3027404196078197,0.19338910719550498
2019-11-01,-0.0175837432075183,-0.0179837432075183,0.1,2,True,0.0004,1.851701525456076,-0.015350616887417345,0.0,0.05,0.0,0.1538704731966753,0.0,0.2,0.2,0.0,0.2027404196078197,0.19338910719550498
2019-12-01,0.02631495176005162,0.02571495176005162,0.15000000000000002,3,True,0.0006000000000000001,1.832986350490465,-0.025302482904373758,0.0,0.05,0.0,0.1538704731966753,0.0,0.05,0.30000000000000004,0.0,0.2527404196078197,0.19338910719550498
2020-01-01,-0.011049925042231292,-0.013303913323901562,0.5634970704175675,9,True,0.0022539882816702697,1.848545663739417,-0.017028758450610915,0.0,0.15000000000000002,0.1755744242294145,0.0,0.0,0.15000000000000002,0.15000000000000002,0.18792264618815296,0.05,0.13650292958243257
2020-02-01,0.0014073540700850406,-0.00024095534516234765,0.41207735381184707,7,True,0.0016483094152473883,1.8247354732147945,-0.029689918518558844,0.0,0.05,0.0,0.18115325065147744,0.0,0.15000000000000002,0.15000000000000002,0.18927566457303552,0.27957108477548703,0.0
2020-03-01,-0.049346123070771186,-0.050103225729063325,0.18927566457303552,4,True,0.0007571026582921421,1.797140723537186,-0.04436353242105384,0.0,0.05,0.0,0.18900850515722575,0.0,0.15000000000000002,0.15000000000000002,0.0,0.32639264101532306,0.1345988538274512
2020-04-01,0.0549998251598708,0.054461429744560995,0.13459885382745124,3,True,0.0005383954153098049,1.7062461875416963,-0.0926970503049468,0.0,0.05,0.0,0.29924323750442877,0.0,0.15000000000000002,0.15000000000000002,0.0,0.3507567624955713,0.0
2020-05-01,0.017044009417694322,0.017044009417694322,0.0,0,False,0.0,1.8000894295361856,-0.042795546704683884,0.0,0.05,0.0,0.29924323750442877,0.0,0.15000000000000002,0.15000000000000002,0.0,0.3507567624955713,0.0
2020-06-01,0.017023870048041366,0.016609547588015326,0.10358061500651036,3,True,0.00041432246002604147,1.830011641525016,-0.026884295797813818,0.0,0.05,0.0,0.2371656047799432,0.0,0.15000000000000002,0.15000000000000002,0.10358061500651035,0.3092537802135465,0.0
2020-07-01,0.07171826692333984,0.07155867238951011,0.03989863345743215,3,True,0.00015959453382972862,1.8608684900528947,-0.010476048329156162,0.0,0.05,0.0,0.19726697132251103,0.0,0.15000000000000002,0.15000000000000002,0.11449559818087267,0.3382374304966163,0.0
2020-08-01,0.007724299175744029,0.007124299175744029,0.15000000000000002,3,True,0.0006000000000000001,1.9928052952367477,0.0,0.0,0.05,0.0,0.19726697132251103,0.0,0.30000000000000004,0.1,0.11449559818087267,0.23823743049661628,0.0
2020-09-01,-0.02940092001091091,-0.030226796020975034,0.20646900251603045,6,True,0.0008258760100641219,2.005335872842574,-0.021167430666526044,0.0,0.1,0.0,0.14079796880648057,0.0,0.15000000000000002,0.2,0.14466456171597525,0.26453746947754414,0.0
2020-10-01,-0.015820386374335065,-0.015820386374335065,0.0,0,False,0.0,1.9463771532501184,-0.04994600874157429,0.0,0.1,0.0,0.14079796880648057,0.0,0.15000000000000002,0.2,0.14466456171597525,0.26453746947754414,0.0
2020-11-01,0.031172544343701196,0.031172544343701196,0.0,0,False,0.0,1.8954885537287702,-0.07478544800650677,0.0,0.1,0.0,0.14079796880648057,0.0,0.15000000000000002,0.2,0.14466456171597525,0.26453746947754414,0.0
2020-12-01,0.02606341093317128,0.025663410933171277,0.1,3,True,0.0004,1.9537939244209694,-0.046325778694508934,0.0,0.15000000000000002,0.0,0.14079796880648057,0.0,0.05,0.2,0.14466456171597525,0.31453746947754413,0.0
2021-01-01,-0.007302891014545483,-0.007702891014545483,0.1,3,True,0.0004,1.97755627316799,-0.03472704294533291,0.0,0.15000000000000002,0.0,0.14079796880648057,0.0,0.15000000000000002,0.15000000000000002,0.14466456171597525,0.26453746947754414,0.0
2021-02-01,0.015049509538245038,0.013791359660334861,0.31453746947754413,7,True,0.0012581498779101765,1.9598602452919944,-0.043364722382196796,0.0,0.2,0.16531068830285714,0.14713466836657854,0.0,0.05,0.2,0.18755464333056426,0.05,0.0
2021-03-01,0.018440373628806152,0.018440373628806152,0.0,0,False,0.0,1.9893551807471435,-0.028967830647065984,0.0,0.2,0.16531068830285714,0.14713466836657854,0.0,0.05,0.2,0.18755464333056426,0.05,0.0
2021-04-01,0.04672755220443876,0.04602243717510026,0.1762787573346251,4,True,0.0007051150293385005,2.024611042564864,-0.011758949943113106,0.0,0.2,0.17940862792367138,0.0,0.0,0.05,0.2,0.1584105543625177,0.05,0.16218081771381088
2021-05-01,0.02279011499884388,0.02279011499884388,0.0,0,False,0.0,2.107986446713729,-0.005627052966294621,0.0,0.2,0.17940862792367138,0.0,0.0,0.05,0.2,0.1584105543625177,0.05,0.16218081771381088
2021-06-01,0.003829063077832209,0.003429063077832209,0.1,2,True,0.0004,2.155165289170239,0.0,0.0,0.2,0.17940862792367138,0.0,0.0,0.15000000000000002,0.1,0.1584105543625177,0.05,0.16218081771381088
2021-07-01,0.01833455755719663,0.017813567833810585,0.13024743084651128,6,True,0.0005209897233860451,2.1622904346931175,-0.011866529265568304,0.0,0.2,0.16043186516683922,0.0,0.0,0.05,0.15000000000000002,0.18865798520902896,0.1,0.15091014962413177
2021-08-01,0.016984201956944146,0.016984201956944146,0.0,0,False,0.0,2.2052441974032955,-0.0033117403257570954,0.0,0.2,0.16043186516683922,0.0,0.0,0.05,0.15000000000000002,0.18865798520902896,0.1,0.15091014962413177
2021-09-01,-0.016775208366971252,-0.016775208366971252,0.0,0,False,0.0,2.2426985102163717,0.0,0.0,0.2,0.16043186516683922,0.0,0.0,0.05,0.15000000000000002,0.18865798520902896,0.1,0.15091014962413177
2021-10-01,0.04967597468285081,0.04927597468285081,0.10000000000000003,3,True,0.0004000000000000002,2.204194744693035,-0.022581686784597377,0.0,0.30000000000000004,0.16043186516683922,0.0,0.0,0.05,0.1,0.18865798520902896,0.05,0.15091014962413177
2021-11-01,-0.04280480720051547,-0.04320480720051547,0.10000000000000002,2,True,0.0004000000000000001,2.3127647909196676,0.0,0.0,0.2,0.16043186516683922,0.0,0.0,0.05,0.2,0.18865798520902896,0.05,0.15091014962413177
2021-12-01,0.038955114538248764,0.03815511453824876,0.2,4,True,0.0008,2.211996326072255,-0.05303684475616255,0.0,0.05,0.16043186516683922,0.0,0.0,0.1,0.15000000000000002,0.18865798520902896,0.2,0.15091014962413177
2022-01-01,-0.026595349789712244,-0.027195349789712244,0.15000000000000002,3,True,0.0006000000000000001,2.2456137767896243,-0.03864509969431551,0.0,0.15000000000000002,0.16043186516683922,0.0,0.0,0.1,0.2,0.18865798520902896,0.05,0.15091014962413177
2022-02-01,0.010407157248301782,0.009688408631800668,0.1796871541252786,5,True,0.0007187486165011144,2.1830091949761004,-0.06544633422987367,0.0,0.30000000000000004,0.19011901929211786,0.0,0.0,0.1,0.05,0.16275153150204524,0.05,0.14712944920583695
2022-03-01,0.033081551546063764,0.032190561788444164,0.22274743940490033,4,True,0.0008909897576196013,2.2037628337841983,-0.0565616308255944,0.0,0.30000000000000004,0.0,0.22274743940490027,0.0,0.1,0.05,0.13749247934056158,0.05,0.1397600812545381
2022-04-01,-0.040364716808292664,-0.040883099991589705,0.1295957958242595,5,True,0.000518383183297038,2.2754865418197885,-0.02585646731939084,0.0,0.2,0.0,0.19315164358064082,0.0,0.1,0.15000000000000002,0.14729364127987624,0.05,0.1595547151394829
2022-05-01,-0.004023689373213281,-0.004023689373213281,0.0,0,False,0.0,2.194752954434346,-0.06041879083844692,0.0,0.2,0.0,0.19315164358064082,0.0,0.1,0.15000000000000002,0.14729364127987624,0.05,0.1595547151394829
2022-06-01,-0.027245672469130826,-0.029245672469130825,0.5,4,True,0.002,2.181550106394171,-0.06607097501749093,0.5,0.2,0.0,0.0,0.0,0.1,0.15000000000000002,0.0,0.05,0.0
2022-07-01,-0.01386799203566908,-0.01626799203566908,0.6,5,True,0.0024000000000000002,2.117019237184229,-0.09369685974315922,0.0,0.2,0.0,0.5,0.0,0.15000000000000002,0.05,0.0,0.1,0.0
2022-08-01,-0.023522643973338198,-0.026322643973338198,0.7,6,True,0.0028,2.081814982056062,-0.10876792117361533,0.5,0.1,0.0,0.0,0.0,0.05,0.2,0.0,0.15000000000000002,0.0
2022-09-01,-0.018592752242312043,-0.019192752242312042,0.15000000000000002,4,True,0.0006000000000000001,2.0316254823011466,-0.13025421682782967,0.5,0.2,0.0,0.0,0.0,0.1,0.15000000000000002,0.0,0.05,0.0
2022-10-01,0.0016317726462448281,0.0012317726462448282,0.1,2,True,0.0004,1.9715943510349137,-0.15595374842590892,0.5,0.2,0.0,0.0,0.0,0.2,0.05,0.0,0.05,0.0
2022-11-01,0.021966728007090167,0.021566728007090166,0.1,2,True,0.0004,1.973232011500459,-0.15525266040718488,0.5,0.2,0.0,0.0,0.0,0.1,0.15000000000000002,0.0,0.05,0.0
2022-12-01,-0.0027662220464219484,-0.005366222046421948,0.65,5,True,0.0026,2.011334360989754,-0.138940914917691,0.0,0.05,0.0,0.5,0.0,0.2,0.15000000000000002,0.0,0.1,0.0
2023-01-01,0.06299120209111239,0.06299120209111239,0.0,0,False,0.0,1.99381096744707,-0.14644273933040353,0.0,0.05,0.0,0.5,0.0,0.2,0.15000000000000002,0.0,0.1,0.0
2023-02-01,-0.05537872610710731,-0.05537872610710731,0.0,0,False,0.0,2.1194035170290033,-0.09267614142722924,0.0,0.05,0.0,0.5,0.0,0.2,0.15000000000000002,0.0,0.1,0.0
2023-03-01,0.021136499670507278,0.01873649967050728,0.6,5,True,0.0024000000000000002,1.9972287693886566,-0.1449795666874587,0.5,0.15000000000000002,0.0,0.0,0.0,0.15000000000000002,0.15000000000000002,0.0,0.05,0.0
2023-04-01,-0.005087075191246143,-0.007487075191246143,0.6,5,True,0.0024000000000000002,2.0306019403530846,-0.13069239861919923,0.0,0.05,0.0,0.5,0.0,0.2,0.15000000000000002,0.0,0.1,0.0
2023-05-01,-0.0014880975057803346,-0.0028503183010752586,0.3405551988237309,3,True,0.0013622207952949238,2.0126780107696094,-0.13836569387411268,0.0,0.05,0.17290410208086623,0.15944480117626908,0.0,0.2,0.15000000000000002,0.16765109674286469,0.1,0.0
2023-06-01,0.008629332499858772,0.008629332499858772,0.0,0,False,0.0,2.009682949641844,-0.13964788973595343,0.0,0.05,0.17290410208086623,0.15944480117626908,0.0,0.2,0.15000000000000002,0.16765109674286469,0.1,0.0
2023-07-01,0.02193106189790312,0.021131061897903123,0.2,3,True,0.0008,2.02712193829288,-0.13218219934460917,0.0,0.05,0.17290410208086623,0.15944480117626908,0.0,0.05,0.35000000000000003,0.16765109674286469,0.05,0.0
2023-08-01,-0.007074100430035875,-0.008025061837514185,0.2377403518695774,6,True,0.0009509614074783096,2.067953196326762,-0.11470219881992594,0.0,0.2,0.13516375021128887,0.17419993792986843,0.0,0.1,0.15000000000000002,0.19063631185884275,0.05,0.0
2023-09-01,-0.045077019395487444,-0.045077019395487444,0.0,0,False,0.0,2.053324287731334,-0.12096488437596331,0.0,0.2,0.13516375021128887,0.17419993792986843,0.0,0.1,0.15000000000000002,0.19063631185884275,0.05,0.0
2023-10-01,0.01718351165772853,0.017067293137235533,0.029054630123248895,3,True,0.00011621852049299556,1.9752113530013151,-0.15440529757440646,0.0,0.2,0.14398427233198194,0.19443404593242422,0.0,0.1,0.15000000000000002,0.1615816817355938,0.05,0.0
2023-11-01,0.051239793609115576,0.051239793609115576,0.0,0,False,0.0,2.008918919590356,-0.13997497360120692,0.0,0.2,0.14398427233198194,0.19443404593242422,0.0,0.1,0.15000000000000002,0.1615816817355938,0.05,0.0
2023-12-01,0.014703424137376627,0.014103424137376627,0.15000000000000002,3,True,0.0006000000000000001,2.11058839710137,-0.0964499242686081,0.0,0.05,0.14398427233198194,0.19443404593242422,0.0,0.15000000000000002,0.15000000000000002,0.1615816817355938,0.15000000000000002,0.0
2024-01-01,0.014845565327409395,0.014680848861721284,0.041179116422027554,3,True,0.0001647164656881102,2.1534006836778903,-0.07812183868281819,0.0,0.05,0.1620630867258337,0.15325492951039668,0.0,0.15000000000000002,0.15000000000000002,0.18468198376376962,0.15000000000000002,0.0
2024-02-01,0.01973899157959878,0.01973899157959878,0.0,0,False,0.0,2.1850091679235093,-0.06459013900461141,0.0,0.05,0.1620630867258337,0.15325492951039668,0.0,0.15000000000000002,0.15000000000000002,0.18468198376376962,0.15000000000000002,0.0
2024-03-01,0.036573332814795544,0.036173332814795546,0.1,2,True,0.0004,2.227247789872302,-0.046507641198295535,0.0,0.05,0.1620630867258337,0.15325492951039668,0.0,0.15000000000000002,0.25,0.18468198376376962,0.05,0.0
2024-04-01,-0.016547609446292424,-0.016547609446292424,0.0,0,False,0.0,2.308705664552319,-0.01163524782347658,0.0,0.05,0.1620630867258337,0.15325492951039668,0.0,0.15000000000000002,0.25,0.18468198376376962,0.05,0.0
2024-05-01,0.03945381832638387,0.03945381832638387,0.0,0,False,0.0,2.270502104888864,-0.02870116701956249,0.0,0.05,0.1620630867258337,0.15325492951039668,0.0,0.15000000000000002,0.25,0.18468198376376962,0.05,0.0
2024-06-01,0.007682948424350199,0.007682948424350199,0.0,0,False,0.0,2.351760298484112,-0.017872782027764655,0.0,0.05,0.1620630867258337,0.15325492951039668,0.0,0.15000000000000002,0.25,0.18468198376376962,0.05,0.0
2024-07-01,0.006229673911982612,0.005707141739052214,0.1306330432325993,5,True,0.0005225321729303972,2.3685904397967716,-0.010844285171118018,0.0,0.15000000000000002,0.16639542914108374,0.12262188627779738,0.0,0.15000000000000002,0.15000000000000002,0.21098268458111888,0.05,0.0
2024-08-01,0.021195514057018874,0.02012606073414496,0.267363330718478,6,True,0.001069453322873912,2.380797108583601,-0.028136277893950568,0.0,0.05,0.0,0.1312537183003542,0.0,0.15000000000000002,0.15000000000000002,0.21001478300372464,0.15000000000000002,0.15873149869592115
2024-09-01,0.03712937283305061,0.03698057249404476,0.037200084751462345,3,True,0.0001488003390058494,2.448952577071493,-0.003607671125572809,0.0,0.05,0.0,0.1508695334222944,0.0,0.15000000000000002,0.15000000000000002,0.17281469825226228,0.15000000000000002,0.1763157683254433
2024-10-01,-0.008791033501991148,-0.008791033501991148,0.0,0,False,0.0,2.5395027152542333,-0.006048672974814484,0.0,0.05,0.0,0.1508695334222944,0.0,0.15000000000000002,0.15000000000000002,0.17281469825226228,0.15000000000000002,0.1763157683254433
2024-11-01,0.013045327159088516,0.012645327159088516,0.1,3,True,0.0004,2.516170990661314,-0.01857651469191035,0.0,0.1,0.0,0.1508695334222944,0.0,0.2,0.15000000000000002,0.17281469825226228,0.05,0.1763157683254433
2024-12-01,-0.027134324963649398,-0.027134324963649398,0.0,0,False,0.0,2.5631125189428263,-0.00026713966822733415,0.0,0.1,0.0,0.1508695334222944,0.0,0.2,0.15000000000000002,0.17281469825226228,0.05,0.1763157683254433
2025-01-01,0.02779814373449831,0.02662128203501657,0.2942154248704355,4,True,0.001176861699481742,2.438779712379436,-0.057506072631581806,0.0,0.1,0.0,0.08968503556110922,0.29421542487043556,0.2,0.15000000000000002,0.11609953956845528,0.05,0.0
2025-02-01,0.009090245173749522,0.007913383474267779,0.29421542487043556,4,True,0.0011768616994817422,2.5051869171711316,-0.03184225931872686,0.0,0.1,0.0,0.15974030060235447,0.0,0.2,0.15000000000000002,0.19676145812668314,0.05,0.14349824127096242
