date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_ivv.us,w_xlk.us
2011-01-01,0.03603508300662131,0.03603508300662131,0.0,0,False,0.0,1.14852842695605,-0.010351959833805546,0.0,0.2,0.8
2011-02-01,-0.010929258047719737,-0.010929258047719737,0.0,0,False,0.0,1.1899157441568753,0.0,0.0,0.2,0.8
2011-03-01,0.005404905986326725,0.005404905986326725,0.0,0,False,0.0,1.1769108479339403,-0.03328826830324472,0.0,0.2,0.8
2011-04-01,0.024048916990107028,0.024048916990107028,0.0,0,False,0.0,1.1832719404213108,-0.028063282277545065,0.0,0.2,0.8
2011-05-01,-0.028419381891712517,-0.028419381891712517,0.0,0,False,0.0,1.2157196418368716,-0.0014108186010637347,0.0,0.2,0.8
2011-06-01,0.013634435044755078,0.013634435044755078,0.0,0,False,0.0,1.1811696410622543,-0.03321096472346985,0.0,0.2,0.8
2011-07-01,-0.01775049825696047,-0.01775049825696047,0.0,0,False,0.0,1.1972742218101544,-0.02002934242001042,0.0,0.2,0.8
2011-08-01,-0.062273005786081734,-0.062273005786081734,0.0,0,False,0.0,1.1760220078228103,-0.03742430986925582,0.0,0.2,0.8
2011-09-01,-0.050889150583946524,-0.050889150583946524,0.0,0,False,0.0,1.1027875825251006,-0.09736679139030957,0.0,0.2,0.8
2011-10-01,0.09924575549965625,0.09924575549965625,0.0,0,False,0.0,1.0723651494856172,-0.12226759620828309,0.0,0.2,0.8
2011-11-01,0.019513402097176648,0.019513402097176648,0.0,0,False,0.0,1.178792838917819,-0.047009459682972654,0.0,0.2,0.8
2011-12-01,0.010481770254649803,0.010481770254649803,0.0,0,False,0.0,1.2017950975728944,-0.028413372074961307,0.0,0.2,0.8
2012-01-01,0.05387503207685129,0.05387503207685129,0.0,0,False,0.0,1.1879141898130166,-0.03963533860668966,0.0,0.2,0.8
2012-02-01,0.061397594334843666,0.061397594334843666,0.0,0,False,0.0,1.25191310489374,0.0,0.0,0.2,0.8
2012-03-01,0.04693534589789859,0.04693534589789859,0.0,0,False,0.0,1.32877755785048,0.0,0.0,0.2,0.8
2012-04-01,-0.016321242097936173,-0.016321242097936173,0.0,0,False,0.0,1.377154481164509,-0.00835329361880166,0.0,0.2,0.8
2012-05-01,-0.09018851750487081,-0.09018851750487081,0.0,0,False,0.0,1.3546776094711657,-0.02453819958926995,0.0,0.2,0.8
2012-06-01,0.06677550103668146,0.06677550103668146,0.0,0,False,0.0,1.2325012441759187,-0.11251365325094609,0.0,0.2,0.8
2012-07-01,0.009064789974277732,0.009064789974277732,0.0,0,False,0.0,1.3082416351912474,-0.05797532053836285,0.0,0.2,0.8
2012-08-01,0.0408761269703756,0.0408761269703756,0.0,0,False,0.0,1.3201005708498617,-0.04943606466845685,0.0,0.2,0.8
2012-09-01,0.01685366648195843,0.01685366648195843,0.0,0,False,0.0,1.3752137397875153,-0.009750761964405164,0.0,0.2,0.8
2012-10-01,-0.03899525769331078,-0.03899525769331078,0.0,0,False,0.0,1.3983911334993007,-0.021664214599084297,0.0,0.2,0.8
2012-11-01,-0.008710657532768097,-0.008710657532768097,0.0,0,False,0.0,1.343860510892454,-0.05981467066138102,0.0,0.2,0.8
2012-12-01,0.03228634013391045,0.03228634013391045,0.0,0,False,0.0,1.3347556958338873,-0.0661845382741445,0.0,0.2,0.8
2013-01-01,0.005176351699252369,0.005176351699252369,0.0,0,False,0.0,1.3077955079857815,-0.08504629727781465,0.0,0.2,0.8
2013-02-01,-0.00015682550699294153,-0.00015682550699294153,0.0,0,False,0.0,1.3145651174858188,-0.08031017512399097,0.0,0.2,0.8
2013-03-01,0.019982131902261058,0.019982131902261058,0.0,0,False,0.0,1.3143589601447938,-0.08045440594705344,0.0,0.2,0.8
2013-04-01,0.015139892035272773,0.015139892035272773,0.0,0,False,0.0,1.3406226542533253,-0.06207992459654488,0.0,0.2,0.8
2013-05-01,0.04136835262237298,0.04136835262237298,0.0,0,False,0.0,1.3609195364987614,-0.04787991591722163,0.0,0.2,0.8
2013-06-01,-0.025534050051039838,-0.025534050051039838,0.0,0,False,0.0,1.4101382239055835,-0.01746909037941191,0.0,0.2,0.8
2013-07-01,0.04580845665711486,0.04580845665711486,0.0,0,False,0.0,1.3741316839174944,-0.04255708380235734,0.0,0.2,0.8
2013-08-01,-0.02326599983497877,-0.02326599983497877,0.0,0,False,0.0,1.4370785356013973,0.0,0.0,0.2,0.8
2013-09-01,0.03360259376317818,0.03360259376317818,0.0,0,False,0.0,1.402424695261555,-0.0310456578159074,0.0,0.2,0.8
2013-10-01,0.041407311126376634,0.041407311126376634,0.0,0,False,0.0,1.4495498025798785,-0.01127084875542217,0.0,0.2,0.8
2013-11-01,0.026796448103285367,0.026796448103285367,0.0,0,False,0.0,1.509571762248482,-0.005143365659408761,0.0,0.2,0.8
2013-12-01,0.02651822338826513,0.02651822338826513,0.0,0,False,0.0,1.5546986665172307,0.0,0.0,0.2,0.8
2014-01-01,-0.03909192625429623,-0.03909192625429623,0.0,0,False,0.0,1.5537992059497276,-0.03222996457664096,0.0,0.2,0.8
2014-02-01,0.05642785975413816,0.05642785975413816,0.0,0,False,0.0,1.52564675427512,-0.049764469067352435,0.0,0.2,0.8
2014-03-01,0.02628041299972437,0.02628041299972437,0.0,0,False,0.0,1.6279196397977855,0.0,0.0,0.2,0.8
2014-04-01,-0.006328542887661381,-0.006328542887661381,0.0,0,False,0.0,1.6707020402620347,0.0,0.0,0.2,0.8
2014-05-01,0.032780116298952056,0.032780116298952056,0.0,0,False,0.0,1.660128930747733,-0.007366046609151633,0.0,0.2,0.8
2014-06-01,0.0298139136854521,0.0298139136854521,0.0,0,False,0.0,1.7164905947593174,0.0,0.0,0.2,0.8
2014-07-01,-0.0035459520787099125,-0.0035459520787099125,0.0,0,False,0.0,1.7676658971933628,0.0,0.0,0.2,0.8
2014-08-01,0.03933238799450271,0.03933238799450271,0.0,0,False,0.0,1.7613978386307456,-0.02648137169092024,0.0,0.2,0.8
2014-09-01,-0.021999250379002987,-0.021999250379002987,0.0,0,False,0.0,1.830454611015133,0.0,0.0,0.2,0.8
2014-10-01,0.03676844401931088,0.03676844401931088,0.0,0,False,0.0,1.7901859817200103,-0.029231439339065357,0.0,0.2,0.8
2014-11-01,0.029633011047229596,0.029633011047229596,0.0,0,False,0.0,1.8496519203469337,0.0,0.0,0.2,0.8
2014-12-01,-0.009378965058991452,-0.009378965058991452,0.0,0,False,0.0,1.904462676136104,-0.010309590915397515,0.0,0.2,0.8
2015-01-01,-0.021948978254571604,-0.021948978254571604,0.0,0,False,0.0,1.8258476854353387,-0.05419417625404377,0.0,0.2,0.8
2015-02-01,0.07192837681976641,0.07192837681976641,0.0,0,False,0.0,1.7669307294142904,-0.08471369908532822,0.0,0.2,0.8
2015-03-01,-0.03961456269392512,-0.03961456269392512,0.0,0,False,0.0,1.8798276093480817,-0.026232081272466456,0.0,0.2,0.8
2015-04-01,0.03809397266431045,0.03809397266431045,0.0,0,False,0.0,1.8053590606637904,-0.06480747153823152,0.0,0.2,0.8
2015-05-01,0.007902684301489816,0.007902684301489816,0.0,0,False,0.0,1.8741323593699832,-0.029182272923140906,0.0,0.2,0.8
2015-06-01,-0.03258863748369487,-0.03258863748369487,0.0,0,False,0.0,1.888943035745291,-0.02151020691176231,0.0,0.2,0.8
2015-07-01,0.01496284411235993,0.01496284411235993,0.0,0,False,0.0,1.8273849559260378,-0.053397856060210414,0.0,0.2,0.8
2015-08-01,-0.08174536886282398,-0.08174536886282398,0.0,0,False,0.0,1.8639878103967178,-0.034437242203835705,0.0,0.2,0.8
2015-09-01,0.01717053555051993,0.01717053555051993,0.0,0,False,0.0,1.71161543928003,-0.11336752600008904,0.0,0.2,0.8
2015-10-01,0.11053615195133909,0.11053615195133909,0.0,0,False,0.0,1.7410047930290071,-0.09814357158502784,0.0,0.2,0.8
2015-11-01,0.005974415482539008,0.005974415482539008,0.0,0,False,0.0,1.9150467486064935,-0.008555212105715637,0.0,0.2,0.8
2015-12-01,-0.0418148912325792,-0.0418148912325792,0.0,0,False,0.0,1.9264880335511538,-0.0026319090148375635,0.0,0.2,0.8
2016-01-01,-0.023965826666997758,-0.023965826666997758,0.0,0,False,0.0,1.8621105531775481,-0.036225803301276116,0.0,0.2,0.8
2016-02-01,0.020089752914658556,0.020089752914658556,0.0,0,False,0.0,1.8174835344253073,-0.059323448645483,0.0,0.2,0.8
2016-03-01,0.06191245913873438,0.06191245913873438,0.0,0,False,0.0,1.8539963295583726,-0.0404254891561574,0.0,0.2,0.8
2016-04-01,-0.03947633558143302,-0.03947633558143302,0.0,0,False,0.0,1.9687818015555183,0.0,0.0,0.2,0.8
2016-05-01,0.033209328265902505,0.033209328265902505,0.0,0,False,0.0,1.8772760989642903,-0.04647833625794906,0.0,0.2,0.8
2016-06-01,-0.006531497012303511,-0.006531497012303511,0.0,0,False,0.0,1.9396191771805287,-0.014812522318089494,0.0,0.2,0.8
2016-07-01,0.06312333383453789,0.06312333383453789,0.0,0,False,0.0,1.9269505603197676,-0.02124727138512772,0.0,0.2,0.8
2016-08-01,0.010830758456537871,0.010830758456537871,0.0,0,False,0.0,2.048586103821481,0.0,0.0,0.2,0.8
2016-09-01,0.011227282054282273,0.011227282054282273,0.0,0,False,0.0,2.0707738450893918,-0.004905217116879967,0.0,0.2,0.8
2016-10-01,-0.014863859533329539,-0.014863859533329539,0.0,0,False,0.0,2.100192140858905,-0.0029011699375808275,0.0,0.2,0.8
2016-11-01,-0.00037654523167853643,-0.00037654523167853643,0.0,0,False,0.0,2.0689751798841756,-0.020357711871480277,0.0,0.2,0.8
2016-12-01,0.049274907222104904,0.049274907222104904,0.0,0,False,0.0,2.068196117145729,-0.027055510196706267,0.0,0.2,0.8
2017-01-01,0.029514387743200345,0.029514387743200345,0.0,0,False,0.0,2.0966268073054852,-0.04072144880344897,0.0,0.2,0.8
2017-02-01,0.052317809331934355,0.052317809331934355,0.0,0,False,0.0,2.158507463849087,-0.012408929689698756,0.0,0.2,0.8
2017-03-01,0.0029060376893529803,0.0029060376893529803,0.0,0,False,0.0,2.2714358457843016,0.0,0.0,0.2,0.8
2017-04-01,0.0258411646497672,0.0258411646497672,0.0,0,False,0.0,2.2805465698667673,-0.002026435339296695,0.0,0.2,0.8
2017-05-01,0.031351127943209316,0.031351127943209316,0.0,0,False,0.0,2.3394785492701575,0.0,0.0,0.2,0.8
2017-06-01,-0.02974087441104838,-0.02974087441104838,0.0,0,False,0.0,2.41282384058872,0.0,0.0,0.2,0.8
2017-07-01,0.05000557937538211,0.05000557937538211,0.0,0,False,0.0,2.353231834671244,-0.035487556060834535,0.0,0.2,0.8
2017-08-01,0.01899460366461798,0.01899460366461798,0.0,0,False,0.0,2.4709065559685737,-0.003867621784522046,0.0,0.2,0.8
2017-09-01,0.012978254282215974,0.012978254282215974,0.0,0,False,0.0,2.517840446691503,-0.0003291618710005162,0.0,0.2,0.8
2017-10-01,0.05513879181413862,0.05513879181413862,0.0,0,False,0.0,2.545454347844831,0.0,0.0,0.2,0.8
2017-11-01,0.012419549101875395,0.012419549101875395,0.0,0,False,0.0,2.6858076252030414,0.0,0.0,0.2,0.8
2017-12-01,0.022903968690489586,0.022903968690489586,0.0,0,False,0.0,2.719164144882443,-0.013659358204838545,0.0,0.2,0.8
2018-01-01,0.056145120330860235,0.056145120330860235,0.0,0,False,0.0,2.6261178367848674,-0.05996967006887266,0.0,0.2,0.8
2018-02-01,-0.02703380372137034,-0.02703380372137034,0.0,0,False,0.0,2.7735615387341714,-0.011278030677545736,0.0,0.2,0.8
2018-03-01,-0.04244321372341049,-0.04244321372341049,0.0,0,False,0.0,2.6985816204868907,-0.038006946331215374,0.0,0.2,0.8
2018-04-01,0.0361237468601205,0.0361237468601205,0.0,0,False,0.0,2.6467761008588937,-0.06772717385651816,0.0,0.2,0.8
2018-05-01,0.06461713423516145,0.06461713423516145,0.0,0,False,0.0,2.742387570721737,-0.03404998628034206,0.0,0.2,0.8
2018-06-01,-0.00872411208187529,-0.00872411208187529,0.0,0,False,0.0,2.9195927965039012,0.0,0.0,0.2,0.8
2018-07-01,0.023429846054419733,0.023429846054419733,0.0,0,False,0.0,2.8719878761211493,-0.03309850551437543,0.0,0.2,0.8
2018-08-01,0.048316583726525905,0.048316583726525905,0.0,0,False,0.0,2.9392781099288285,-0.031237129550108822,0.0,0.2,0.8
2018-09-01,0.008916638914182328,0.008916638914182328,0.0,0,False,0.0,3.0919107252016906,-0.002488021062719392,0.0,0.2,0.8
2018-10-01,-0.07155959102807341,-0.07155959102807341,0.0,0,False,0.0,3.1194801766932025,0.0,0.0,0.2,0.8
2018-11-01,-0.0032939376871638174,-0.0032939376871638174,0.0,0,False,0.0,2.896251451028854,-0.07396694375063351,0.0,0.2,0.8
2018-12-01,-0.10218755569039462,-0.10218755569039462,0.0,0,False,0.0,2.830110249074875,-0.09511460320806508,0.0,0.2,0.8
2019-01-01,0.07586120974030557,0.07586120974030557,0.0,0,False,0.0,2.5393653938147644,-0.18807591939822388,0.0,0.2,0.8
2019-02-01,0.06384662922896252,0.06384662922896252,0.0,0,False,0.0,2.7320047245622185,-0.1264823764264883,0.0,0.2,0.8
2019-03-01,0.04857428556589021,0.04857428556589021,0.0,0,False,0.0,2.9064340172631167,-0.07071122058922574,0.0,0.2,0.8
2019-04-01,0.04145920430590962,0.04145920430590962,0.0,0,False,0.0,3.047611973196073,-0.025571682044949196,0.0,0.2,0.8
2019-05-01,-0.09215140503281136,-0.09215140503281136,0.0,0,False,0.0,3.1739635406379434,-0.004154791436788985,0.0,0.2,0.8
2019-06-01,0.11764602108400016,0.11764602108400016,0.0,0,False,0.0,2.924251490758618,-0.0831302564988129,0.0,0.2,0.8
2019-07-01,0.010363612256360134,0.010363612256360134,0.0,0,False,0.0,3.2682780432953242,0.0,0.0,0.2,0.8
2019-08-01,-0.02070666793954077,-0.02070666793954077,0.0,0,False,0.0,3.302149209682012,-0.02751147070354798,0.0,0.2,0.8
2019-09-01,0.017624618635801028,0.017624618635801028,0.0,0,False,0.0,3.269773812411001,-0.0370460799771567,0.0,0.2,0.8
2019-10-01,0.057885774069226195,0.057885774069226195,0.0,0,False,0.0,3.327402328880075,-0.021392398935258683,0.0,0.2,0.8
2019-11-01,0.024609252815149675,0.024609252815149675,0.0,0,False,0.0,3.520011588327046,0.0,0.0,0.2,0.8
2019-12-01,0.07181441659129653,0.07181441659129653,0.0,0,False,0.0,3.6546453836701285,-0.003092323524836349,0.0,0.2,0.8
2020-01-01,0.026938478916333854,0.026938478916333854,0.0,0,False,0.0,3.618888783245658,-0.0631300977253606,0.0,0.2,0.8
2020-02-01,-0.03506634269762978,-0.03506634269762978,0.0,0,False,0.0,3.6721481595561842,-0.049342134163103846,0.0,0.2,0.8
2020-03-01,-0.18153411837415884,-0.18153411837415884,0.0,0,False,0.0,3.355270181811212,-0.13813952461305845,0.0,0.2,0.8
2020-04-01,0.1589490639490764,0.1589490639490764,0.0,0,False,0.0,2.746174167449009,-0.29459660617396044,0.0,0.2,0.8
2020-05-01,0.09767002840715353,0.09767002840715353,0.0,0,False,0.0,3.182675980806163,-0.18247339701880994,0.0,0.2,0.8
2020-06-01,0.061485205083593765,0.061485205083593765,0.0,0,False,0.0,3.4935280342622677,-0.10262555048203292,0.0,0.2,0.8
2020-07-01,0.07667062449998122,0.07667062449998122,0.0,0,False,0.0,3.708328321914169,-0.04745029841664328,0.0,0.2,0.8
2020-08-01,0.10461672854710798,0.10461672854710798,0.0,0,False,0.0,3.909954927262116,0.0,0.0,0.2,0.8
2020-09-01,-0.057093348782860036,-0.057093348782860036,0.0,0,False,0.0,4.319001620518924,0.0,0.0,0.2,0.8
2020-10-01,-0.050120343326691776,-0.050120343326691776,0.0,0,False,0.0,4.072415354604901,-0.06651723052725256,0.0,0.2,0.8
2020-11-01,0.12185401376268282,0.12185401376268282,0.0,0,False,0.0,3.851477577499905,-0.11716078971625232,0.0,0.2,0.8
2020-12-01,0.022606146301319054,0.022606146301319054,0.0,0,False,0.0,4.320795579235243,-0.009583288436100346,0.0,0.2,0.8
2021-01-01,0.030549367758276436,0.030549367758276436,0.0,0,False,0.0,4.323993095135192,-0.038842636822495336,0.0,0.2,0.8
2021-02-01,0.023738026214559005,0.023738026214559005,0.0,0,False,0.0,4.4560883503827275,-0.015250171173377458,0.0,0.2,0.8
2021-03-01,0.011499189573783975,0.011499189573783975,0.0,0,False,0.0,4.561867092458503,-0.022948289727607096,0.0,0.2,0.8
2021-04-01,0.03147101395857037,0.03147101395857037,0.0,0,False,0.0,4.614324866965093,-0.01171298688779443,0.0,0.2,0.8
2021-05-01,-0.008471035710608631,-0.008471035710608631,0.0,0,False,0.0,4.767663621731883,-0.021072547859279478,0.0,0.2,0.8
2021-06-01,0.0665718645461546,0.0665718645461546,0.0,0,False,0.0,4.727276572936023,-0.029365077264458583,0.0,0.2,0.8
2021-07-01,0.030079988879682995,0.030079988879682995,0.0,0,False,0.0,5.041980188621731,0.0,0.0,0.2,0.8
2021-08-01,0.03817192913584875,0.03817192913584875,0.0,0,False,0.0,5.210498161511566,-0.006558887656185286,0.0,0.2,0.8
2021-09-01,-0.04271717508790352,-0.04271717508790352,0.0,0,False,0.0,5.409392928095258,-0.00416398799933837,0.0,0.2,0.8
2021-10-01,0.06320333772839444,0.06320333772839444,0.0,0,False,0.0,5.178318943266545,-0.04670328928281042,0.0,0.2,0.8
2021-11-01,0.021209298029767565,0.021209298029767565,0.0,0,False,0.0,5.505605984303163,-0.0007902853212023997,0.0,0.2,0.8
2021-12-01,0.05827775736808123,0.05827775736808123,0.0,0,False,0.0,5.622376022458718,-0.03068742266427882,0.0,0.2,0.8
2022-01-01,-0.07022109057971145,-0.07022109057971145,0.0,0,False,0.0,5.598983208737144,-0.06364460993803167,0.0,0.2,0.8
2022-02-01,-0.06627620087695159,-0.06627620087695159,0.0,0,False,0.0,5.205816501682132,-0.12939650659837376,0.0,0.2,0.8
2022-03-01,0.05243842324295272,0.05243842324295272,0.0,0,False,0.0,4.860794761488098,-0.18709679861123574,0.0,0.2,0.8
2022-04-01,-0.092138541552028,-0.092138541552028,0.0,0,False,0.0,5.115687174488141,-0.14446943648125998,0.0,0.2,0.8
2022-05-01,-0.02198423400694867,-0.02198423400694867,0.0,0,False,0.0,4.582835049068116,-0.23358185942341636,0.0,0.2,0.8
2022-06-01,-0.08344501297419775,-0.08344501297419775,0.0,0,False,0.0,4.482084930934155,-0.2504309751730227,0.0,0.2,0.8
2022-07-01,0.0,-0.004,1.0,3,True,0.004,4.091644986538017,-0.31572685708606707,1.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0,False,0.0,4.091644986538017,-0.31572685708606707,1.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0,False,0.0,4.091644986538017,-0.31572685708606707,1.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0,False,0.0,4.091644986538017,-0.31572685708606707,1.0,0.0,0.0
