date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_iau.us,w_ivv.us,w_vt.us,w_xlk.us
2008-07-01,-0.17164497164760648,-0.17564497164760648,1.0,3,True,0.004,,,0.0,0.8,0.2,0.0,0.0,0.0
2008-08-01,0.0,-0.004,1.0,3,True,0.004,0.9010465076450023,-0.09533483168172463,1.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,0,False,0.0,0.821741441806028,-0.17495839176101602,1.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,0,False,0.0,0.821741441806028,-0.17495839176101602,1.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,0,False,0.0,0.821741441806028,-0.17495839176101602,1.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,0,False,0.0,0.821741441806028,-0.17495839176101602,1.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,0,False,0.0,0.821741441806028,-0.17495839176101602,1.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,0,False,0.0,0.821741441806028,-0.17495839176101602,1.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,0,False,0.0,0.821741441806028,-0.17495839176101602,1.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,0,False,0.0,0.821741441806028,-0.17495839176101602,1.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.0648306514479855,0.060830651447985495,1.0,2,True,0.004,0.821741441806028,-0.17495839176101602,0.0,0.0,0.0,0.0,1.0,0.0
2009-06-01,0.016007604978201195,0.016007604978201195,0.0,0,False,0.0,0.9030897811090709,-0.09328335230012963,0.0,0.0,0.0,0.0,1.0,0.0
2009-07-01,0.05440362499641527,0.05440362499641527,0.0,0,False,0.0,0.8774004916842628,-0.1190758115619851,0.0,0.0,0.0,0.0,1.0,0.0
2009-08-01,0.09418688462166136,0.09418688462166136,0.0,0,False,0.0,0.9493641492339763,-0.0468231433393812,0.0,0.0,0.0,0.0,1.0,0.0
2009-09-01,0.04040404040404044,0.03640404040404044,1.0,2,True,0.004,0.9534716421927931,-0.04269915442490646,0.0,0.0,1.0,0.0,0.0,0.0
2009-10-01,0.08446601941747556,0.08446601941747556,0.0,0,False,0.0,1.0072114298470831,-0.01901901901901848,0.0,0.0,1.0,0.0,0.0,0.0
2009-11-01,-0.008775956623751791,-0.009575956623751792,0.19999999999999998,2,True,0.0007999999999999999,1.055516467809137,-0.015340364333653045,0.0,0.0,0.8,0.0,0.0,0.2
2009-12-01,0.008528678609355023,0.008528678609355023,0.0,0,False,0.0,1.194318795358729,0.0,0.0,0.0,0.8,0.0,0.0,0.2
2010-01-01,-0.018036420663172282,-0.018036420663172282,0.0,0,False,0.0,1.097013825481747,-0.09248600189763923,0.0,0.0,0.8,0.0,0.0,0.2
2010-02-01,0.049108904964530846,0.045908904964530844,0.8,3,True,0.0032,1.0878848198472104,-0.1000380492918087,0.0,0.0,0.0,0.2,0.0,0.8
2010-03-01,0.0565693131789006,0.0565693131789006,0.0,0,False,0.0,1.1156945818877104,-0.07703218760673247,0.0,0.0,0.0,0.2,0.0,0.8
2010-04-01,0.027368933491105387,0.024168933491105386,0.8,3,True,0.0032,1.1718851833944002,-0.030548035589123224,0.0,0.0,0.8,0.0,0.0,0.2
2010-05-01,0.009196761998641967,0.009196761998641967,0.0,0,False,0.0,1.2228834067552998,0.0,0.0,0.0,0.8,0.0,0.0,0.2
2010-06-01,-0.020915342484362907,-0.020915342484362907,0.0,0,False,0.0,1.2403791902420307,-0.024956507991806598,0.0,0.0,0.8,0.0,0.0,0.2
2010-07-01,0.0031630387304321774,0.0031630387304321774,0.0,0,False,0.0,1.2043604324424526,-0.055673229378130684,0.0,0.0,0.8,0.0,0.0,0.2
2010-08-01,0.04848527326491974,0.04528527326491974,0.8,3,True,0.0032,1.209913601951898,-0.051319045623575144,0.0,0.0,0.0,0.2,0.0,0.8
2010-09-01,0.07868543322413739,0.0754854332241374,0.8,3,True,0.0032,1.2296947374969827,-0.0358088583529419,0.0,0.0,0.8,0.0,0.0,0.2
2010-10-01,-0.006274511324003473,-0.006274511324003473,0.0,0,False,0.0,1.3391065631605263,0.0,0.0,0.0,0.8,0.0,0.0,0.2
2010-11-01,0.021779837258700273,0.021779837258700273,0.0,0,False,0.0,1.3795298276539276,-0.012675395224534425,0.0,0.0,0.8,0.0,0.0,0.2
2010-12-01,0.0006255933201677159,0.0006255933201677159,0.0,0,False,0.0,1.4105487427358048,-0.01852975273122015,0.0,0.0,0.8,0.0,0.0,0.2
2011-01-01,0.024771796550215667,0.021571796550215665,0.8,3,True,0.0032,1.3800922004077651,-0.04515363887196999,0.0,0.0,0.0,0.2,0.0,0.8
2011-02-01,0.0034742751581147147,0.0002742751581147145,0.8,3,True,0.0032,1.355370275624968,-0.06225803226826643,0.0,0.0,0.8,0.0,0.0,0.2
2011-03-01,0.05504916556450756,0.05504916556450756,0.0,0,False,0.0,1.4151458669414592,-0.020901008559296774,0.0,0.0,0.8,0.0,0.0,0.2
2011-04-01,0.0048583296878861315,0.0048583296878861315,0.0,0,False,0.0,1.4091648530825072,-0.025039101157305343,0.0,0.0,0.8,0.0,0.0,0.2
2011-05-01,0.009739252370920017,0.009739252370920017,0.0,0,False,0.0,1.5234831091287184,0.0,0.0,0.0,0.8,0.0,0.0,0.2
2011-06-01,0.039637393190930674,0.03883739319093067,0.2,2,True,0.0008,1.494187673027386,-0.01922924903190204,0.0,0.2,0.8,0.0,0.0,0.0
2011-07-01,0.06904309912553719,0.0682430991255372,0.2,2,True,0.0008,1.434359311780273,-0.058500023278509006,0.0,0.0,0.8,0.2,0.0,0.0
2011-08-01,0.011883767250987498,0.011083767250987498,0.2,2,True,0.0008,1.5429624985709218,-0.007436158783661773,0.0,0.2,0.8,0.0,0.0,0.0
2011-09-01,-0.04689092651132692,-0.04769092651132692,0.2,2,True,0.0008,1.6899806840919533,-0.02416260108333257,0.0,0.0,0.8,0.0,0.0,0.2
2011-10-01,0.059117457349555605,0.059117457349555605,0.0,0,False,0.0,1.5129757187643171,-0.12636972486088294,0.0,0.0,0.8,0.0,0.0,0.2
2011-11-01,-0.045678797556412645,-0.04887879755641265,0.8,3,True,0.0032,1.609369543456557,-0.07070950338927084,0.0,0.0,0.0,0.2,0.0,0.8
2011-12-01,0.054484672658921346,0.054484672658921346,0.0,0,False,0.0,1.631947126683261,-0.057672638354562156,0.0,0.0,0.0,0.2,0.0,0.8
