date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_cbu0.uk,w_cmod.uk,w_cndx.uk,w_cspx.uk,w_dtla.uk,w_eimi.uk,w_ibta.uk,w_igln.uk,w_ihya.uk,w_iues.uk,w_lqda.uk,w_xres.uk
2025-02-01,0.0016948683998374275,-0.0015051316001625727,0.8,4,True,0.0032,1.3001775980168806,-0.047588124825832856,0.0,0.0,0.26666666666666666,0.26666666666666666,0.0,0.0,0.0,0.2,0.26666666666666666,0.0,0.0,0.0,0.0
2025-03-01,0.01580242546318792,0.01500242546318792,0.19999999999999998,4,True,0.0007999999999999999,1.2875594335698022,-0.05683123875167517,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
2025-04-01,-0.01714018212725777,-0.020073515460591104,0.7333333333333333,5,True,0.0029333333333333334,1.3030262157175694,-0.045501442721706864,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.6,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0
2025-05-01,0.014872717581364946,0.014339384248031613,0.13333333333333333,2,True,0.0005333333333333333,1.2800090732720777,-0.062362062248684014,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.13333333333333333,0.6,0.13333333333333333,0.0,0.0,0.0,0.0
2025-06-01,0.02504298532135711,0.02370965198802378,0.33333333333333326,5,True,0.001333333333333333,1.2898159879701858,-0.0551782574888231,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.19999999999999998,0.4,0.19999999999999998,0.0,0.0,0.0,0.0
2025-07-01,0.0045803860664240725,0.0037803860664240726,0.2,4,True,0.0008,1.3192977251763691,-0.033582164263743164,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.26666666666666666,0.2,0.26666666666666666,0.0,0.0,0.0,0.0
2025-08-01,0.02846656676232938,0.02846656676232938,0.0,0,False,0.0,1.325340618094232,-0.029155597474593065,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.26666666666666666,0.2,0.26666666666666666,0.0,0.0,0.0,0.0
2025-09-01,0.06278463221785448,0.06278463221785448,0.0,0,False,0.0,1.3630685152820379,-0.0015189904742701765,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.26666666666666666,0.2,0.26666666666666666,0.0,0.0,0.0,0.0
2025-10-01,0.04025852344294444,0.03945852344294444,0.19999999999999998,4,True,0.0007999999999999999,1.4474893520851961,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
2025-11-01,0.004738982578355446,0.003938982578355446,0.19999999999999998,4,True,0.0007999999999999999,1.4989714295416015,-0.019582443470835598,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.26666666666666666,0.2,0.26666666666666666,0.0,0.0,0.0,0.0
2025-12-01,0.0018760894348552881,9.422768188621254e-06,0.4666666666666667,5,True,0.0018666666666666669,1.5020610780262778,-0.017561627357744802,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
2026-01-01,0.05193469005203114,0.05060135671869781,0.3333333333333333,2,True,0.0013333333333333333,1.4715100751471648,-0.0471058494998835,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
2026-02-01,0.11251849477090703,0.10985182810424036,0.6666666666666666,4,True,0.0026666666666666666,1.5832939725269404,-0.02970226581119839,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
2026-03-01,-0.036605965510022154,-0.037939298843355486,0.3333333333333333,2,True,0.0013333333333333333,1.723013664358995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
2026-04-01,0.002133605540288652,-0.0007997277930446812,0.7333333333333333,5,True,0.0029333333333333334,1.652865162503686,-0.04071267878273388,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.6,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0
2026-05-01,0.013959634890431349,0.011826301557098016,0.5333333333333333,5,True,0.002133333333333333,1.6528580890922409,-0.040716784038305254,0.0,0.0,0.26666666666666666,0.26666666666666666,0.0,0.0,0.0,0.2,0.0,0.0,0.26666666666666666,0.0,0.0
2026-06-01,-0.04929462887453893,-0.04929462887453893,0.0,0,False,0.0,1.6759313845416641,-0.02732554058696146,0.0,0.0,0.26666666666666666,0.26666666666666666,0.0,0.0,0.0,0.2,0.0,0.0,0.26666666666666666,0.0,0.0
2026-07-01,0.0,-0.0008,0.2,2,True,0.0008,1.5920423153463539,-0.07601294854580609,0.0,0.2,0.26666666666666666,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0
2026-08-01,0.0,0.0,0.0,0,False,0.0,1.5857932974956799,-0.0796397438405485,0.0,0.2,0.26666666666666666,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0
