date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_agg.us,w_ief.us,w_lqd.us,w_shy.us,w_spy.us,w_vea.us,w_vwo.us
2016-09-01,0.005882550341190923,0.005882550341190923,0.0,0,False,0.0,1.630425681746223,-0.010884713467729235,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2016-10-01,-0.016364008107257744,-0.016364008107257744,0.0,0,False,0.0,1.6395330720898502,-0.009509057690018974,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2016-11-01,-0.020699161577856506,-0.022699161577856508,0.5,3,True,0.002,1.609478332126842,-0.027666024581144977,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.25
2016-12-01,0.00033883926218369886,-0.0016611607378163012,0.5,3,True,0.002,1.5730111531139415,-0.049696937600687385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-01-01,0.010731292928237324,0.006731292928237324,1.0,4,True,0.004,1.5531138312254078,-0.06171750457936842,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.0
2017-02-01,0.01334492328028647,0.01034492328028647,0.75,4,True,0.003,1.5588111228132984,-0.058275600411914596,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25
2017-03-01,0.00840638318393594,0.006406383183935939,0.5,3,True,0.002,1.5764541109803876,-0.04761694382714132,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2017-04-01,0.013655624068871608,0.013655624068871608,0.0,0,False,0.0,1.5860874756111765,-0.041797140266482846,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2017-05-01,0.020064466375975976,0.020064466375975976,0.0,0,False,0.0,1.6077464899184677,-0.028712282232244535,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2017-06-01,0.0005755683719327609,0.0005755683719327609,0.0,0,False,0.0,1.6400050653065308,-0.009223912477694607,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
2017-07-01,0.02962496707092782,0.02962496707092782,0.0,0,False,0.0,1.6398126260647492,-0.009340170776581336,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25
