date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_iau.us,w_ief.us,w_ivv.us,w_lqd.us,w_spy.us,w_tlt.us,w_vea.us,w_vwo.us
2007-05-01,0.003748478247979004,0.003748478247979004,0.0,0,False,0.0,1.064859510880447,-0.0048961863799005245,0.5,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.0,0.0,0.05,0.0,0.0
2007-06-01,-0.0047998910054489145,-0.0047998910054489145,0.0,0,False,0.0,1.068851113594136,-0.0013251548538933955,0.5,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.0,0.0,0.05,0.0,0.0
2007-07-01,-0.003130867496204881,-0.003530867496204881,0.1,3,True,0.0004,1.0594987010175108,-0.01042239788046273,0.5,0.2,0.05,0.0,0.2,0.0,0.0,0.05,0.0,0.0
2007-08-01,0.005950353133653842,0.005150353133653841,0.20000000000000004,4,True,0.0008000000000000001,1.0549144710891536,-0.014704093795438022,0.5,0.15000000000000002,0.15000000000000002,0.0,0.05,0.0,0.0,0.15000000000000002,0.0,0.0
2007-09-01,0.028196980738770874,0.027596980738770874,0.15000000000000002,4,True,0.0006000000000000001,1.0571692181840735,-0.012598147632942536,0.5,0.05,0.2,0.0,0.15000000000000002,0.0,0.0,0.1,0.0,0.0
2007-10-01,0.0224158437863172,0.0220158437863172,0.1,3,True,0.0004,1.0858914809433322,0.0,0.5,0.15000000000000002,0.2,0.0,0.1,0.0,0.0,0.05,0.0,0.0
2007-11-01,0.0024325448075612215,0.0024325448075612215,0.0,0,False,0.0,1.1102326547490506,-0.005310177594857746,0.5,0.15000000000000002,0.2,0.0,0.1,0.0,0.0,0.05,0.0,0.0
2007-12-01,0.02438481766775091,0.02398481766775091,0.1,3,True,0.0004,1.1099610665462136,-0.015228503725636222,0.5,0.15000000000000002,0.15000000000000002,0.0,0.05,0.0,0.0,0.15000000000000002,0.0,0.0
2008-01-01,0.004884054290469615,0.004884054290469615,0.0,0,False,0.0,1.1077254987227187,-0.017211927772586177,0.5,0.15000000000000002,0.15000000000000002,0.0,0.05,0.0,0.0,0.15000000000000002,0.0,0.0
2008-02-01,0.031161739361717004,0.031161739361717004,0.0,0,False,0.0,1.113135690197418,-0.01241193747180147,0.5,0.15000000000000002,0.15000000000000002,0.0,0.05,0.0,0.0,0.15000000000000002,0.0,0.0
2008-03-01,-0.01844760223781853,-0.01844760223781853,0.0,0,False,0.0,1.1442455443132662,-0.0009458645814293121,0.5,0.15000000000000002,0.15000000000000002,0.0,0.05,0.0,0.0,0.15000000000000002,0.0,0.0
2008-04-01,0.010186800973870367,0.009586800973870368,0.15000000000000002,4,True,0.0006000000000000001,1.122463075474789,-0.031175768790368763,0.5,0.25,0.05,0.0,0.1,0.0,0.0,0.1,0.0,0.0
2008-05-01,0.02559614724009691,0.02559614724009691,0.0,0,False,0.0,1.133897383425169,-0.02130654916837338,0.5,0.25,0.05,0.0,0.1,0.0,0.0,0.1,0.0,0.0
2008-06-01,0.03199390018960566,0.031593900189605666,0.1,3,True,0.0004,1.1595554709321476,-0.01587814081816319,0.5,0.25,0.15000000000000002,0.0,0.05,0.0,0.0,0.05,0.0,0.0
2008-07-01,-0.037706110548856,-0.039706110548856005,0.5,2,True,0.002,1.1937831602417601,-0.0007351696974582378,0.0,0.25,0.15000000000000002,0.0,0.05,0.0,0.0,0.55,0.0,0.0
2008-08-01,-0.015715404556240133,-0.018115404556240132,0.6,4,True,0.0024000000000000002,1.146013191853289,-0.05226484527928654,0.0,0.15000000000000002,0.15000000000000002,0.5,0.05,0.0,0.0,0.15000000000000002,0.0,0.0
2008-09-01,-0.009634299313708475,-0.012234299313708475,0.65,6,True,0.0026,1.1358180573856482,-0.06069606353294599,0.0,0.1,0.05,0.0,0.15000000000000002,0.0,0.0,0.7,0.0,0.0
2008-10-01,-0.07748554066921896,-0.07808554066921897,0.15000000000000002,3,True,0.0006000000000000001,1.1212774002722485,-0.07272096169037745,0.0,0.05,0.2,0.0,0.05,0.0,0.0,0.7,0.0,0.0
2008-11-01,0.07768041833658065,0.07568041833658065,0.5,2,True,0.002,1.0370718465378679,-0.1423576500497319,0.0,0.05,0.2,0.5,0.05,0.0,0.0,0.2,0.0,0.0
2008-12-01,0.08054957919360856,0.07854957919360855,0.5,2,True,0.002,1.1131659638644167,-0.07942899393087177,0.0,0.05,0.2,0.0,0.05,0.0,0.0,0.7,0.0,0.0
2009-01-01,-0.07053283733381382,-0.07053283733381382,0.0,0,False,0.0,1.1995516399178048,-0.028154835751709517,0.0,0.05,0.2,0.0,0.05,0.0,0.0,0.7,0.0,0.0
2009-02-01,-0.014595224398643126,-0.016595224398643124,0.5,2,True,0.002,1.1115794645387285,-0.09942757665381541,0.0,0.05,0.2,0.5,0.05,0.0,0.0,0.2,0.0,0.0
2009-03-01,0.029811255266027993,0.029811255266027993,0.0,0,False,0.0,1.095431454168965,-0.11251026960996124,0.0,0.05,0.2,0.5,0.05,0.0,0.0,0.2,0.0,0.0
2009-04-01,0.07134524098450332,0.06894524098450332,0.6,5,True,0.0024000000000000002,1.1253802305375311,-0.0882465593032179,0.0,0.05,0.15000000000000002,0.0,0.15000000000000002,0.0,0.0,0.15000000000000002,0.0,0.5
2009-05-01,0.1451109644371516,0.1447109644371516,0.1,3,True,0.0004,1.2051884859827136,-0.023588011442112533,0.0,0.1,0.15000000000000002,0.0,0.2,0.0,0.0,0.05,0.0,0.5
2009-06-01,-0.03498603772334805,-0.03498603772334805,0.0,0,False,0.0,1.380074549512215,0.0,0.0,0.1,0.15000000000000002,0.0,0.2,0.0,0.0,0.05,0.0,0.5
2009-07-01,0.08826264807816415,0.08826264807816415,0.0,0,False,0.0,1.3317912092619486,-0.03498603772334774,0.0,0.1,0.15000000000000002,0.0,0.2,0.0,0.0,0.05,0.0,0.5
2009-08-01,-0.03618888223383092,-0.03618888223383092,0.0,0,False,0.0,1.4138584258955187,0.0,0.0,0.1,0.15000000000000002,0.0,0.2,0.0,0.0,0.05,0.0,0.5
2009-09-01,0.03431117336892563,0.031911173368925634,0.6,5,True,0.0024000000000000002,1.3594220078978947,-0.03850202891647003,0.0,0.05,0.15000000000000002,0.0,0.15000000000000002,0.0,0.0,0.15000000000000002,0.5,0.0
2009-10-01,0.018756023757268973,0.01675602375726897,0.5,2,True,0.002,1.403253241348228,-0.030675975149862866,0.0,0.05,0.15000000000000002,0.0,0.15000000000000002,0.0,0.0,0.15000000000000002,0.0,0.5
2009-11-01,0.0773112564746452,0.0767112564746452,0.15000000000000002,4,True,0.0006000000000000001,1.4124498270933528,-0.05914942075338758,0.0,0.15000000000000002,0.2,0.0,0.1,0.0,0.0,0.05,0.0,0.5
2009-12-01,0.001622138205008056,0.001622138205008056,0.0,0,False,0.0,1.5207351090745749,0.0,0.0,0.15000000000000002,0.2,0.0,0.1,0.0,0.0,0.05,0.0,0.5
2010-01-01,-0.05370001340898911,-0.05370001340898911,0.0,0,False,0.0,1.428922634831406,-0.06449129257640818,0.0,0.15000000000000002,0.2,0.0,0.1,0.0,0.0,0.05,0.0,0.5
2010-02-01,0.009805920379347834,0.009405920379347834,0.1,3,True,0.0004,1.35164859439248,-0.1150822314601968,0.0,0.05,0.2,0.0,0.15000000000000002,0.0,0.0,0.1,0.0,0.5
2010-03-01,0.053006399217457936,0.053006399217457936,0.0,0,False,0.0,1.36490275288995,-0.10640479827962546,0.0,0.05,0.2,0.0,0.15000000000000002,0.0,0.0,0.1,0.0,0.5
2010-04-01,0.007758664387239711,0.007758664387239711,0.0,0,False,0.0,1.437251333102642,-0.05903853427843042,0.0,0.05,0.2,0.0,0.15000000000000002,0.0,0.0,0.1,0.0,0.5
2010-05-01,-0.06280097306556648,-0.06480097306556648,0.5,2,True,0.002,1.4405543563794392,-0.056876060984954235,0.0,0.05,0.2,0.0,0.15000000000000002,0.0,0.5,0.1,0.0,0.0
2010-06-01,0.017540948189666554,0.015540948189666554,0.5,2,True,0.002,1.3446911968253539,-0.11963720584887128,0.0,0.05,0.2,0.0,0.15000000000000002,0.0,0.0,0.6,0.0,0.0
2010-07-01,-0.013065156542830712,-0.013665156542830712,0.15000000000000002,3,True,0.0006000000000000001,1.3674573884267043,-0.10473229080394297,0.0,0.05,0.15000000000000002,0.0,0.05,0.0,0.0,0.75,0.0,0.0
2010-08-01,-0.01656025661160937,-0.01976025661160937,0.8,6,True,0.0032,1.3638342728908348,-0.10710432694444927,0.0,0.2,0.05,0.0,0.2,0.0,0.0,0.05,0.0,0.5
2010-09-01,0.008870725862260256,0.005670725862260256,0.8,6,True,0.0032,1.3326785692489684,-0.127501814766674,0.0,0.05,0.2,0.0,0.05,0.0,0.0,0.7,0.0,0.0
2010-10-01,0.025961302904983753,0.023361302904983755,0.65,5,True,0.0026,1.3410046944709866,-0.12205074103151958,0.0,0.15000000000000002,0.2,0.0,0.1,0.0,0.0,0.05,0.0,0.5
2010-11-01,0.003626992697800771,0.003626992697800771,0.0,0,False,0.0,1.3758189235411529,-0.09925803438423297,0.0,0.15000000000000002,0.2,0.0,0.1,0.0,0.0,0.05,0.0,0.5
2010-12-01,0.043326922776412605,0.0413269227764126,0.5,2,True,0.002,1.3780473907128719,-0.09779906775263736,0.0,0.15000000000000002,0.2,0.0,0.1,0.0,0.5,0.05,0.0,0.0
2011-01-01,0.011094132195409789,0.011094132195409789,0.0,0,False,0.0,1.429671176959241,-0.06400122568167688,0.0,0.15000000000000002,0.2,0.0,0.1,0.0,0.5,0.05,0.0,0.0
2011-02-01,0.023961952163821566,0.023961952163821566,0.0,0,False,0.0,1.445532137992394,-0.053617131544647756,0.0,0.15000000000000002,0.2,0.0,0.1,0.0,0.5,0.05,0.0,0.0
2011-03-01,0.01442465365436666,0.01442465365436666,0.0,0,False,0.0,1.4801699099342347,-0.030939950522060222,0.0,0.15000000000000002,0.2,0.0,0.1,0.0,0.5,0.05,0.0,0.0
2011-04-01,0.031189205787180596,0.029189205787180594,0.5,2,True,0.002,1.4985178065381828,-0.018927671748180774,0.0,0.15000000000000002,0.2,0.0,0.1,0.0,0.0,0.05,0.0,0.5
2011-05-01,-0.034456953490953436,-0.03645695349095344,0.5,2,True,0.002,1.5534130923689857,0.0,0.0,0.15000000000000002,0.2,0.0,0.1,0.0,0.0,0.05,0.5,0.0
2011-06-01,-0.03357867549807424,-0.036178675498074235,0.65,5,True,0.0026,1.4929955279418916,-0.038893430681053553,0.0,0.05,0.2,0.0,0.05,0.0,0.0,0.7,0.0,0.0
2011-07-01,-0.01599608054668441,-0.018996080546684408,0.75,6,True,0.003,1.4385341274422878,-0.07395261794240782,0.0,0.1,0.1,0.0,0.25,0.0,0.0,0.05,0.5,0.0
2011-08-01,0.09211808975239533,0.08931808975239533,0.7000000000000001,5,True,0.0028000000000000004,1.4115597546554888,-0.09131720236577112,0.0,0.1,0.2,0.0,0.05,0.0,0.0,0.65,0.0,0.0
2011-09-01,0.05232328215239388,0.05232328215239388,0.0,0,False,0.0,1.5415899428257123,-0.012127950379355434,0.0,0.1,0.2,0.0,0.05,0.0,0.0,0.65,0.0,0.0
2011-10-01,-0.00020606532423012025,-0.00020606532423012025,0.0,0,False,0.0,1.5899812745614144,-0.02876174877428528,0.0,0.1,0.2,0.0,0.05,0.0,0.0,0.65,0.0,0.0
2011-11-01,-0.006313776362972418,-0.006713776362972418,0.1,3,True,0.0004,1.5890177731007304,-0.029350302544508877,0.0,0.05,0.15000000000000002,0.0,0.15000000000000002,0.0,0.0,0.65,0.0,0.0
2011-12-01,0.008065455169791975,0.008065455169791975,0.0,0,False,0.0,1.5789850702445842,-0.03547876766102953,0.0,0.05,0.15000000000000002,0.0,0.15000000000000002,0.0,0.0,0.65,0.0,0.0
2012-01-01,0.011393148157136778,0.010993148157136779,0.1,3,True,0.0004,1.5636886839424773,-0.044822547817326974,0.0,0.1,0.05,0.0,0.15000000000000002,0.0,0.0,0.7,0.0,0.0
2012-02-01,0.024092193696428177,0.02149219369642818,0.65,5,True,0.0026,1.576761153492083,-0.036837244677160985,0.0,0.05,0.2,0.0,0.15000000000000002,0.0,0.0,0.1,0.0,0.5
2012-03-01,0.01704835049169689,0.014448350491696888,0.65,5,True,0.0026,1.6105504417646186,-0.01619709640809941,0.0,0.15000000000000002,0.05,0.0,0.2,0.0,0.5,0.1,0.0,0.0
2012-04-01,-0.006143639084329151,-0.006143639084329151,0.0,0,False,0.0,1.6250124435538775,-0.007627986181961144,0.0,0.15000000000000002,0.05,0.0,0.2,0.0,0.5,0.1,0.0,0.0
2012-05-01,0.06004025375696459,0.05764025375696459,0.6,4,True,0.0024000000000000002,1.6111528841045153,-0.016091822244234666,0.0,0.05,0.05,0.0,0.2,0.0,0.0,0.7,0.0,0.0
2012-06-01,-0.005959232955406377,-0.005959232955406377,0.0,0,False,0.0,1.7078869121074158,0.0,0.0,0.05,0.05,0.0,0.2,0.0,0.0,0.7,0.0,0.0
2012-07-01,0.01301498901958692,0.01101498901958692,0.5,2,True,0.002,1.685602921645308,-0.013047696720511204,0.0,0.05,0.05,0.0,0.2,0.0,0.5,0.2,0.0,0.0
2012-08-01,0.007512152040834776,0.005112152040834776,0.6,4,True,0.0024000000000000002,1.7000360408481139,-0.009868093439754255,0.0,0.15000000000000002,0.05,0.0,0.1,0.0,0.0,0.7,0.0,0.0
2012-09-01,0.0223188411526866,0.0197188411526866,0.65,6,True,0.0026,1.7144331169088263,-0.0014829745208785328,0.0,0.2,0.1,0.0,0.15000000000000002,0.0,0.5,0.05,0.0,0.0
2012-10-01,-0.014260406762816424,-0.016260406762816426,0.5,2,True,0.002,1.7446439838622263,-0.015557300168593247,0.0,0.2,0.1,0.0,0.15000000000000002,0.0,0.0,0.05,0.0,0.5
2012-11-01,0.009428488813073888,0.006828488813073888,0.65,6,True,0.0026,1.7152932629034607,-0.032118904283766736,0.0,0.05,0.15000000000000002,0.0,0.2,0.0,0.0,0.1,0.5,0.0
2012-12-01,0.023022172375444305,0.022422172375444305,0.15000000000000002,3,True,0.0006000000000000001,1.7315927768824968,-0.022921648169691222,0.0,0.2,0.05,0.0,0.15000000000000002,0.0,0.0,0.1,0.5,0.0
2013-01-01,0.00018542590429188217,-0.0018145740957081179,0.5,2,True,0.002,1.7144335982323244,-0.0326039835421319,0.0,0.2,0.05,0.0,0.15000000000000002,0.0,0.0,0.1,0.0,0.5
2013-02-01,-0.021071736548538465,-0.023071736548538467,0.5,2,True,0.002,1.707899351644089,-0.03629103454634108,0.0,0.2,0.05,0.0,0.15000000000000002,0.0,0.0,0.1,0.5,0.0
2013-03-01,0.022372714439265008,0.01977271443926501,0.65,5,True,0.0026,1.667563977994043,-0.059050901030307634,0.0,0.05,0.05,0.0,0.2,0.0,0.5,0.2,0.0,0.0
2013-04-01,0.012811939778006577,0.012811939778006577,0.0,0,False,0.0,1.7048719106829078,-0.03799931553717539,0.0,0.05,0.05,0.0,0.2,0.0,0.5,0.2,0.0,0.0
2013-05-01,-0.015554890537695116,-0.017554890537695114,0.5,2,True,0.002,1.7232611976779284,-0.027622872260033904,0.0,0.05,0.05,0.0,0.2,0.0,0.0,0.2,0.5,0.0
2013-06-01,-0.022194521230020088,-0.024794521230020086,0.65,5,True,0.0026,1.6844630582213647,-0.04951533026771371,0.0,0.15000000000000002,0.05,0.0,0.25,0.0,0.5,0.05,0.0,0.0
2013-07-01,0.047492078823052036,0.047492078823052036,0.0,0,False,0.0,1.642794806375988,-0.07302729415452858,0.0,0.15000000000000002,0.05,0.0,0.25,0.0,0.5,0.05,0.0,0.0
2013-08-01,-0.019428951916947917,-0.019428951916947917,0.0,0,False,0.0,1.7208145468104972,-0.029003433341697527,0.0,0.15000000000000002,0.05,0.0,0.25,0.0,0.5,0.05,0.0,0.0
2013-09-01,0.01265490823790133,0.01005490823790133,0.65,4,True,0.0026,1.682885916559072,-0.0504052571584751,0.0,0.15000000000000002,0.2,0.0,0.1,0.0,0.0,0.05,0.5,0.0
2013-10-01,0.020105029188067745,0.019305029188067747,0.20000000000000004,4,True,0.0008000000000000001,1.6983920069843779,-0.04165570271452179,0.0,0.1,0.05,0.0,0.2,0.0,0.0,0.15000000000000002,0.5,0.0
2013-11-01,0.015982921314605342,0.013382921314605343,0.65,5,True,0.0026,1.7280336284651499,-0.02492995342250104,0.0,0.05,0.05,0.0,0.35000000000000003,0.0,0.5,0.05,0.0,0.0
2013-12-01,0.01152724963413761,0.01092724963413761,0.15000000000000002,3,True,0.0006000000000000001,1.762449230569225,-0.005510410773658547,0.0,0.15000000000000002,0.05,0.0,0.2,0.0,0.5,0.1,0.0,0.0
2014-01-01,-0.03515940525301694,-0.035559405253016936,0.10000000000000003,3,True,0.0004000000000000002,1.779970763527882,-0.006911894892056569,0.0,0.1,0.05,0.0,0.30000000000000004,0.0,0.5,0.05,0.0,0.0
2014-02-01,0.01383893040548405,0.01063893040548405,0.8,6,True,0.0032,1.7458275324637462,-0.026400667494358765,0.5,0.05,0.1,0.0,0.05,0.0,0.0,0.30000000000000004,0.0,0.0
2014-03-01,0.004398079162582996,0.0013980791625829957,0.75,6,True,0.003,1.7563264251193704,-0.02054572782163,0.0,0.1,0.15000000000000002,0.0,0.2,0.0,0.5,0.05,0.0,0.0
2014-04-01,0.008014722476293768,0.005614722476293768,0.6,4,True,0.0024000000000000002,1.7545377141448035,-0.02154324205399305,0.0,0.1,0.05,0.0,0.2,0.0,0.0,0.15000000000000002,0.0,0.5
2014-05-01,0.012052343034520296,0.010052343034520296,0.5,2,True,0.002,1.7650626473038689,-0.015673780318633868,0.0,0.1,0.05,0.0,0.2,0.0,0.0,0.15000000000000002,0.5,0.0
2014-06-01,0.02795256339795684,0.02595256339795684,0.5,2,True,0.002,1.7872771730001806,-0.0032853587891964464,0.0,0.1,0.05,0.0,0.2,0.0,0.0,0.15000000000000002,0.0,0.5
2014-07-01,-0.0061964817086398675,-0.006996481708639868,0.2,4,True,0.0008,1.8320948298418651,0.0,0.0,0.05,0.25,0.0,0.15000000000000002,0.0,0.0,0.05,0.0,0.5
2014-08-01,0.024770491542407354,0.024170491542407354,0.15000000000000002,2,True,0.0006000000000000001,1.8196498423676133,-0.021491293174518256,0.0,0.05,0.1,0.0,0.15000000000000002,0.0,0.0,0.2,0.0,0.5
2014-09-01,-0.053646322381064815,-0.053646322381064815,0.0,0,False,0.0,1.87362387831549,-0.003048440468416902,0.0,0.05,0.1,0.0,0.15000000000000002,0.0,0.0,0.2,0.0,0.5
2014-10-01,0.005672973139622501,0.0036729731396225006,0.5,2,True,0.002,1.7695646260230788,-0.06481134122934462,0.0,0.05,0.1,0.0,0.15000000000000002,0.0,0.0,0.7,0.0,0.0
2014-11-01,0.018714088971860873,0.01671408897186087,0.5,2,True,0.002,1.7810965380151074,-0.05871689678222458,0.0,0.05,0.1,0.0,0.15000000000000002,0.0,0.5,0.2,0.0,0.0
2014-12-01,0.027239765946970695,0.025239765946970694,0.5,2,True,0.002,1.8071776822591632,-0.044933398883298725,0.0,0.05,0.1,0.0,0.15000000000000002,0.0,0.0,0.7,0.0,0.0
2015-01-01,0.060539846037317865,0.060539846037317865,0.0,0,False,0.0,1.8298889567092704,-0.032930827188756395,0.0,0.05,0.1,0.0,0.15000000000000002,0.0,0.0,0.7,0.0,0.0
2015-02-01,-0.05000467392517427,-0.05000467392517427,0.0,0,False,0.0,1.9424814222371272,0.0,0.0,0.05,0.1,0.0,0.15000000000000002,0.0,0.0,0.7,0.0,0.0
2015-03-01,-0.009189679469469903,-0.011189679469469903,0.5,2,True,0.002,1.8692302936705234,-0.03771007934904291,0.0,0.05,0.1,0.0,0.15000000000000002,0.0,0.5,0.2,0.0,0.0
2015-04-01,-0.03808289554101287,-0.040082895541012874,0.5,2,True,0.002,1.8446518639620655,-0.05036318862828182,0.0,0.05,0.1,0.0,0.15000000000000002,0.0,0.0,0.7,0.0,0.0
2015-05-01,-0.025448940977248355,-0.028248940977248355,0.7,6,True,0.0028,1.769433853614055,-0.08908582941492216,0.0,0.15000000000000002,0.05,0.0,0.25,0.0,0.0,0.05,0.0,0.5
2015-06-01,-0.01659967907542147,-0.019199679075421472,0.65,6,True,0.0026,1.7199201864569191,-0.11457573453849945,0.0,0.05,0.15000000000000002,0.0,0.2,0.0,0.5,0.1,0.0,0.0
2015-07-01,-0.009523703247796535,-0.011923703247796534,0.6,5,True,0.0024000000000000002,1.6873107751744127,-0.13136323680709294,0.0,0.15000000000000002,0.1,0.5,0.2,0.0,0.0,0.05,0.0,0.0
2015-08-01,-0.01584096237734084,-0.018440962377340837,0.65,5,True,0.0026,1.674003844144478,-0.1382137172686303,0.0,0.05,0.1,0.0,0.15000000000000002,0.0,0.0,0.7,0.0,0.0
2015-09-01,0.004727115547298172,0.0023271155472981715,0.6,4,True,0.0024000000000000002,1.6392588624814293,-0.1561006227830385,0.0,0.05,0.2,0.5,0.05,0.0,0.0,0.2,0.0,0.0
2015-10-01,0.007285098820472492,0.004885098820472492,0.6,4,True,0.0024000000000000002,1.6430550097478243,-0.1541463455256411,0.0,0.05,0.1,0.0,0.15000000000000002,0.0,0.0,0.7,0.0,0.0
2015-11-01,-0.005592577250283744,-0.007592577250283744,0.5,2,True,0.002,1.6586758680509521,-0.1461046427199908,0.0,0.05,0.1,0.0,0.15000000000000002,0.0,0.5,0.2,0.0,0.0
2015-12-01,-0.031063375995023585,-0.031063375995023585,0.0,0,False,0.0,1.6461007959354452,-0.15257835823229893,0.0,0.05,0.1,0.0,0.15000000000000002,0.0,0.5,0.2,0.0,0.0
2016-01-01,0.005830296198804791,0.0038302961988047907,0.5,2,True,0.002,1.605374573296441,-0.1735444391290214,0.5,0.05,0.1,0.0,0.15000000000000002,0.0,0.0,0.2,0.0,0.0
2016-02-01,0.016551622258052668,0.016551622258052668,0.0,0,False,0.0,1.6115049138036515,-0.17038850649716641,0.5,0.05,0.1,0.0,0.15000000000000002,0.0,0.0,0.2,0.0,0.0
2016-03-01,0.021332869669245302,0.0193328696692453,0.5,2,True,0.002,1.6349015785351175,-0.15834377625489693,0.0,0.05,0.1,0.0,0.15000000000000002,0.0,0.0,0.7,0.0,0.0
2016-04-01,0.009530821726460205,0.0075308217264602045,0.5,2,True,0.002,1.6664391633903868,-0.14210805605997845,0.0,0.05,0.1,0.0,0.15000000000000002,0.0,0.0,0.2,0.0,0.5
2016-05-01,-0.010964035787166104,-0.013764035787166104,0.7,6,True,0.0028,1.68783148068656,-0.13109517477767718,0.0,0.15000000000000002,0.2,0.0,0.1,0.0,0.0,0.05,0.5,0.0
2016-06-01,0.06499688649287758,0.06239688649287758,0.65,5,True,0.0026,1.6603238280291281,-0.1452562639610948,0.0,0.15000000000000002,0.05,0.0,0.15000000000000002,0.0,0.0,0.65,0.0,0.0
2016-07-01,-0.009315866167003284,-0.009915866167003283,0.15000000000000002,3,True,0.0006000000000000001,1.7671787635965046,-0.09024676201985449,0.0,0.1,0.2,0.0,0.05,0.0,0.0,0.65,0.0,0.0
2016-08-01,0.0054027123519265075,0.0030027123519265073,0.6,5,True,0.0024000000000000002,1.746514244431089,-0.10088496886644382,0.0,0.05,0.15000000000000002,0.0,0.15000000000000002,0.0,0.0,0.15000000000000002,0.0,0.5
2016-09-01,0.010670107655165028,0.010670107655165028,0.0,0,False,0.0,1.7559501585122932,-0.09602730898193546,0.0,0.05,0.15000000000000002,0.0,0.15000000000000002,0.0,0.0,0.15000000000000002,0.0,0.5
2016-10-01,-0.013520091904226206,-0.014320091904226206,0.20000000000000004,4,True,0.0008000000000000001,1.7703848048471735,-0.08859627454853725,0.0,0.25,0.1,0.0,0.1,0.0,0.0,0.05,0.0,0.5
2016-11-01,-0.02412530025852543,-0.02412530025852543,0.0,0,False,0.0,1.7450518803481307,-0.10163780184915217,0.0,0.25,0.1,0.0,0.1,0.0,0.0,0.05,0.0,0.5
2016-12-01,0.021205335972254345,0.019205335972254343,0.5,2,True,0.002,1.6995460758084915,-0.12506443750120944,0.0,0.25,0.1,0.0,0.1,0.0,0.5,0.05,0.0,0.0
2017-01-01,0.014850153653554733,0.014850153653554733,0.0,0,False,0.0,1.7312586167451534,-0.10873864896412322,0.0,0.25,0.1,0.0,0.1,0.0,0.5,0.05,0.0,0.0
2017-02-01,0.025308033504962208,0.02330803350496221,0.5,2,True,0.002,1.7534541370714238,-0.09731227439385415,0.0,0.25,0.1,0.0,0.1,0.0,0.0,0.05,0.0,0.5
