date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_efv.us,w_gld.us,w_gsg.us,w_iau.us,w_ief.us,w_ijh.us,w_ijr.us,w_ivv.us,w_lqd.us,w_mchi.us,w_mtum.us,w_qqq.us,w_spy.us,w_tlt.us,w_vea.us,w_vnq.us,w_vt.us,w_vtv.us,w_vwo.us,w_xlk.us
2016-05-01,0.011587891521578297,0.010587891521578296,0.25,4,True,0.001,1.4971331310732017,-0.061779674228515935,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.1,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2016-06-01,0.023678080215085873,0.023178080215085873,0.125,2,True,0.0005,1.512210782009228,-0.05233084280567046,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.1,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2016-07-01,0.04157855441665201,0.04107855441665201,0.125,2,True,0.0005,1.547243021692657,-0.030376910556017878,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.1,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2016-08-01,-0.0009734196227244247,-0.0019734196227244247,0.25,4,True,0.001,1.6099635747160244,-0.0003869466471559946,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.125,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2016-09-01,0.008403466600262432,0.007403466600262432,0.25,4,True,0.001,1.6067880081759442,-0.007751105781304224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.4
2016-10-01,-0.022121834219363694,-0.022621834219363694,0.125,2,True,0.0005,1.6246551153112103,-0.01043170669142246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.4
2016-11-01,-0.013101502124580371,-0.013601502124580372,0.125,2,True,0.0005,1.587126446601159,-0.03329020773300184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.4
2016-12-01,0.0415871762724888,0.0395871762724888,0.5,8,True,0.002,1.563200040676859,-0.047863647013979604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.1,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.4
2017-01-01,0.015049221608726297,0.015049221608726297,0.0,0,False,0.0,1.59517946512722,-0.02838515944077391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.1,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.4
2017-02-01,0.04202437630915727,0.04152437630915727,0.125,2,True,0.0005,1.618376081566407,-0.014256230830677508,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.125,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.4
2017-03-01,-0.008538105095886558,-0.009038105095886559,0.125,2,True,0.0005,1.68554413336438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.1,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.4
2017-04-01,0.023638161471960566,0.022638161471960565,0.25,4,True,0.001,1.6775155393302115,-0.00476320606221281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.1,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.4
2017-05-01,0.032441524697046836,0.031441524697046835,0.25,4,True,0.001,1.7137363018445038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2017-06-01,-0.017384368374545427,-0.017884368374545427,0.125,2,True,0.0005,1.768447854144816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.4
2017-07-01,0.05168086698369541,0.05118086698369541,0.125,2,True,0.0005,1.7419476271796854,-0.026876713220294612,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2017-08-01,0.016927823215976807,0.016927823215976807,0.0,0,False,0.0,1.831057004297126,-8.148688390974268e-05,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2017-09-01,0.011344305730502522,0.010844305730502522,0.125,2,True,0.0005,1.8611217871574621,-0.0001611086797876915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.4
2017-10-01,0.04172542987842316,0.04122542987842316,0.125,2,True,0.0005,1.8777189732062032,-0.0036489564758506177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2017-11-01,0.0107950633016909,0.0102950633016909,0.125,2,True,0.0005,1.95411202596645,-0.0006053415455451461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.4
2017-12-01,0.029403060088793943,0.029403060088793943,0.0,0,False,0.0,1.9752067889853542,-0.015584286165029937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.4
2018-01-01,0.059017615136812786,0.058517615136812785,0.125,2,True,0.0005,1.9259511126867133,-0.04636244163663783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.4
2018-02-01,-0.032678660816820665,-0.032678660816820665,0.0,0,False,0.0,2.03859634615046,-0.020043496446947584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.4
2018-03-01,-0.039668388676563617,-0.039668388676563617,0.0,0,False,0.0,1.971977747612199,-0.05206716264179545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.4
2018-04-01,0.027230736944625293,0.027230736944625293,0.0,0,False,0.0,1.9407944135935948,-0.06705704086447661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.4
2018-05-01,0.05234830458645783,0.05184830458645783,0.125,2,True,0.0005,1.9926468538958926,-0.04213149040163733,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2018-06-01,-0.01178115299461624,-0.01228115299461624,0.125,2,True,0.0005,2.0959100590677138,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.1,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2018-07-01,0.015000746305635143,0.014500746305635142,0.125,2,True,0.0005,2.066006384945876,-0.03102834708722757,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.1,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2018-08-01,0.047274183950593233,0.04677418395059323,0.125,2,True,0.0005,2.0949015488191853,-0.026078503723722668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2018-09-01,0.002551331945712781,0.002551331945712781,0.0,0,False,0.0,2.1996133407781047,-0.0017501702385989137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2018-10-01,-0.07535413304740947,-0.07585413304740947,0.125,2,True,0.0005,2.2041226719203673,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2018-11-01,0.0065849683154846515,0.006084968315484652,0.125,2,True,0.0005,2.0370139023882454,-0.0781084549835197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.4
2018-12-01,-0.10108533175590663,-0.10158533175590663,0.125,2,True,0.0005,2.0175138947208007,-0.08693357501598353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.125,0.0,0.125,0.0,0.4
2019-01-01,0.034218183922615907,0.032218183922615905,0.5,5,True,0.002,1.8158855026234624,-0.17818455258264332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4
2019-02-01,0.023473421159689735,0.023473421159689735,0.0,0,False,0.0,1.874265763121174,-0.15176339341156453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4
2019-03-01,0.035921562884298874,0.03392156288429887,0.5,5,True,0.002,1.9144246703586174,-0.13358867354544368,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.1,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2019-04-01,0.02814389745513233,0.027143897455132328,0.25,4,True,0.001,1.9812106027456142,-0.10336335877393954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2019-05-01,-0.07138877514201442,-0.07188877514201442,0.125,2,True,0.0005,2.0359511059909154,-0.07858944483421426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.125,0.0,0.125,0.0,0.4
2019-06-01,0.07978785505203133,0.07828785505203133,0.375,6,True,0.0015,1.9071739526658242,-0.13687013143262372,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.1,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2019-07-01,0.008366577211862382,0.007366577211862382,0.25,4,True,0.001,2.0541980023961415,-0.07033144546609638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2019-08-01,0.007736500145356855,0.006736500145356855,0.25,4,True,0.001,2.0693132239830505,-0.06349074842142488,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.1,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2019-09-01,0.0007275873789477343,0.0007275873789477343,0.0,0,False,0.0,2.091714216340282,-0.0533527295154671,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.1,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2019-10-01,0.03781198903648071,0.036911989036480713,0.225,4,True,0.0009,2.0913522086953735,-0.05351656334432875,0.0,0.0,0.0,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2019-11-01,0.0021078314845029587,0.0016078314845029587,0.125,2,True,0.0005,2.169345180284241,-0.018219277943287038,0.0,0.0,0.0,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2019-12-01,0.061005389287229775,0.059105389287229776,0.475,8,True,0.0019,2.195023250913229,-0.00659815146130982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.125,0.0,0.4
2020-01-01,-0.0020055632010178865,-0.0030055632010178865,0.25,4,True,0.001,2.2238065707760293,-0.033215482431261045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.4
2020-02-01,-0.030505878060692698,-0.031505878060692695,0.25,4,True,0.001,2.191843024201569,-0.04711141311195499,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2020-03-01,-0.1239997973232379,-0.1248997973232379,0.225,4,True,0.0009,2.029238490940534,-0.11904127129205655,0.0,0.0,0.0,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2020-04-01,0.07488637716908549,0.07288637716908548,0.5,5,True,0.002,1.7724614503922915,-0.2305165740781383,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4
2020-05-01,0.02701116686368628,0.02701116686368628,0.0,0,False,0.0,1.9051946670840338,-0.1728927480191934,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4
2020-06-01,0.05654384832537773,0.05454384832537773,0.5,5,True,0.002,1.9527428857481568,-0.15225051278973134,0.0,0.0,0.0,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2020-07-01,0.0892835960346195,0.0892835960346195,0.0,0,False,0.0,2.0631584832983605,-0.10431549436699739,0.0,0.0,0.0,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2020-08-01,0.0778188358333794,0.0778188358333794,0.0,0,False,0.0,2.212948824253316,-0.03928661337073491,0.0,0.0,0.0,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2020-09-01,-0.0481712582792435,-0.0481712582792435,0.0,0,False,0.0,2.3851579255155557,0.0,0.0,0.0,0.0,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2020-10-01,-0.030214120167306503,-0.030714120167306503,0.125,2,True,0.0005,2.2691267361152363,-0.05108128919913546,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2020-11-01,0.10276551456156886,0.10186551456156887,0.225,4,True,0.0009,2.185457733326831,-0.08607055665446173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.4
2020-12-01,0.02477997727448077,0.02477997727448077,0.0,0,False,0.0,2.407878379165064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.4
2021-01-01,0.052063897886028054,0.05106389788602805,0.25,4,True,0.001,2.440710352465659,-0.019117486925831484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.1,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2021-02-01,0.025533833514553045,0.025033833514553044,0.125,2,True,0.0005,2.563932856046889,-0.019905974233812018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.4
2021-03-01,-0.00041393233495711466,-0.0009139323349571147,0.125,2,True,0.0005,2.628085190790315,-0.028249778679328652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.1,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.4
2021-04-01,0.03634306638894221,0.03534306638894221,0.25,4,True,0.001,2.6243703440094737,-0.029623365499917842,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.125,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.4
2021-05-01,0.006185382126148726,0.006185382126148726,0.0,0,False,0.0,2.7108924460124944,-0.011194484762887091,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.125,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.4
2021-06-01,0.034538282583359003,0.034538282583359003,0.0,0,False,0.0,2.727660351693973,-0.005078344802701751,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.125,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.4
2021-07-01,0.013284173176816808,0.012784173176816807,0.125,2,True,0.0005,2.820458121184348,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.125,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2021-08-01,0.03128830200077694,0.030788302000776938,0.125,2,True,0.0005,2.871041004629302,-0.0016216873580278124,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.1,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2021-09-01,-0.040887704494763116,-0.04138770449476312,0.125,2,True,0.0005,2.9579108718538696,-0.0009434103402254923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2021-10-01,0.05834131860673415,0.056941318606734154,0.35,6,True,0.0014,2.8329969300429774,-0.04463314844403787,0.0,0.1,0.0,0.0,0.125,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2021-11-01,-0.025965428971100584,-0.026465428971100585,0.125,2,True,0.0005,2.9967785676972394,0.0,0.0,0.1,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2021-12-01,0.06830973978904584,0.06780973978904584,0.125,2,True,0.0005,2.917506443692253,-0.051405488383654996,0.0,0.1,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2022-01-01,-0.034637694535425825,-0.034637694535425825,0.0,0,False,0.0,2.974474701684652,-0.04837736319520325,0.0,0.1,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.4
2022-02-01,-0.014550755416047674,-0.015050755416047674,0.125,2,True,0.0005,2.870010032686566,-0.08179870771314302,0.0,0.1,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.125,0.0,0.4
2022-03-01,0.04701782212867907,0.04531782212867907,0.42500000000000004,4,True,0.0017000000000000001,2.8234411949876184,-0.09669745944867059,0.0,0.4,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.1
2022-04-01,0.0041178461356623335,0.0041178461356623335,0.0,0,False,0.0,2.956193250884332,-0.05422614126864411,0.0,0.4,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.1
2022-05-01,0.014600151143967847,0.014600151143967847,0.0,0,False,0.0,2.954206477516013,-0.054861768968023195,0.0,0.4,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.1
2022-06-01,-0.03569766557785742,-0.03769766557785742,0.5,5,True,0.002,2.9913436619210394,-0.042980482727127844,0.0,0.4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2022-07-01,0.012304924886965884,0.010304924886965884,0.5,3,True,0.002,2.87879055689684,-0.07898955771540495,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,-0.026703423929547554,-0.026703423929547554,0.0,0,False,0.0,2.9142138584647626,-0.06765659340298169,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,-0.015106037001168915,-0.015106037001168915,0.0,0,False,0.0,2.836394370380816,-0.09255335463726022,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,-0.013152481118441584,-0.013152481118441584,0.0,0,False,0.0,2.780070665801367,-0.11057297747558958,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.02277311816541039,0.02277311816541039,0.0,0,False,0.0,2.743505838861481,-0.12227114959557372,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,-0.00990048740861088,-0.00990048740861088,0.0,0,False,0.0,2.8059840215173653,-0.10228252676812444,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0.06024475433920684,0.05824475433920684,0.5,2,True,0.002,2.767518562245956,-0.11458876751612412,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
2023-02-01,-0.044772804134442123,-0.044772804134442123,0.0,0,False,0.0,2.9283785440813435,-0.06312489055530668,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
2023-03-01,0.06453607086282309,0.06253607086282309,0.5,2,True,0.002,2.791672291445495,-0.10686127349625019,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,-0.006664019865379833,-0.007064019865379833,0.09999999999999999,2,True,0.00039999999999999996,2.956642398258098,-0.054082445708586,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2023-05-01,0.013880324573996967,0.011880324573996967,0.5,5,True,0.002,2.9298929698737077,-0.06264038084844692,0.0,0.0,0.125,0.125,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.1
2023-06-01,0.02882966281746891,0.02712966281746891,0.42500000000000004,4,True,0.0017000000000000001,2.9655108818426803,-0.05124515489940873,0.0,0.0,0.0,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.4
2023-07-01,0.029303389229316815,0.028403389229316813,0.225,4,True,0.0009,3.05105399344619,-0.023877377530680755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.1,0.0,0.0,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.4
2023-08-01,-0.014333083994999857,-0.014833083994999857,0.125,2,True,0.0005,3.136064985080257,-0.0047189558448477165,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.1,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2023-09-01,-0.04771234344367871,-0.04821234344367871,0.125,2,True,0.0005,3.0895699444842055,-0.01947491044803029,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.1,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2023-10-01,-0.005386553824034101,-0.005886553824034101,0.125,2,True,0.0005,2.9362624298135387,-0.06812953463603877,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2023-11-01,0.07439498970392293,0.07389498970392293,0.125,2,True,0.0005,2.917526378211189,-0.07407572423697084,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2023-12-01,0.017229319087145,0.016729319087145,0.125,2,True,0.0005,3.1330084352175946,-0.005689001476330446,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2024-01-01,0.037923402540112054,0.03692340254011205,0.25,4,True,0.001,3.1860943290499177,-0.018298412021527488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.1,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2024-02-01,0.05912528904801101,0.05862528904801101,0.125,2,True,0.0005,3.3019631374819487,-0.013514367861056975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.1,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2024-03-01,0.007359421359777052,0.007359421359777052,0.0,0,False,0.0,3.497192662411446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.1,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.4
