date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_iau.us,w_ivv.us,w_vt.us,w_xlk.us
2008-07-01,-0.061549261532713055,-0.06554926153271305,1.0,3,True,0.004,,,0.0,0.8,0.2,0.0,0.0,0.0
2008-08-01,0.0,-0.004,1.0,3,True,0.004,0.9866284695182342,-0.015448196802829606,1.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,0,False,0.0,0.9309581477713639,-0.07100134305170225,1.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,0,False,0.0,0.9309581477713639,-0.07100134305170225,1.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,0,False,0.0,0.9309581477713639,-0.07100134305170225,1.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,0,False,0.0,0.9309581477713639,-0.07100134305170225,1.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,0,False,0.0,0.9309581477713639,-0.07100134305170225,1.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,0,False,0.0,0.9309581477713639,-0.07100134305170225,1.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,0,False,0.0,0.9309581477713639,-0.07100134305170225,1.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,0,False,0.0,0.9309581477713639,-0.07100134305170225,1.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.003588683367423906,-0.00041131663257609405,1.0,2,True,0.004,0.9309581477713639,-0.07100134305170225,0.0,0.0,0.0,0.0,1.0,0.0
2009-06-01,0.07857740310686268,0.07857740310686268,0.0,0,False,0.0,0.9670085688743116,-0.03502680126673241,0.0,0.0,0.0,0.0,1.0,0.0
2009-07-01,0.050498824899930295,0.050498824899930295,0.0,0,False,0.0,0.9395010457888728,-0.06247642621874783,0.0,0.0,0.0,0.0,1.0,0.0
2009-08-01,0.029090346414962776,0.029090346414962776,0.0,0,False,0.0,1.0165581390633063,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2009-09-01,0.05046343975283207,0.04646343975283207,1.0,2,True,0.004,1.0209563517004694,-0.031688619820377184,0.0,0.0,1.0,0.0,0.0,0.0
2009-10-01,0.14509803921568643,0.14509803921568643,0.0,0,False,0.0,1.0907163613343467,-0.024361694623963426,0.0,0.0,1.0,0.0,0.0,0.0
2009-11-01,-0.04630987027037703,-0.04710987027037703,0.19999999999999998,2,True,0.0007999999999999999,1.1430262276432392,-0.015340364333652934,0.0,0.0,0.8,0.0,0.0,0.2
2009-12-01,-0.01884961442722484,-0.01884961442722484,0.0,0,False,0.0,1.3054783917897141,0.0,0.0,0.0,0.8,0.0,0.0,0.2
2010-01-01,0.003535166561778658,0.003535166561778658,0.0,0,False,0.0,1.1824804896731307,-0.10496634553827822,0.0,0.0,0.8,0.0,0.0,0.2
2010-02-01,0.06432531576099723,0.06112531576099723,0.8,3,True,0.0032,1.1730644784938262,-0.11209343724919085,0.0,0.0,0.0,0.2,0.0,0.8
2010-03-01,0.04052849141808834,0.04052849141808834,0.0,0,False,0.0,1.1893463576999765,-0.09976948774249472,0.0,0.0,0.0,0.2,0.0,0.8
2010-04-01,0.009826673601354426,0.006626673601354426,0.8,3,True,0.0032,1.2492747160179172,-0.0544089951004344,0.0,0.0,0.8,0.0,0.0,0.2
2010-05-01,0.03910146335043479,0.03910146335043479,0.0,0,False,0.0,1.3120668000542595,-0.006880914140848793,0.0,0.0,0.8,0.0,0.0,0.2
2010-06-01,-0.039708067079621934,-0.039708067079621934,0.0,0,False,0.0,1.3317850446149841,-0.024333367988459087,0.0,0.0,0.8,0.0,0.0,0.2
2010-07-01,0.028306328010689177,0.028306328010689177,0.0,0,False,0.0,1.2931231247545152,-0.055803851830820816,0.0,0.0,0.8,0.0,0.0,0.2
2010-08-01,0.05657091019544485,0.05657091019544485,0.0,0,False,0.0,1.3004605802436129,-0.05044628217829139,0.0,0.0,0.8,0.0,0.0,0.2
2010-09-01,0.03550320840230854,0.03550320840230854,0.0,0,False,0.0,1.3493687367573326,-0.014735148326999292,0.0,0.0,0.8,0.0,0.0,0.2
2010-10-01,0.011581397339992971,0.011581397339992971,0.0,0,False,0.0,1.436437404051651,0.0,0.0,0.0,0.8,0.0,0.0,0.2
2010-11-01,0.0221907596602533,0.0221907596602533,0.0,0,False,0.0,1.4797018569338158,-0.012720170366044337,0.0,0.0,0.8,0.0,0.0,0.2
2010-12-01,-0.021563886056118697,-0.021563886056118697,0.0,0,False,0.0,1.5130103656637586,-0.018557039357740668,0.0,0.0,0.8,0.0,0.0,0.2
2011-01-01,0.012487441550319556,0.009287441550319556,0.8,3,True,0.0032,1.4815184021264771,-0.04438702796857763,0.0,0.0,0.0,0.2,0.0,0.8
2011-02-01,0.006798337437438096,0.003598337437438096,0.8,3,True,0.0032,1.4273701545347732,-0.07931387581409233,0.0,0.0,0.8,0.0,0.0,0.2
2011-03-01,0.04792084838288981,0.04792084838288981,0.0,0,False,0.0,1.44430141016824,-0.06839283190880041,0.0,0.0,0.8,0.0,0.0,0.2
2011-04-01,0.005460731385969965,0.005460731385969965,0.0,0,False,0.0,1.438126970657425,-0.07237548543715988,0.0,0.0,0.8,0.0,0.0,0.2
2011-05-01,-0.02200666964568474,-0.02200666964568474,0.0,0,False,0.0,1.5547911662869598,0.0,0.0,0.0,0.8,0.0,0.0,0.2
2011-06-01,0.0778117973406213,0.0778117973406213,0.0,0,False,0.0,1.5248105869539705,-0.019282704959397656,0.0,0.0,0.8,0.0,0.0,0.2
2011-07-01,0.05176860029425767,0.05176860029425767,0.0,0,False,0.0,1.4880259668309106,-0.042941586563996936,0.0,0.0,0.8,0.0,0.0,0.2
2011-08-01,-0.059945968858109606,-0.059945968858109606,0.0,0,False,0.0,1.5886196983780279,-0.007834144844231394,0.0,0.0,0.8,0.0,0.0,0.2
2011-09-01,0.05156835997132113,0.05156835997132113,0.0,0,False,0.0,1.732935891278353,-0.020182177353585184,0.0,0.0,0.8,0.0,0.0,0.2
2011-10-01,-0.022403994964764487,-0.022403994964764487,0.0,0,False,0.0,1.5717227393090072,-0.11133356981972331,0.0,0.0,0.8,0.0,0.0,0.2
2011-11-01,0.07561049268832028,0.07241049268832028,0.8,3,True,0.0032,1.6704308837987005,-0.05552308098507086,0.0,0.0,0.0,0.2,0.0,0.8
2011-12-01,0.055921280020910215,0.055921280020910215,0.0,0,False,0.0,1.7350356323251515,-0.01899496453691385,0.0,0.0,0.0,0.2,0.0,0.8
2012-01-01,0.059889009572075796,0.059889009572075796,0.0,0,False,0.0,1.6814519343320595,-0.04929167808596757,0.0,0.0,0.0,0.2,0.0,0.8
2012-02-01,-0.022888377798645762,-0.026088377798645764,0.8,3,True,0.0032,1.7975204933042626,0.0,0.0,0.0,0.8,0.0,0.0,0.2
2012-03-01,-0.027351740148320362,-0.027351740148320362,0.0,0,False,0.0,1.845776451533235,-0.031447165320336534,0.0,0.0,0.8,0.0,0.0,0.2
2012-04-01,-0.06234005083383699,-0.06554005083383699,0.8,3,True,0.0032,1.821043370725733,-0.04442560347657598,0.0,0.0,0.0,0.2,0.0,0.8
2012-05-01,0.0036589489634766045,0.0036589489634766045,0.0,0,False,0.0,1.7968496066485025,-0.0571210405426994,0.0,0.0,0.0,0.2,0.0,0.8
2012-06-01,0.009382625527221355,0.009382625527221355,0.0,0,False,0.0,1.634819265124873,-0.1421448506885401,0.0,0.0,0.0,0.2,0.0,0.8
2012-07-01,0.08319621282183448,0.08319621282183448,0.0,0,False,0.0,1.7352877245222575,-0.08942502588830292,0.0,0.0,0.0,0.2,0.0,0.8
2012-08-01,0.015092188135455098,0.015092188135455098,0.0,0,False,0.0,1.7598364550212424,-0.07654332372289274,0.0,0.0,0.0,0.2,0.0,0.8
2012-09-01,-0.0537899291930269,-0.0537899291930269,0.0,0,False,0.0,1.8333831523576098,-0.037950425797852017,0.0,0.0,0.0,0.2,0.0,0.8
2012-10-01,0.0008013513505211289,0.0008013513505211289,0.0,0,False,0.0,1.8626682969080426,-0.022583337467754427,0.0,0.0,0.0,0.2,0.0,0.8
2012-11-01,-0.0007291087336336768,-0.0007291087336336768,0.0,0,False,0.0,1.7901340343436671,-0.06064497031596172,0.0,0.0,0.0,0.2,0.0,0.8
2012-12-01,0.028390101036921987,0.028390101036921987,0.0,0,False,0.0,1.7780046650893915,-0.06700973619232031,0.0,0.0,0.0,0.2,0.0,0.8
2013-01-01,-0.002278304373310869,-0.002278304373310869,0.0,0,False,0.0,1.7580959705263437,-0.07745662565057188,0.0,0.0,0.0,0.2,0.0,0.8
2013-02-01,0.04242822034841485,0.04002822034841485,0.6000000000000001,2,True,0.0024000000000000002,1.8226914131182346,-0.04356080962269204,0.0,0.0,0.0,0.8,0.0,0.2
2013-03-01,0.01828626497987811,0.01828626497987811,0.0,0,False,0.0,1.8250412694181755,-0.04232774590118504,0.0,0.0,0.0,0.8,0.0,0.2
2013-04-01,0.0508643470375016,0.0508643470375016,0.0,0,False,0.0,1.8765955855544,-0.015275131272672549,0.0,0.0,0.0,0.8,0.0,0.2
2013-05-01,-0.041483351147088475,-0.041483351147088475,0.0,0,False,0.0,1.9042959352272215,-0.008247779958308943,0.0,0.0,0.0,0.8,0.0,0.2
2013-06-01,0.06050526842305946,0.06050526842305946,0.0,0,False,0.0,1.9678899446639626,-0.020541307226967453,0.0,0.0,0.0,0.8,0.0,0.2
2013-07-01,-0.011976190033504697,-0.011976190033504697,0.0,0,False,0.0,1.9462703171681026,-0.03130183382183804,0.0,0.0,0.0,0.8,0.0,0.2
2013-08-01,0.022794024702539772,0.022794024702539772,0.0,0,False,0.0,2.0527555632080934,0.0,0.0,0.0,0.0,0.8,0.0,0.2
2013-09-01,0.039991152241574617,0.039991152241574617,0.0,0,False,0.0,1.9835943395417877,-0.035662526680319995,0.0,0.0,0.0,0.8,0.0,0.2
2013-10-01,0.025037883590913256,0.025037883590913256,0.0,0,False,0.0,2.053704481794771,-0.015102643702715968,0.0,0.0,0.0,0.8,0.0,0.2
2013-11-01,0.0284791872291446,0.0284791872291446,0.0,0,False,0.0,2.1377647055376974,-0.005489050493215797,0.0,0.0,0.0,0.8,0.0,0.2
2013-12-01,-0.030656768696458926,-0.030656768696458926,0.0,0,False,0.0,2.1965681715320855,-1.6275740621907175e-06,0.0,0.0,0.0,0.8,0.0,0.2
2014-01-01,0.038065267835031814,0.038065267835031814,0.0,0,False,0.0,2.1624125445256634,-0.038629162655517635,0.0,0.0,0.0,0.8,0.0,0.2
2014-02-01,0.013873838655734574,0.013873838655734574,0.0,0,False,0.0,2.0909430512419176,-0.07040325071134335,0.0,0.0,0.0,0.8,0.0,0.2
2014-03-01,-0.004306363311090422,-0.004306363311090422,0.0,0,False,0.0,2.185279857568095,-0.028462754796353407,0.0,0.0,0.0,0.8,0.0,0.2
2014-04-01,0.033414348711475396,0.033414348711475396,0.0,0,False,0.0,2.2194570488093155,-0.013268172687201818,0.0,0.0,0.0,0.8,0.0,0.2
2014-05-01,0.024146996284393075,0.024146996284393075,0.0,0,False,0.0,2.2163347184631377,-0.014656306208240766,0.0,0.0,0.0,0.8,0.0,0.2
2014-06-01,0.01716422505380586,0.01716422505380586,0.0,0,False,0.0,2.274261687933465,0.0,0.0,0.0,0.0,0.8,0.0,0.2
2014-07-01,0.012161039856442946,0.012161039856442946,0.0,0,False,0.0,2.337435186158695,0.0,0.0,0.0,0.0,0.8,0.0,0.2
2014-08-01,-0.015064850313099743,-0.015064850313099743,0.0,0,False,0.0,2.295194882305018,-0.0298518394730789,0.0,0.0,0.0,0.8,0.0,0.2
2014-09-01,-0.0016134569315229942,-0.0040134569315229945,0.6000000000000001,2,True,0.0024000000000000002,2.3907528516689944,0.0,0.0,0.0,0.0,0.2,0.0,0.8
2014-10-01,0.06462387446637163,0.06462387446637163,0.0,0,False,0.0,2.3350585819415643,-0.029441867600370708,0.0,0.0,0.0,0.2,0.0,0.8
2014-11-01,0.01436294575400714,0.01436294575400714,0.0,0,False,0.0,2.4126093474586416,0.0,0.0,0.0,0.0,0.2,0.0,0.8
2014-12-01,-0.022378824196762005,-0.022378824196762005,0.0,0,False,0.0,2.4926486524525573,-0.010307392066849386,0.0,0.0,0.0,0.2,0.0,0.8
2015-01-01,0.038744839778703445,0.038744839778703445,0.0,0,False,0.0,2.414180807865089,-0.0445191573465864,0.0,0.0,0.0,0.2,0.0,0.8
2015-02-01,-0.032434575934202646,-0.032434575934202646,0.0,0,False,0.0,2.3324943020120323,-0.07684891955479178,0.0,0.0,0.0,0.2,0.0,0.8
2015-03-01,0.04238560302396137,0.04238560302396137,0.0,0,False,0.0,2.507898954067506,-0.007427530649169123,0.0,0.0,0.0,0.2,0.0,0.8
2015-04-01,-0.005184295372467052,-0.005184295372467052,0.0,0,False,0.0,2.426675084987381,-0.03963613885180528,0.0,0.0,0.0,0.2,0.0,0.8
2015-05-01,-0.002831823926733046,-0.002831823926733046,0.0,0,False,0.0,2.519153451193755,-0.005943756572420855,0.0,0.0,0.0,0.2,0.0,0.8
2015-06-01,-0.014981651794140882,-0.014981651794140882,0.0,0,False,0.0,2.5390756590127284,-0.00650229907295552,0.0,0.0,0.0,0.2,0.0,0.8
2015-07-01,-0.10048463861834322,-0.10048463861834322,0.0,0,False,0.0,2.456233065852797,-0.0389172157183415,0.0,0.0,0.0,0.2,0.0,0.8
2015-08-01,0.055630575353843,0.055630575353843,0.0,0,False,0.0,2.5053969493550885,-0.022006656778441824,0.0,0.0,0.0,0.2,0.0,0.8
2015-09-01,0.09212493515206602,0.09212493515206602,0.0,0,False,0.0,2.2891837683666036,-0.10640647684604698,0.0,0.0,0.0,0.2,0.0,0.8
2015-10-01,0.0050801388458666,0.0050801388458666,0.0,0,False,0.0,2.3285647207302476,-0.09103393906464552,0.0,0.0,0.0,0.2,0.0,0.8
2015-11-01,-0.009716894276442579,-0.009716894276442579,0.0,0,False,0.0,2.5613472674757367,-0.008538195575171104,0.0,0.0,0.0,0.2,0.0,0.8
2015-12-01,-0.07862193875062778,-0.07862193875062778,0.0,0,False,0.0,2.6014424422098643,0.0,0.0,0.0,0.0,0.2,0.0,0.8
2016-01-01,0.0381131227008396,0.0381131227008396,0.0,0,False,0.0,2.5047516253772755,-0.03997496188482641,0.0,0.0,0.0,0.2,0.0,0.8
2016-02-01,0.05463326245035045,0.05463326245035045,0.0,0,False,0.0,2.4124309723582056,-0.07535976313037929,0.0,0.0,0.0,0.2,0.0,0.8
2016-03-01,0.0,-0.004,1.0,3,True,0.004,2.4608983974542977,-0.05678309422884231,1.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,0.006154175630072789,0.0021541756300727886,1.0,3,True,0.004,2.538186535464394,-0.027159978352904846,0.0,0.0,0.0,0.2,0.0,0.8
2016-05-01,-0.04701552619043754,-0.04701552619043754,0.0,0,False,0.0,2.4613659122443754,-0.05660390444426788,0.0,0.0,0.0,0.2,0.0,0.8
2016-06-01,0.10107115102379827,0.10107115102379827,0.0,0,False,0.0,2.561542500721676,-0.018208068227699936,0.0,0.0,0.0,0.2,0.0,0.8
2016-07-01,0.022909783100033377,0.022909783100033377,0.0,0,False,0.0,2.5447890488661367,-0.024629356906872735,0.0,0.0,0.0,0.2,0.0,0.8
2016-08-01,0.004179250496019105,0.004179250496019105,0.0,0,False,0.0,2.70526181895456,0.0,0.0,0.0,0.0,0.2,0.0,0.8
