date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_gld.us,w_hyg.us,w_ief.us,w_lqd.us,w_qqq.us,w_shy.us,w_spy.us,w_tlt.us,w_vnq.us,w_vwo.us,w_xle.us
2007-05-01,0.018802408588179956,0.014802408588179956,0.9999999999999999,5,True,0.003999999999999999,,,0.0,0.0,0.0,0.0,0.2,0.0,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.26666666666666666
2007-06-01,0.019030530464817272,0.015563863798150605,0.8666666666666666,7,True,0.0034666666666666665,1.0192841207228969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.6,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0
2007-07-01,-0.013674098520502581,-0.014740765187169248,0.26666666666666666,5,True,0.0010666666666666665,1.0114444757479806,-0.014131279000125119,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666665,0.8,0.0,0.0,0.0,0.06666666666666665,0.06666666666666665
2007-08-01,0.044244878755583326,0.043444878755583324,0.2,4,True,0.0008,1.0219710879961819,-0.012017291876435854,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.6,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333
2007-09-01,0.05993403845346158,0.05753403845346158,0.6,5,True,0.0024,1.053985339878862,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.19999999999999998,0.19999999999999998
2007-10-01,-0.006061710281342014,-0.008461710281342013,0.6,4,True,0.0024,1.1058558366158335,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.19999999999999998,0.19999999999999998
2007-11-01,0.00725983811311378,0.00565983811311378,0.4,5,True,0.0016,1.1272085235907146,-0.01646189877385884,0.0,0.26666666666666666,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.26666666666666666
2007-12-01,0.03332041850284136,0.03118708516950803,0.5333333333333333,5,True,0.002133333333333333,1.123453667276423,-0.0224217240538801,0.0,0.13333333333333333,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.0
2008-01-01,-0.0008697277190878056,-0.0014030610524211388,0.13333333333333333,2,True,0.0005333333333333333,1.10905434854047,-0.045372879881207195,0.0,0.13333333333333333,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333
2008-02-01,0.036791237933600174,0.03519123793360018,0.39999999999999997,4,True,0.0015999999999999999,1.1248072290088311,-0.0318134660121957,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,-0.011172658841509355,-0.011972658841509356,0.19999999999999996,4,True,0.0007999999999999998,1.1452913305746355,-0.014181616940309505,0.0,0.06666666666666665,0.06666666666666665,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666665
2008-04-01,-0.018034048810216086,-0.018834048810216084,0.19999999999999996,4,True,0.0007999999999999998,1.1373568009832613,-0.021825091114810014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,-0.003783774839969358,-0.005383774839969358,0.4,4,True,0.0016,1.1311767713770826,-0.027140177718860348,0.0,0.13333333333333333,0.13333333333333333,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
2008-06-01,0.011213332731555743,0.008013332731555743,0.8,5,True,0.0032,1.1200759092809731,-0.0366873881984755,0.0,0.06666666666666665,0.06666666666666665,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.06666666666666665
2008-07-01,0.0034313396692482456,-0.0005686603307517545,1.0,5,True,0.004,1.1336812383977397,-0.024986230252577624,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
