date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_iau.us,w_ivv.us,w_qqq.us,w_vt.us
2018-04-01,0.04335640848289053,0.04335640848289053,0.0,0,False,0.0,2.06152670787396,-0.07289417564376788,0.0,0.0,0.0,0.2,0.8,0.0
2018-05-01,0.05548822588268153,0.05548822588268153,0.0,0,False,0.0,2.1509071019189325,-0.03269819681611186,0.0,0.0,0.0,0.2,0.8,0.0
2018-06-01,0.00162378024051959,0.00162378024051959,0.0,0,False,0.0,2.2702571210428735,0.0,0.0,0.0,0.0,0.2,0.8,0.0
2018-07-01,0.026735817652623874,0.026735817652623874,0.0,0,False,0.0,2.260660662469016,-0.029779499958155542,0.0,0.0,0.0,0.2,0.8,0.0
2018-08-01,0.04577442857304451,0.04577442857304451,0.0,0,False,0.0,2.321101273715249,-0.027230597743894802,0.0,0.0,0.0,0.2,0.8,0.0
2018-09-01,0.005014369366884352,0.005014369366884352,0.0,0,False,0.0,2.436569749088738,-0.001115542801510716,0.0,0.0,0.0,0.2,0.8,0.0
2018-10-01,-0.07317903937444348,-0.07317903937444348,0.0,0,False,0.0,2.4487876097988464,0.0,0.0,0.0,0.0,0.2,0.8,0.0
2018-11-01,0.005513528292129477,0.005513528292129477,0.0,0,False,0.0,2.269587684881727,-0.07317903937444359,0.0,0.0,0.0,0.2,0.8,0.0
2018-12-01,-0.09883030822981839,-0.09883030822981839,0.0,0,False,0.0,2.245502475219224,-0.08301460435612096,0.0,0.0,0.0,0.2,0.8,0.0
2019-01-01,0.08091120014575601,0.08091120014575601,0.0,0,False,0.0,2.0170176828130106,-0.17631987570424823,0.0,0.0,0.0,0.2,0.8,0.0
2019-02-01,0.04090197139289313,0.04090197139289313,0.0,0,False,0.0,2.180217004244623,-0.10967492831127346,0.0,0.0,0.0,0.2,0.8,0.0
2019-03-01,0.04140356451301628,0.04140356451301628,0.0,0,False,0.0,2.269392177782535,-0.07325887769868589,0.0,0.0,0.0,0.2,0.8,0.0
2019-04-01,0.03430865497151028,0.03430865497151028,0.0,0,False,0.0,2.36335310322069,-0.03488849185461795,0.0,0.0,0.0,0.2,0.8,0.0
2019-05-01,-0.09144155563266745,-0.09144155563266745,0.0,0,False,0.0,2.4444365694149366,-0.010125604970914859,0.0,0.0,0.0,0.2,0.8,0.0
2019-06-01,0.1084005684291586,0.1084005684291586,0.0,0,False,0.0,2.2619226799401626,-0.08451194612880886,0.0,0.0,0.0,0.2,0.8,0.0
2019-07-01,0.003216317507157873,0.003216317507157873,0.0,0,False,0.0,2.5071163841884827,0.0,0.0,0.0,0.0,0.2,0.8,0.0
2019-08-01,-0.021612206243152524,-0.021612206243152524,0.0,0,False,0.0,2.515180066507431,-0.02587201127694183,0.0,0.0,0.0,0.2,0.8,0.0
2019-09-01,0.01120505626082493,0.01120505626082493,0.0,0,False,0.0,2.483031904760626,-0.03832297833117937,0.0,0.0,0.0,0.2,0.8,0.0
2019-10-01,0.05364421425014259,0.05284421425014259,0.2,2,True,0.0008,2.508845733417331,-0.028428177847263147,0.0,0.0,0.2,0.0,0.8,0.0
2019-11-01,0.010069078474153925,0.010069078474153925,0.0,0,False,0.0,2.643430791461327,0.0,0.0,0.0,0.2,0.0,0.8,0.0
2019-12-01,0.06300411854585408,0.06220411854585408,0.2,2,True,0.0008,2.692191626401956,-0.002737055496453422,0.0,0.0,0.0,0.2,0.8,0.0
2020-01-01,0.022529208761736787,0.022529208761736787,0.0,0,False,0.0,2.6703540845952722,-0.05670359725150964,0.0,0.0,0.0,0.2,0.8,0.0
2020-02-01,-0.0308211449387338,-0.0308211449387338,0.0,0,False,0.0,2.694044952620141,-0.04833485292851292,0.0,0.0,0.0,0.2,0.8,0.0
2020-03-01,-0.12429149412318777,-0.12509149412318776,0.2,2,True,0.0008,2.4842811196538803,-0.131137381211463,0.0,0.0,0.2,0.0,0.8,0.0
2020-04-01,0.147435942036838,0.147435942036838,0.0,0,False,0.0,2.1737657025840975,-0.2397383105970453,0.0,0.0,0.2,0.0,0.8,0.0
2020-05-01,0.08536573287617376,0.08536573287617376,0.0,0,False,0.0,2.4942568967119523,-0.1276484122254029,0.0,0.0,0.2,0.0,0.8,0.0
2020-06-01,0.061004527483858116,0.061004527483858116,0.0,0,False,0.0,2.7071809646812204,-0.053179479609330116,0.0,0.0,0.2,0.0,0.8,0.0
2020-07-01,0.0831583356493591,0.0831583356493591,0.0,0,False,0.0,2.872331260244894,0.0,0.0,0.0,0.2,0.0,0.8,0.0
2020-08-01,0.09013551040706969,0.09013551040706969,0.0,0,False,0.0,3.0784533503000633,0.0,0.0,0.0,0.2,0.0,0.8,0.0
2020-09-01,-0.05305782323682478,-0.05305782323682478,0.0,0,False,0.0,3.355931314293712,0.0,0.0,0.0,0.2,0.0,0.8,0.0
2020-10-01,-0.035538800172295874,-0.035538800172295874,0.0,0,False,0.0,3.1778729038249907,-0.057883388665685764,0.0,0.0,0.2,0.0,0.8,0.0
2020-11-01,0.1209198441826109,0.1201198441826109,0.2,2,True,0.0008,3.0532852003912914,-0.09481883212901743,0.0,0.0,0.0,0.2,0.8,0.0
2020-12-01,0.019340092877147132,0.019340092877147132,0.0,0,False,0.0,3.419749980690825,0.0,0.0,0.0,0.0,0.2,0.8,0.0
2021-01-01,0.037917657568630234,0.037917657568630234,0.0,0,False,0.0,3.3712146149756603,-0.04357908858424575,0.0,0.0,0.0,0.2,0.8,0.0
2021-02-01,0.010036411796705159,0.010036411796705159,0.0,0,False,0.0,3.4990431763366683,-0.01898883060730716,0.0,0.0,0.0,0.2,0.8,0.0
2021-03-01,0.009723282435193471,0.009723282435193471,0.0,0,False,0.0,3.5341610145488334,-0.03214060587755352,0.0,0.0,0.0,0.2,0.8,0.0
2021-04-01,0.03746152139841241,0.03746152139841241,0.0,0,False,0.0,3.5685246602647425,-0.02272983563094555,0.0,0.0,0.0,0.2,0.8,0.0
2021-05-01,-0.0072761389010779,-0.0072761389010779,0.0,0,False,0.0,3.716519593567611,-0.009426545956881194,0.0,0.0,0.0,0.2,0.8,0.0
2021-06-01,0.059101915828692994,0.059101915828692994,0.0,0,False,0.0,3.6894776807762355,-0.016634096000219367,0.0,0.0,0.0,0.2,0.8,0.0
2021-07-01,0.02596195084616526,0.02596195084616526,0.0,0,False,0.0,3.907532880117315,0.0,0.0,0.0,0.0,0.2,0.8,0.0
2021-08-01,0.041608488520537494,0.041608488520537494,0.0,0,False,0.0,4.010296603288565,-0.009655706305248701,0.0,0.0,0.0,0.2,0.8,0.0
2021-09-01,-0.049249265507569834,-0.049249265507569834,0.0,0,False,0.0,4.177158983470449,0.0,0.0,0.0,0.0,0.2,0.8,0.0
2021-10-01,0.07091068965521319,0.0701106896552132,0.2,2,True,0.0008,3.9682598220488825,-0.052895365463185406,0.0,0.2,0.0,0.0,0.8,0.0
2021-11-01,-0.021101747607796685,-0.021101747607796685,0.0,0,False,0.0,4.2496518627614455,0.0,0.0,0.2,0.0,0.0,0.8,0.0
2021-12-01,0.04719112709519439,0.04719112709519439,0.0,0,False,0.0,4.159976781732451,-0.04781644232484783,0.0,0.2,0.0,0.0,0.8,0.0
2022-01-01,-0.056200387092713244,-0.056200387092713244,0.0,0,False,0.0,4.139595281439949,-0.05367539109127728,0.0,0.2,0.0,0.0,0.8,0.0
2022-02-01,0.06930384899552308,0.06690384899552308,0.6000000000000001,2,True,0.0024000000000000002,3.8975717479977363,-0.10900273834628249,0.0,0.8,0.0,0.0,0.2,0.0
2022-03-01,0.05729074516339186,0.05729074516339186,0.0,0,False,0.0,4.167688471870189,-0.04725319866920841,0.0,0.8,0.0,0.0,0.2,0.0
2022-04-01,0.028488334879593725,0.028488334879593725,0.0,0,False,0.0,4.406458450032511,-0.03334659403595264,0.0,0.8,0.0,0.0,0.2,0.0
2022-05-01,0.026072727022479335,0.025272727022479336,0.2,2,True,0.0008,4.4628052499155695,-0.03909469064335458,0.0,0.8,0.0,0.2,0.0,0.0
2022-06-01,0.0,-0.004,1.0,3,True,0.004,4.557197425057751,-0.018770715659781056,1.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,0,False,0.0,4.557197425057751,-0.018770715659781056,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0,False,0.0,4.557197425057751,-0.018770715659781056,1.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0,False,0.0,4.557197425057751,-0.018770715659781056,1.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0,False,0.0,4.557197425057751,-0.018770715659781056,1.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0,False,0.0,4.557197425057751,-0.018770715659781056,1.0,0.0,0.0,0.0,0.0,0.0
