date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_efa.us,w_gld.us,w_hyg.us,w_ief.us,w_ijr.us,w_ivv.us,w_lqd.us,w_tlt.us,w_vnq.us,w_vwo.us
2007-05-01,-0.022198930129594174,-0.026198930129594174,1.0,2,True,0.004,0.996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-01,-0.002796952927717644,-0.002796952927717644,0.0,0,False,0.0,0.9738898655909245,-0.023239921986127454,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-01,0.014322083529679341,0.014322083529679341,0.0,0,False,0.0,0.9735389574929096,-0.02359186426759352,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-01,0.019518146681469783,0.019518146681469783,0.0,0,False,0.0,0.9874820637615198,-0.009607665388575715,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-01,0.00024603934882572176,0.00024603934882572176,0.0,0,False,0.0,1.012551220664528,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-01,0.062338028982102056,0.05833802898210206,0.9999999999999999,4,True,0.003999999999999999,1.0087491467150829,-0.020503364456283535,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
2007-11-01,-0.010517970741202493,-0.010517970741202493,0.0,0,False,0.0,1.0716325802586784,-0.018879155148504467,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
2007-12-01,0.04665644395003983,0.04665644395003983,0.0,0,False,0.0,1.0526326365317469,-0.04859351892388242,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
2008-01-01,-0.009659777044260834,-0.009659777044260834,0.0,0,False,0.0,1.066171783469151,-0.036356360681354616,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
2008-02-01,0.07321212767360057,0.07187879434026723,0.3333333333333333,2,True,0.0013333333333333333,1.0544649713476244,-0.04693739012944265,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
2008-03-01,-0.04397079118821889,-0.04530412452155222,0.3333333333333333,2,True,0.0013333333333333333,1.1238589506927548,-0.0005313547119564221,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,-0.0012983071081434181,-0.002631640441476751,0.3333333333333333,2,True,0.0013333333333333333,1.0715787149433895,-0.07404722658788354,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
2008-05-01,0.030519921940328265,0.027853255273661597,0.6666666666666666,4,True,0.0026666666666666666,1.0673336434096943,-0.07771539926166193,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
2008-06-01,-0.0031969952772028867,-0.0031969952772028867,0.0,0,False,0.0,1.0958992342199196,-0.053031829435173594,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
2008-07-01,-0.04988065777500716,-0.05121399110834049,0.3333333333333333,2,True,0.0013333333333333333,1.090939122011103,-0.05731786982785869,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,-0.015166287329955988,-0.016499620663289322,0.3333333333333333,2,True,0.0013333333333333333,1.0351403311980172,-0.10553368858751833,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,-0.02081629930661962,-0.023482965973286286,0.6666666666666666,4,True,0.0026666666666666666,1.0264188140228814,-0.11306996464830676,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0
2008-10-01,-0.022498912780487247,-0.02383224611382058,0.3333333333333333,2,True,0.0013333333333333333,1.001035936005389,-0.135003347581095,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
2008-11-01,0.11790197403718634,0.11790197403718634,0.0,0,False,0.0,0.980339019174728,-0.1528875844301285,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
2008-12-01,0.03376546371370851,0.03376546371370851,0.0,0,False,0.0,1.0959229247611073,-0.053011358403031505,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
2009-01-01,-0.027147650903238226,-0.029814317569904894,0.6666666666666666,3,True,0.0026666666666666666,1.1369640244746204,-0.030979568865265095,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
2009-02-01,-0.016228440941811043,-0.016228440941811043,0.0,0,False,0.0,1.1123103186999161,-0.05199161857362078,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
2009-03-01,0.007042168334291979,0.005708835000958646,0.3333333333333333,2,True,0.0013333333333333333,1.098177776223321,-0.06403661041936404,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2009-04-01,-0.0559522741939152,-0.05728560752724853,0.3333333333333333,2,True,0.0013333333333333333,1.1029641981717575,-0.05995720195944376,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
2009-05-01,0.06063218809621325,0.057965521429546585,0.6666666666666666,4,True,0.0026666666666666666,1.0384741740151002,-0.11492125505782613,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
2009-06-01,-0.039450550500041315,-0.04211721716670798,0.6666666666666666,4,True,0.0026666666666666666,1.0985019644391316,-0.06376030879689287,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
2009-07-01,0.07336112115757931,0.07069445449091265,0.6666666666666666,4,True,0.0026666666666666666,1.0523516826640533,-0.10309362540147127,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
2009-08-01,-0.026713022845220147,-0.029379689511886815,0.6666666666666666,4,True,0.0026666666666666666,1.1226424582802401,-0.04318566329698281,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2009-09-01,0.06344241225791461,0.06210907892458128,0.3333333333333333,2,True,0.0013333333333333333,1.088286556496062,-0.07246677513718436,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
2009-10-01,0.010287414722416195,0.010287414722416195,0.0,0,False,0.0,1.1573300808680314,-0.06375107841822203,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
