date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_gld.us,w_hyg.us,w_ief.us,w_lqd.us,w_qqq.us,w_shy.us,w_spy.us,w_tlt.us,w_vnq.us,w_vwo.us,w_xle.us
2007-05-01,0.03177429085401198,0.02857429085401198,0.7999999999999999,4,True,0.0031999999999999997,0.9968,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.26666666666666666
2007-06-01,0.005607918332799573,0.002941251666132907,0.6666666666666666,6,True,0.0026666666666666666,1.0257300194882835,-0.000888095845639203,0.6,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0
2007-07-01,-0.001635295869539743,-0.0027019625362064096,0.26666666666666666,5,True,0.0010666666666666665,1.0261082768979501,-0.00413137167152533,0.8,0.0,0.0,0.0,0.0,0.0,0.06666666666666665,0.0,0.0,0.0,0.0,0.06666666666666665,0.06666666666666665
2007-08-01,0.013371465281427495,0.012571465281427495,0.2,4,True,0.0008,1.0225188905838432,-0.014243106131935246,0.6,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333
2007-09-01,0.04843267320510315,0.04763267320510315,0.19999999999999996,4,True,0.0007999999999999998,1.029434240126211,-0.007576379925044119,0.4,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.19999999999999998,0.19999999999999998
2007-10-01,0.022111587181845048,0.02131158718184505,0.19999999999999998,2,True,0.0007999999999999999,1.0775663150239596,0.0,0.4,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.19999999999999998
2007-11-01,-0.012180283992282347,-0.012980283992282347,0.2,4,True,0.0008,1.1005119021295968,-0.016672693514451442,0.2,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.26666666666666666
2007-12-01,0.00697687739564555,0.004843544062312218,0.5333333333333333,5,True,0.002133333333333333,1.0832681594344395,-0.040423702946047246,0.6,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.0
2008-01-01,-0.014722954199299136,-0.01525628753263247,0.13333333333333333,2,True,0.0005333333333333333,1.066954329655613,-0.054874754824197014,0.6,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333
2008-02-01,0.0,-0.0015999999999999999,0.39999999999999997,4,True,0.0015999999999999999,1.0490038496890914,-0.07077557766903053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,-0.010424065120142073,-0.011224065120142073,0.19999999999999996,4,True,0.0007999999999999998,1.0490038496890914,-0.07077557766903053,0.8,0.06666666666666665,0.06666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666665
2008-04-01,0.0,-0.0007999999999999998,0.19999999999999996,4,True,0.0007999999999999998,1.0364087192683924,-0.08193254605654032,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,0.031669485238310424,0.030069485238310423,0.39999999999999997,4,True,0.0015999999999999999,1.034750465317563,-0.08340145398284982,0.6,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333
2008-06-01,0.012587758221691038,0.011787758221691038,0.2,4,True,0.0008,1.0638090588213995,-0.057660886138074074,0.8,0.06666666666666665,0.06666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666665
2008-07-01,0.0,-0.0007999999999999998,0.19999999999999996,4,True,0.0007999999999999998,1.0754771994078307,-0.047325060202529134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,0,False,0.0,1.0754771994078307,-0.047325060202529134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,0,False,0.0,1.0754771994078307,-0.047325060202529134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,0,False,0.0,1.0754771994078307,-0.047325060202529134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,0,False,0.0,1.0754771994078307,-0.047325060202529134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,0,False,0.0,1.0754771994078307,-0.047325060202529134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,0,False,0.0,1.0738578541549093,-0.048759502180646064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,0,False,0.0,1.0738578541549093,-0.048759502180646064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,0,False,0.0,1.0738578541549093,-0.048759502180646064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,0,False,0.0,1.0738578541549093,-0.048759502180646064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,0,False,0.0,1.0738578541549093,-0.048759502180646064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,-0.006713286690840148,-0.008313286690840149,0.39999999999999997,4,True,0.0015999999999999999,1.0721396815882613,-0.050281486977157064,0.6,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0
2009-07-01,0.0,-0.0015999999999999999,0.39999999999999997,4,True,0.0015999999999999999,1.0632381931722807,-0.058166568079268344,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-01,-0.0002747231495385434,-0.001074723149538543,0.19999999999999996,4,True,0.0007999999999999998,1.0632381931722807,-0.058166568079268344,0.8,0.0,0.06666666666666665,0.0,0.0,0.06666666666666665,0.06666666666666665,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-01,0.023784566497295587,0.02191789983062892,0.4666666666666666,5,True,0.0018666666666666664,1.0601131614345753,-0.060934771277088684,0.4,0.0,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0
2009-10-01,0.01739649411622969,0.016596494116229692,0.2,4,True,0.0008,1.0844592314226402,-0.039368632289711325,0.2,0.0,0.26666666666666666,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0
2009-11-01,0.059095448411650445,0.05802878174498378,0.26666666666666666,2,True,0.0010666666666666665,1.1008820609341015,-0.024821026701466242,0.2,0.0,0.26666666666666666,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0
2009-12-01,-0.005759830674559475,-0.006826497341226141,0.26666666666666666,2,True,0.0010666666666666665,1.1634531696357566,-0.001103412423832384,0.2,0.26666666666666666,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0
2010-01-01,-0.04287540646112153,-0.043942073127788195,0.26666666666666666,2,True,0.0010666666666666665,1.1208468752894019,-0.039941802298665174,0.2,0.26666666666666666,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,0.013018753499998679,0.01061875349999868,0.6,6,True,0.0024,1.0690738505589454,-0.08428783912857096,0.4,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.19999999999999998,0.0
2010-03-01,0.04306010613687447,0.041460106136874474,0.4,5,True,0.0016,1.0812590725174789,-0.07385062197606762,0.2,0.0,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.0
2010-04-01,0.05068052747336266,0.05068052747336266,0.0,0,False,0.0,1.1278182029415402,-0.03397053145975659,0.2,0.0,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.0
2010-05-01,-0.04269789866660488,-0.04269789866660488,0.0,0,False,0.0,1.1689538564545765,-0.011428128926380787,0.2,0.0,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.0
2010-06-01,-0.003435504677168622,-0.005035504677168622,0.4,5,True,0.0016,1.1172515159727088,-0.055152249589334845,0.4,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.19999999999999998,0.0,0.0
2010-07-01,-0.001663075741559394,-0.0035297424082260604,0.4666666666666666,5,True,0.0018666666666666664,1.1113348218701042,-0.06015593500196714,0.8,0.0,0.06666666666666665,0.0,0.0,0.06666666666666665,0.0,0.0,0.0,0.06666666666666665,0.0,0.0,0.0
2010-08-01,0.03071748793609519,0.02805082126942852,0.6666666666666666,5,True,0.0026666666666666666,1.1111630133632546,-0.06030123163292034,0.2,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.26666666666666666,0.0,0.0
2010-09-01,0.003447115289642839,0.0007804486229761724,0.6666666666666666,5,True,0.0026666666666666666,1.1391950533432942,-0.03659483290720211,0.8,0.0,0.06666666666666665,0.0,0.0,0.06666666666666665,0.0,0.0,0.0,0.06666666666666665,0.0,0.0,0.0
2010-10-01,-0.007938198011527696,-0.011138198011527696,0.7999999999999999,4,True,0.0031999999999999997,1.1394639996614648,-0.03636738786007365,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2010-11-01,-0.010467931720842963,-0.010467931720842963,0.0,0,False,0.0,1.1304187088051447,-0.04401689434560607,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2010-12-01,0.017466657227496452,0.015599990560829785,0.4666666666666667,5,True,0.0018666666666666669,1.1164975365612442,-0.05578988197612833,0.2,0.0,0.26666666666666666,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0
2011-01-01,0.012385265608993883,0.011318598942327215,0.26666666666666666,2,True,0.0010666666666666665,1.1287512540371252,-0.04542704314733148,0.2,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.26666666666666666
2011-02-01,0.03257839666152034,0.03257839666152034,0.0,0,False,0.0,1.1415122249108605,-0.03463522550311249,0.2,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.26666666666666666
2011-03-01,0.01401672540408973,0.01401672540408973,0.0,0,False,0.0,1.1787008629679812,-0.008382321349072908,0.2,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.26666666666666666
2011-04-01,0.03528424411761731,0.03528424411761731,0.0,0,False,0.0,1.1952223892977667,0.0,0.2,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.26666666666666666
2011-05-01,-0.01284246430635257,-0.014709130973019237,0.4666666666666667,5,True,0.0018666666666666669,1.2455645716410286,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
2011-06-01,-0.027323409501372686,-0.02865674283470602,0.3333333333333333,2,True,0.0013333333333333333,1.2256368942978493,-0.015998911495150092,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
