date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_cbu0.uk,w_cmod.uk,w_cndx.uk,w_cspx.uk,w_dtla.uk,w_eimi.uk,w_ibta.uk,w_igln.uk,w_ihya.uk,w_iues.uk,w_iuit.uk,w_lqda.uk,w_vwra.uk,w_xres.uk
2025-08-01,0.027601581061601505,0.027601581061601505,0.0,0,False,0.0,1.692251403909011,-0.014681476016234596,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.1,0.23333333333333334,0.0,0.0,0.4,0.0,0.0,0.0
2025-09-01,0.07249233050035345,0.07249233050035345,0.0,0,False,0.0,1.7389602182106145,-0.004189593095704436,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.1,0.23333333333333334,0.0,0.0,0.4,0.0,0.0,0.0
2025-10-01,0.04976728574251184,0.04936728574251184,0.09999999999999999,4,True,0.00039999999999999996,1.864275488477275,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.26666666666666666,0.0,0.0,0.4,0.0,0.0,0.0
2025-11-01,-0.011235927416655947,-0.011635927416655947,0.09999999999999999,4,True,0.00039999999999999996,1.9498662386441739,-0.010389642474004424,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.1,0.23333333333333334,0.0,0.0,0.4,0.0,0.0,0.0
2025-12-01,0.0037117364126101338,0.0027784030792768004,0.23333333333333334,5,True,0.0009333333333333334,1.9253877926412957,-0.0228131222084057,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.4,0.0,0.0,0.0
2026-01-01,0.029669081141523675,0.02900241447485701,0.16666666666666666,2,True,0.0006666666666666666,1.8701384868151327,-0.05168008462389295,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.26666666666666666,0.0,0.0,0.4,0.0,0.0,0.0
2026-02-01,0.05167621924461783,0.050342885911284496,0.3333333333333333,4,True,0.0013333333333333333,1.960900568909953,-0.030689528556126167,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.16666666666666666,0.4,0.0,0.0,0.0
2026-03-01,-0.038313043115452895,-0.038979709782119565,0.16666666666666666,2,True,0.0006666666666666666,2.0395038741862206,-0.005938377964992969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.16666666666666666,0.4,0.0,0.0,0.16666666666666666
2026-04-01,-0.006373345348561599,-0.009440012015228266,0.7666666666666666,8,True,0.0030666666666666668,1.9540458575965558,-0.0475909267354202,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.3,0.4666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0
2026-05-01,0.016214889539756937,0.01354822287309027,0.6666666666666667,8,True,0.0026666666666666666,1.936414469723115,-0.056184529449312626,0.0,0.0,0.5333333333333333,0.13333333333333333,0.0,0.0,0.0,0.1,0.0,0.0,0.13333333333333333,0.1,0.0,0.0,0.0
2026-06-01,-0.07108913690161715,-0.07108913690161715,0.0,0,False,0.0,1.9678132164528628,-0.04088066584841932,0.0,0.0,0.5333333333333333,0.13333333333333333,0.0,0.0,0.0,0.1,0.0,0.0,0.13333333333333333,0.1,0.0,0.0,0.0
2026-07-01,0.0,-0.002,0.5,5,True,0.002,1.82426722716501,-0.11084550423591122,0.0,0.1,0.13333333333333333,0.13333333333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.4,0.0,0.0,0.0
2026-08-01,0.0,-0.002,0.5,3,True,0.002,1.8095823117281378,-0.1180029855446677,0.5,0.1,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0
