date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_gld.us,w_hyg.us,w_ief.us,w_ivv.us,w_lqd.us,w_shy.us,w_tlt.us,w_xlk.us
2006-07-01,-0.006547289485046248,-0.007747289485046249,0.30000000000000004,2,True,0.0012000000000000001,0.9779836508551567,-0.042882753753269665,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
2006-08-01,0.016309165041659246,0.015909165041659245,0.09999999999999999,2,True,0.00039999999999999996,0.9700264463259596,-0.050670182183333634,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2006-09-01,0.007403992416768901,0.007003992416768901,0.09999999999999999,2,True,0.00039999999999999996,0.9854524290267703,-0.03557333054339107,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
2006-10-01,0.015685431874892353,0.015685431874892353,0.0,0,False,0.0,0.9950545222184882,-0.026176109039917628,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
2006-11-01,0.01238061096020875,0.01238061096020875,0.0,0,False,0.0,1.0106623821385496,-0.010901260740120877,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
2006-12-01,0.003414222341577511,0.003414222341577511,0.0,0,False,0.0,1.023174999903925,-0.004157043524897652,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
2007-01-01,0.010600504672446753,0.010600504672446753,0.0,0,False,0.0,1.0222026148083223,-0.010359742079815715,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
2007-02-01,-0.013766920344711631,-0.013766920344711631,0.0,0,False,0.0,1.0330384784027853,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
2007-03-01,0.006134978511363265,0.006134978511363265,0.0,0,False,0.0,1.0188167199575917,-0.01881905094424441,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
2007-04-01,0.022867473392642057,0.022867473392642057,0.0,0,False,0.0,1.0243450459078032,-0.013494945051337748,0.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1
2007-05-01,0.009176786573537998,0.007176786573537998,0.5,5,True,0.002,1.0456736905320048,-0.005171777672840383,0.0,0.0,0.11111111111111112,0.0,0.16666666666666666,0.4,0.11111111111111112,0.0,0.11111111111111112,0.1
2007-06-01,-0.0034259952490167,-0.0054259952490167,0.5,5,True,0.002,1.0531590755859497,-0.004506976097031656,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0.0,0.1
2007-07-01,-0.012003487013933013,-0.012003487013933013,0.0,0,False,0.0,1.0462818066909654,-0.011007678001587418,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0.0,0.1
2007-08-01,0.016793319078289008,0.01492665241162234,0.46666666666666673,6,True,0.0018666666666666669,1.0317931607617614,-0.02753153401193531,0.0,0.05555555555555556,0.05555555555555556,0.0,0.0,0.1,0.0,0.3333333333333333,0.05555555555555556,0.4
2007-09-01,0.03540708741426217,0.0347404207475955,0.16666666666666669,4,True,0.0006666666666666668,1.0420931808826381,-0.0178237309875382,0.0,0.11111111111111112,0.11111111111111112,0.0,0.0,0.1,0.0,0.16666666666666666,0.11111111111111112,0.4
2007-10-01,0.02836408964687485,0.02836408964687485,0.0,0,False,0.0,1.0782713381218019,0.0,0.0,0.11111111111111112,0.11111111111111112,0.0,0.0,0.1,0.0,0.16666666666666666,0.11111111111111112,0.4
2007-11-01,-0.021236012671421858,-0.021236012671421858,0.0,0,False,0.0,1.1088555230199444,-0.008376076788988107,0.0,0.11111111111111112,0.11111111111111112,0.0,0.0,0.1,0.0,0.16666666666666666,0.11111111111111112,0.4
2007-12-01,0.017250214155451,0.016583547488784333,0.16666666666666666,2,True,0.0006666666666666666,1.0857588790538204,-0.03296465298542062,0.0,0.11111111111111112,0.11111111111111112,0.0,0.16666666666666666,0.1,0.0,0.0,0.11111111111111112,0.4
2008-01-01,-0.031843637739327774,-0.031843637739327774,0.0,0,False,0.0,1.088308064587511,-0.030694211025668716,0.0,0.11111111111111112,0.11111111111111112,0.0,0.16666666666666666,0.1,0.0,0.0,0.11111111111111112,0.4
2008-02-01,-0.004692207510750043,-0.004692207510750043,0.0,0,False,0.0,1.0536523768299975,-0.06156043342840056,0.0,0.11111111111111112,0.11111111111111112,0.0,0.16666666666666666,0.1,0.0,0.0,0.11111111111111112,0.4
2008-03-01,0.005023776187439008,0.005023776187439008,0.0,0,False,0.0,1.0472977670657742,-0.06722019120431033,0.0,0.11111111111111112,0.11111111111111112,0.0,0.16666666666666666,0.1,0.0,0.0,0.11111111111111112,0.4
2008-04-01,-0.0034150175858523807,-0.005415017585852381,0.5,3,True,0.002,1.0504540383358187,-0.06440904598433328,0.5,0.11111111111111112,0.11111111111111112,0.0,0.16666666666666666,0.0,0.0,0.0,0.11111111111111112,0.0
2008-05-01,0.012026806393290157,0.012026806393290157,0.0,0,False,0.0,1.0468667193217724,-0.06760410554546104,0.5,0.11111111111111112,0.11111111111111112,0.0,0.16666666666666666,0.0,0.0,0.0,0.11111111111111112,0.0
2008-06-01,-0.04549050769945662,-0.04949050769945662,1.0,7,True,0.004,1.0566021211138066,-0.058933232267878166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2008-07-01,-0.00620772374306654,-0.01020772374306654,1.0,7,True,0.004,1.0004845967425793,-0.1089145224980076,0.5,0.05555555555555556,0.05555555555555556,0.0,0.3333333333333333,0.0,0.0,0.0,0.05555555555555556,0.0
2008-08-01,0.008957855712950491,0.008291189046283825,0.16666666666666669,4,True,0.0006666666666666668,0.9936110155136365,-0.1150365042171495,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2008-09-01,-0.0011866510295563404,-0.0011866510295563404,0.0,0,False,0.0,1.001402524682565,-0.10809696642630207,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2008-10-01,0.0035629827454024543,0.0015629827454024543,0.5,2,True,0.002,0.9982137809269581,-0.11093703339119876,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
2008-11-01,0.00433785883441784,0.00433785883441784,0.0,0,False,0.0,1.0027825492678337,-0.10686784218937495,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
2008-12-01,0.009926842387887547,0.007926842387887547,0.5,2,True,0.002,1.0051182134513594,-0.10478757384637638,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2009-01-01,-0.010690440153668657,-0.011357106820335323,0.16666666666666669,4,True,0.0006666666666666668,1.0224917885360978,-0.08931373196944425,0.5,0.0,0.05555555555555556,0.0,0.3333333333333333,0.0,0.05555555555555556,0.0,0.05555555555555556,0.0
2009-02-01,-0.005003969175810012,-0.005003969175810012,0.0,0,False,0.0,1.0104883925021853,-0.1000046030946462,0.5,0.0,0.05555555555555556,0.0,0.3333333333333333,0.0,0.05555555555555556,0.0,0.05555555555555556,0.0
2009-03-01,0.011720106021196885,0.01105343935453022,0.16666666666666669,4,True,0.0006666666666666668,1.0035444580702877,-0.10618924516623418,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2009-04-01,-0.017547698190896688,-0.017547698190896688,0.0,0,False,0.0,1.0146292347788457,-0.09631654589779182,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.036537934693293646,0.03387126802662698,0.6666666666666667,6,True,0.002666666666666667,0.9941666276521094,-0.11454164611605633,0.0,0.0,0.05555555555555556,0.05555555555555556,0.3333333333333333,0.5,0.05555555555555556,0.0,0.0,0.0
2009-06-01,-0.012892120379041035,-0.014225453712374369,0.3333333333333333,5,True,0.0013333333333333333,1.0291174344035576,-0.08341257483940245,0.0,0.0,0.11111111111111112,0.11111111111111112,0.0,0.5,0.11111111111111112,0.16666666666666666,0.0,0.0
2009-07-01,0.04931431568169039,0.04864764901502372,0.16666666666666669,4,True,0.0006666666666666668,1.015172695269354,-0.09583251070897947,0.0,0.0,0.05555555555555556,0.05555555555555556,0.0,0.5,0.05555555555555556,0.3333333333333333,0.0,0.0
2009-08-01,0.00017381088679996933,0.00017381088679996933,0.0,0,False,0.0,1.058758128876558,-0.057012975611229644,0.0,0.0,0.05555555555555556,0.05555555555555556,0.0,0.5,0.05555555555555556,0.3333333333333333,0.0,0.0
2009-09-01,0.024079593791177856,0.02341292712451119,0.16666666666666669,4,True,0.0006666666666666668,1.0582361911308005,-0.057477841484146475,0.0,0.0,0.11111111111111112,0.11111111111111112,0.0,0.5,0.11111111111111112,0.16666666666666666,0.0,0.0
2009-10-01,0.016133566256627478,0.016133566256627478,0.0,0,False,0.0,1.0837180887483535,-0.034782290767900514,0.0,0.0,0.11111111111111112,0.11111111111111112,0.0,0.5,0.11111111111111112,0.16666666666666666,0.0,0.0
2009-11-01,0.054944122463407186,0.05183301135229607,0.7777777777777778,6,True,0.0031111111111111114,1.096902175718916,-0.030053676337816526,0.0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.16666666666666666,0.0,0.0,0.0,0.0,0.5
2009-12-01,0.018949029231714917,0.018949029231714917,0.0,0,False,0.0,1.1535704171820638,0.0,0.0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.16666666666666666,0.0,0.0,0.0,0.0,0.5
2010-01-01,-0.05656973851591665,-0.05723640518258332,0.16666666666666666,2,True,0.0006666666666666666,1.145658466542052,-0.017757047943398274,0.0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.0,0.0,0.0,0.16666666666666666,0.0,0.5
