date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_gld.us,w_ief.us,w_qqq.us,w_shy.us,w_vnq.us,w_vt.us,w_vwo.us,w_xle.us
2015-08-01,0.002275771135497706,-0.001724228864502294,1.0,2,True,0.004,1.2903334607308692,-0.05156304438960069,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-01,0.012341228653527825,0.012341228653527825,0.0,0,False,0.0,1.288096884518463,-0.0532070004664148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-01,-0.010631374731913334,-0.010631374731913334,0.0,0,False,0.0,1.303993582698202,-0.04152241157161152,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,0.0024418092348170717,0.0024418092348170717,0.0,0,False,0.0,1.294051808471474,-0.048829938166808806,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,-0.005375195895454987,-0.005375195895454987,0.0,0,False,0.0,1.2972116361277313,-0.0465073623259431,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,0.02694861403423232,0.02694861403423232,0.0,0,False,0.0,1.2847998438006956,-0.0556304323590604,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,0.009314803386136106,0.009314803386136106,0.0,0,False,0.0,1.319423418902523,-0.03018098137502956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,0.00667594687663553,0.00667594687663553,0.0,0,False,0.0,1.3317135886326643,-0.021147307896401846,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,0.0002824357541263414,-0.0017175642458736582,0.49999999999999994,4,True,0.0019999999999999996,1.3379228297296586,-0.016583314245219194,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0
2016-05-01,-0.003904909872067726,-0.005238243205401059,0.33333333333333337,5,True,0.0013333333333333335,1.3355489986868068,-0.01832815707533575,0.0,0.0,0.08333333333333333,0.75,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333
2016-06-01,0.04811428584735722,0.045780952514023886,0.5833333333333334,5,True,0.0023333333333333335,1.3254600484326755,-0.025743862825470365,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0
2016-07-01,-0.00957178562649765,-0.011238452293164317,0.4166666666666667,5,True,0.0016666666666666668,1.386918222728747,0.0,0.0,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
2016-08-01,-0.01755703758876842,-0.019223704255435087,0.4166666666666667,5,True,0.0016666666666666668,1.371353533921272,-0.013315030545737572,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0
2016-09-01,-0.005400006990123515,-0.006400006990123515,0.24999999999999997,4,True,0.0009999999999999998,1.3459293517503474,-0.031607657347075824,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
2016-10-01,-0.022779961236884638,-0.02411329457021797,0.3333333333333333,2,True,0.0013333333333333333,1.348743507379031,-0.029582880371741505,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2016-11-01,-0.016316997567520863,-0.019316997567520863,0.7499999999999999,6,True,0.0029999999999999996,1.3123130381813966,-0.05579449940238601,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0
2016-12-01,0.012639728263953097,0.00997306159728643,0.6666666666666667,6,True,0.002666666666666667,1.2874576294508193,-0.07367789533018676,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.5,0.0,0.0,0.0,0.16666666666666666
2017-01-01,0.004528492541870599,0.003528492541870599,0.25,4,True,0.001,1.3024367483404133,-0.0629004618686857,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25
2017-02-01,0.011409989050209401,0.011409989050209401,0.0,0,False,0.0,1.3070264886180898,-0.059598156785668155,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25
2017-03-01,-0.022569328044494442,-0.023569328044494443,0.24999999999999997,4,True,0.0009999999999999998,1.3206177068950142,-0.04981931386974414,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2017-04-01,0.017080830449399953,0.014080830449399954,0.7499999999999999,6,True,0.0029999999999999996,1.2934633973516168,-0.06935676239752608,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0
2017-05-01,0.01261653583774569,0.01161653583774569,0.25000000000000006,4,True,0.0010000000000000002,1.3102985456994272,-0.057243921016777555,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0
2017-06-01,-0.009145573585789954,-0.011145573585789954,0.5,2,True,0.002,1.3241763143108711,-0.04725890594971316,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
2017-07-01,0.013573374480368772,0.010573374480368773,0.75,5,True,0.003,1.3152249267774647,-0.053699403834833626,0.0,0.0,0.0,0.0,0.08333333333333333,0.75,0.0,0.08333333333333333,0.08333333333333333,0.0
2017-08-01,0.013475597971928321,0.011475597971928321,0.5000000000000001,4,True,0.0020000000000000005,1.3264195808601615,-0.04564488204419603,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0
2017-09-01,-0.0010969679948810152,-0.002096967994881015,0.25,2,True,0.001,1.3429495839960532,-0.03375159177601894,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0
2017-10-01,0.018253429883511113,0.01625342988351111,0.5,4,True,0.002,1.3404161250859776,-0.035574408260221846,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25
2017-11-01,0.004032209607139459,0.0030322096071394586,0.25,2,True,0.001,1.3607913966560758,-0.020914458284172266,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0
2017-12-01,0.02848631060196016,0.02648631060196016,0.4999999999999999,5,True,0.0019999999999999996,1.363545836013387,-0.01893264699634123,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
2018-01-01,0.04879264326799836,0.04745930993466503,0.3333333333333333,2,True,0.0013333333333333333,1.3732010124642915,-0.012697101822024659,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
2018-02-01,-0.04580594282786696,-0.04680594282786696,0.24999999999999997,4,True,0.0009999999999999998,1.4368445659258071,-0.025490372186697474,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25
2018-03-01,-0.009744914625427795,-0.011411581292094462,0.4166666666666667,5,True,0.0016666666666666668,1.3687434983100009,-0.07167848997604698,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.5,0.0,0.0,0.16666666666666666,0.0
2018-04-01,0.008679515014297905,0.00801284834763124,0.16666666666666666,2,True,0.0006666666666666666,1.3681893361182922,-0.07205433883541346,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0
2018-05-01,0.03285092809307244,0.031184261426405773,0.4166666666666667,5,True,0.0016666666666666668,1.37684593877792,-0.0661831800225422,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25
2018-06-01,-0.014979468533216262,-0.015979468533216263,0.24999999999999997,4,True,0.0009999999999999998,1.4206545291022443,-0.03647092438654376,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
2018-07-01,0.00988756019331501,0.007220893526648343,0.6666666666666667,5,True,0.002666666666666667,1.4130131295427917,-0.041653543033855045,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.16666666666666666
2018-08-01,0.006947228571980989,0.006947228571980989,0.0,0,False,0.0,1.4231790902299835,-0.03475869386187336,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.16666666666666666
2018-09-01,0.002639547101371394,0.002639547101371394,0.0,0,False,0.0,1.4376928425138897,-0.02491504641956943,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.16666666666666666
