date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_rsp.us,w_xle.us,w_xlf.us,w_xli.us,w_xlp.us,w_xlv.us
2019-07-01,0.001183741513372305,-0.000816258486627695,0.5,2,True,0.002,1.9192367425510415,-0.09652669166166716,0.0,0.5,0.0,0.0,0.0,0.5,0.0
2019-08-01,0.0028029322551713087,0.0028029322551713087,0.0,0,False,0.0,1.9215086227571883,-0.09545721280036346,0.0,0.5,0.0,0.0,0.0,0.5,0.0
2019-09-01,0.015730679435009054,0.015730679435009054,0.0,0,False,0.0,1.9265756007478372,-0.09307195241690269,0.0,0.5,0.0,0.0,0.0,0.5,0.0
2019-10-01,0.01953415396059277,0.01953415396059277,0.0,0,False,0.0,1.9568819439305107,-0.07880535802975475,0.0,0.5,0.0,0.0,0.0,0.5,0.0
2019-11-01,0.014477203698931684,0.014477203698931684,0.0,0,False,0.0,1.9951079771059548,-0.060810600065834164,0.0,0.5,0.0,0.0,0.0,0.5,0.0
2019-12-01,0.028203707431290304,0.026203707431290302,0.5,2,True,0.002,2.0304510275610994,-0.044172995119278746,0.0,0.0,0.0,0.5,0.0,0.5,0.0
2020-01-01,-0.008990581668058995,-0.008990581668058995,0.0,0,False,0.0,2.0640655036059945,-0.028349109922096827,0.0,0.0,0.0,0.5,0.0,0.5,0.0
2020-02-01,-0.031985340843366294,-0.033985340843366296,0.5,2,True,0.002,2.0384827955650717,-0.04039207125018396,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2020-03-01,-0.11760602014023835,-0.11760602014023835,0.0,0,False,0.0,1.8752461379662175,-0.11723509942548804,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2020-04-01,0.0,-0.004,1.0,3,True,0.004,1.6480870792850721,-0.22416935183714326,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,0,False,0.0,1.6480870792850721,-0.22416935183714326,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,0,False,0.0,1.6480870792850721,-0.22416935183714326,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,0,False,0.0,1.6480870792850721,-0.22416935183714326,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,0.0,0.0,0.0,0,False,0.0,1.6480870792850721,-0.22416935183714326,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,0.0,0.0,0.0,0,False,0.0,1.6480870792850721,-0.22416935183714326,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,-0.0171536608294654,-0.0211536608294654,1.0,3,True,0.004,1.6414947309679317,-0.2272726744297947,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2020-11-01,0.06821704501822301,0.06821704501822301,0.0,0,False,0.0,1.58649483597437,-0.25316366327260165,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2020-12-01,0.0025650520045279457,-0.0014349479954720544,1.0,4,True,0.004,1.6879419423187267,-0.20540782848774886,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2021-01-01,0.005496016808288373,0.005496016808288373,0.0,0,False,0.0,1.7255894804503142,-0.18768539483877222,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2021-02-01,0.07785029647302621,0.07785029647302621,0.0,0,False,0.0,1.7350733492390744,-0.1832209001151881,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2021-03-01,0.0526780531987634,0.050678053198763395,0.5,2,True,0.002,1.8664090252320233,-0.12139513622611164,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2021-04-01,0.04978243446686925,0.04978243446686925,0.0,0,False,0.0,1.9647278191538475,-0.07511194247153874,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2021-05-01,0.03678462930829074,0.03678462930829074,0.0,0,False,0.0,2.047023601253709,-0.036371519850604606,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2021-06-01,-0.0036692787833286222,-0.005669278783328622,0.5,2,True,0.002,2.1180779603999276,-0.002922953810562179,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2021-07-01,-0.0589167340110161,-0.0589167340110161,0.0,0,False,0.0,2.1103061418783953,-0.02070337642240061,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2021-08-01,0.009004911719032893,0.009004911719032893,0.0,0,False,0.0,1.992844242354768,-0.07521207509875016,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2021-09-01,0.07307389779671769,0.07307389779671769,0.0,0,False,0.0,2.0107896288269558,-0.06688444147618677,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2021-10-01,0.0708202359399438,0.0708202359399438,0.0,0,False,0.0,2.157725864654556,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2021-11-01,-0.07206777471894393,-0.07206777471894393,0.0,0,False,0.0,2.3105365194831116,-0.009738695315865464,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2021-12-01,0.0656002208735279,0.0656002208735279,0.0,0,False,0.0,2.1440212941171106,-0.08110462393472884,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2022-01-01,0.06838946605708163,0.06638946605708163,0.5,2,True,0.002,2.2035823087024733,-0.055577666228469935,0.0,0.0,0.5,0.0,0.0,0.0,0.5
2022-02-01,0.013202406074900364,0.013202406074900364,0.0,0,False,0.0,2.3495755579550526,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
2022-03-01,0.08149836472512617,0.08149836472512617,0.0,0,False,0.0,2.380595608574836,-0.0009083251793077229,0.0,0.0,0.5,0.0,0.0,0.0,0.5
2022-04-01,-0.035717855603033755,-0.035717855603033755,0.0,0,False,0.0,2.5746102577455003,-0.004580594284207096,0.0,0.0,0.5,0.0,0.0,0.0,0.5
2022-05-01,0.059995743792052525,0.05799574379205252,0.5,2,True,0.002,2.470158271098145,-0.07145849100068347,0.0,0.0,0.5,0.0,0.0,0.5,0.0
2022-06-01,-0.08407171011527537,-0.08407171011527537,0.0,0,False,0.0,2.613120539349055,-0.0177184526214218,0.0,0.0,0.5,0.0,0.0,0.5,0.0
2022-07-01,0.04409496694347892,0.04409496694347892,0.0,0,False,0.0,2.393431026868628,-0.10602434695565943,0.0,0.0,0.5,0.0,0.0,0.5,0.0
2022-08-01,-0.001396449380086151,-0.001396449380086151,0.0,0,False,0.0,2.4989692888798962,-0.0666045200863945,0.0,0.0,0.5,0.0,0.0,0.5,0.0
2022-09-01,-0.04552708420019258,-0.04552708420019258,0.0,0,False,0.0,2.495479604765587,-0.06790795962569462,0.0,0.0,0.5,0.0,0.0,0.5,0.0
2022-10-01,0.0,-0.004,1.0,3,True,0.004,2.296838525624061,-0.14210282317240397,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0,False,0.0,2.2876511715215644,-0.1455344118797144,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,-0.044916630824465564,-0.04891663082446557,1.0,3,True,0.004,2.2785005668354787,-0.14895227423219537,0.0,0.0,0.5,0.0,0.0,0.0,0.5
2023-01-01,0.02227278688524592,0.02027278688524592,0.5,2,True,0.002,2.215452341625951,-0.17250155460511496,0.5,0.0,0.5,0.0,0.0,0.0,0.0
2023-02-01,-0.021939148374316486,-0.023939148374316488,0.5,2,True,0.002,2.255746512114022,-0.15745119093406246,0.0,0.0,0.5,0.0,0.5,0.0,0.0
2023-03-01,-0.04766168380823177,-0.04966168380823177,0.5,2,True,0.002,2.2018448399805246,-0.17758412228022669,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2023-04-01,-0.017961466516388414,-0.019961466516388415,0.5,2,True,0.002,2.0930908416776286,-0.21820506583890276,0.0,0.0,0.5,0.0,0.5,0.0,0.0
2023-05-01,-0.05156938931974636,-0.05156938931974636,0.0,0,False,0.0,2.051384868887859,-0.2337827548727761,0.0,0.0,0.5,0.0,0.5,0.0,0.0
2023-06-01,0.07640311472529038,0.07640311472529038,0.0,0,False,0.0,1.9455962039395454,-0.27329611029024503,0.0,0.0,0.5,0.0,0.5,0.0,0.0
2023-07-01,0.030016497751152893,0.02801649775115289,0.5,2,True,0.002,2.091645142313986,-0.21874505216740325,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2023-08-01,-0.020829543666836203,-0.020829543666836203,0.0,0,False,0.0,2.1501201460164148,-0.19690392575314364,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2023-09-01,-0.07335728021280247,-0.07335728021280247,0.0,0,False,0.0,2.1053341245460215,-0.2136320505003333,0.0,0.5,0.0,0.0,0.5,0.0,0.0
2023-10-01,0.0,-0.004,1.0,3,True,0.004,1.9716592067246645,-0.26356126116630474,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,0,False,0.0,1.9637725698977662,-0.2665070161216395,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,0,False,0.0,1.9637725698977662,-0.2665070161216395,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0,0,False,0.0,1.9637725698977662,-0.2665070161216395,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0,0,False,0.0,1.9637725698977662,-0.2665070161216395,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,0.03413352887091947,0.03013352887091947,1.0,3,True,0.004,1.9559174796181753,-0.2694409880571529,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2024-04-01,-0.03445462114338488,-0.03645462114338488,0.5,2,True,0.002,2.0186344856871026,-0.2460154220692291,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2024-05-01,0.005735801000794405,0.005735801000794405,0.0,0,False,0.0,1.9490831992557829,-0.27199367504978833,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2024-06-01,-0.008076603094866464,-0.010076603094866464,0.5,2,True,0.002,1.9923789772978033,-0.2558221743820557,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2024-07-01,0.04374722170324885,0.04374722170324885,0.0,0,False,0.0,1.972334748437446,-0.2633089381049494,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2024-08-01,0.038630054416742166,0.038630054416742166,0.0,0,False,0.0,2.058618913950362,-0.23108075089342417,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2024-09-01,0.023546949454864963,0.023546949454864963,0.0,0,False,0.0,2.170128309667446,-0.18943063282539618,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2024-10-01,0.011102442728927686,0.011102442728927686,0.0,0,False,0.0,2.2212282112857564,-0.17034419690687408,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2024-11-01,0.07890153638169506,0.07890153638169506,0.0,0,False,0.0,2.245889270289435,-0.16113299086831023,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2024-12-01,-0.06645643281438557,-0.06645643281438557,0.0,0,False,0.0,2.444270730526271,-0.08703509814601873,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2025-01-01,0.053262296695420264,0.053262296695420264,0.0,0,False,0.0,2.274743835605262,-0.1503554591233176,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2025-02-01,-0.0047719216153002675,-0.0047719216153002675,0.0,0,False,0.0,2.4127237190994135,-0.09881829132155795,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2025-03-01,-0.028829697722472458,-0.028829697722472458,0.0,0,False,0.0,2.428650710631464,-0.09286936591027306,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2025-04-01,-0.008532915697522514,-0.008532915697522514,0.0,0,False,0.0,2.3586334447704917,-0.11902166788587432,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2025-05-01,0.062316617502458094,0.062316617502458094,0.0,0,False,0.0,2.338507424424909,-0.12653898172514788,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2025-06-01,0.03530066171353319,0.03530066171353319,0.0,0,False,0.0,2.4853475075940614,-0.07169242138119947,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2025-07-01,-0.006119339972332771,-0.006119339972332771,0.0,0,False,0.0,2.573081919200212,-0.03892254958226815,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2025-08-01,0.024041581283043678,0.024041581283043678,0.0,0,False,0.0,2.5573363561599622,-0.04480370924111754,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2025-09-01,0.00889381018830937,0.00889381018830937,0.0,0,False,0.0,2.6411514122071713,-0.013497764501702036,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2025-10-01,-0.00966207637155353,-0.00966207637155353,0.0,0,False,0.0,2.6646413115459273,-0.005820307533417113,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2025-11-01,0.0,-0.004,1.0,3,True,0.004,2.6501027041066103,-0.012592081781557574,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-01,0.0,0.0,0.0,0,False,0.0,2.6395022932901853,-0.016541713454430895,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01,0.0,0.0,0.0,0,False,0.0,2.5701981863300496,-0.04236389154264386,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-01,0.10376439056675435,0.09976439056675435,1.0,3,True,0.004,2.5701981863300496,-0.04236389154264386,0.0,0.0,0.5,0.0,0.5,0.0,0.0
2026-03-01,-0.023523635164873102,-0.023523635164873102,0.0,0,False,0.0,2.783456519574564,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
2026-04-01,0.02492062264808592,0.02492062264808592,0.0,0,False,0.0,2.7179795039108057,-0.023523635164872658,0.0,0.0,0.5,0.0,0.5,0.0,0.0
2026-05-01,-0.014787945332093655,-0.014787945332093655,0.0,0,False,0.0,2.785713245492999,-0.011295467259715086,0.0,0.0,0.5,0.0,0.5,0.0,0.0
2026-06-01,-0.007393212748468381,-0.007393212748468381,0.0,0,False,0.0,2.7445182703077595,-0.025916375839471595,0.0,0.0,0.5,0.0,0.5,0.0,0.0
2026-07-01,0.0,0.0,0.0,0,False,0.0,2.7242274628433156,-0.03311798330768967,0.0,0.0,0.5,0.0,0.5,0.0,0.0
