date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_rsp.us,w_xle.us,w_xlf.us,w_xli.us,w_xlp.us,w_xlv.us
2017-01-01,-0.028582853621340165,-0.028582853621340165,0.0,0,False,0.0,1.8841361316039897,-0.02924659370753946,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2017-02-01,0.0699020363762266,0.0679020363762266,0.5,2,True,0.002,1.8266215800629721,-0.05887950922956986,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2017-03-01,-0.04235910409188681,-0.04235910409188681,0.0,0,False,0.0,1.9543061481981336,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2017-04-01,0.009385340214327575,0.009385340214327575,0.0,0,False,0.0,1.875591982151941,-0.040277295406744296,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2017-05-01,0.010689075297922124,0.010689075297922124,0.0,0,False,0.0,1.893195051007702,-0.03126997131272191,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2017-06-01,0.0403869304690474,0.0403869304690474,0.0,0,False,0.0,1.913431555461578,-0.020915143092724797,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2017-07-01,0.0017723706014745044,0.0017723706014745044,0.0,0,False,0.0,1.9701288438631206,-0.0043933536787928995,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2017-08-01,-0.006897096459236307,-0.006897096459236307,0.0,0,False,0.0,1.9736206423071003,-0.0026287697282206812,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2017-09-01,0.0032173072007472547,-0.0007826927992527453,1.0,4,True,0.004,1.9521683568017163,-0.018694535348886987,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2017-10-01,-0.007566518337061345,-0.009566518337061345,0.5,2,True,0.002,1.9502904833465755,-0.019638494652925664,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2017-11-01,0.026935961987512025,0.026935961987512025,0.0,0,False,0.0,1.9316625074924547,-0.029002305124162797,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2017-12-01,0.023822299859503904,0.023822299859503904,0.0,0,False,0.0,1.983693695366974,-0.007194564327317465,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2018-01-01,0.06038515516896126,0.058385155168961256,0.5,2,True,0.002,1.9891282425173706,-0.01613802560954558,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2018-02-01,-0.0553828716901027,-0.0553828716901027,0.0,0,False,0.0,2.1050235759725613,-0.009068255026104866,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2018-03-01,-0.03711449931311828,-0.03711449931311828,0.0,0,False,0.0,1.9884413253598314,-0.06394890071164383,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2018-04-01,0.003331931789882836,0.003331931789882836,0.0,0,False,0.0,1.9563691557453355,-0.0790467510939169,0.0,0.0,0.0,0.5,0.5,0.0,0.0
2018-05-01,0.020919997623232378,0.018919997623232376,0.5,2,True,0.002,1.9589618690394532,-0.07782624129151716,0.0,0.0,0.5,0.5,0.0,0.0,0.0
2018-06-01,0.0,-0.004,1.0,3,True,0.004,1.9919435732970263,-0.062300230977323956,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,0,False,0.0,1.9919435732970263,-0.062300230977323956,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,0,False,0.0,1.9919435732970263,-0.062300230977323956,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,0.04191669621730865,0.03791669621730864,1.0,3,True,0.004,1.9919435732970263,-0.062300230977323956,0.0,0.0,0.5,0.0,0.0,0.0,0.5
2018-10-01,-0.08932431760267867,-0.08932431760267867,0.0,0,False,0.0,2.0671375098731746,-0.02690297479769521,0.0,0.0,0.5,0.0,0.0,0.0,0.5
2018-11-01,0.031130534313906333,0.02913053431390633,0.5,2,True,0.002,1.878726878688027,-0.11559655413001757,0.5,0.0,0.0,0.0,0.0,0.0,0.5
2018-12-01,-0.09919314581960248,-0.10119314581960248,0.5,2,True,0.002,1.942013070463702,-0.08580482297562997,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2019-01-01,0.059711555329701294,0.059711555329701294,0.0,0,False,0.0,1.7644452025775543,-0.16939421322481918,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2019-02-01,0.021680999389319555,0.021680999389319555,0.0,0,False,0.0,1.8698029699174903,-0.1197974498306228,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2019-03-01,0.014486065846610274,0.014486065846610274,0.0,0,False,0.0,1.9103421669664187,-0.10071377887792332,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2019-04-01,-0.005518533657267843,-0.005518533657267843,0.0,0,False,0.0,1.9380155093866507,-0.08768665946379939,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2019-05-01,-0.015110912696701062,-0.015110912696701062,0.0,0,False,0.0,1.9273205055697937,-0.09272129133952278,0.0,0.0,0.0,0.0,0.0,0.5,0.5
2019-06-01,0.022718195792233997,0.020718195792233995,0.5,2,True,0.002,1.8841326866576056,-0.11305179083832217,0.5,0.0,0.0,0.0,0.0,0.5,0.0
