date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_iau.us,w_ivv.us,w_vt.us,w_xlk.us
2008-07-01,-0.16236760409057704,-0.16636760409057705,1.0,2,True,0.004,,,0.0,1.0,0.0,0.0,0.0,0.0
2008-08-01,0.0,-0.004,1.0,2,True,0.004,0.8689763513513518,-0.13062960604130636,1.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,0,False,0.0,0.8309447388604826,-0.16867846419797994,1.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,0,False,0.0,0.8309447388604826,-0.16867846419797994,1.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,0,False,0.0,0.8309447388604826,-0.16867846419797994,1.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,0,False,0.0,0.8309447388604826,-0.16867846419797994,1.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,0,False,0.0,0.8309447388604826,-0.16867846419797994,1.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,0,False,0.0,0.8309447388604826,-0.16867846419797994,1.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,0,False,0.0,0.8309447388604826,-0.16867846419797994,1.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,0,False,0.0,0.8309447388604826,-0.16867846419797994,1.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.07074752243793636,0.06674752243793636,1.0,2,True,0.004,0.8309447388604826,-0.16867846419797994,0.0,0.0,0.0,0.0,1.0,0.0
2009-06-01,-0.04132740163849358,-0.04132740163849358,0.0,0,False,0.0,0.9023517623718056,-0.0972390607379009,0.0,0.0,0.0,0.0,1.0,0.0
2009-07-01,0.13569604563646154,0.13569604563646154,0.0,0,False,0.0,0.876683466625964,-0.12291899592843625,0.0,0.0,0.0,0.0,1.0,0.0
2009-08-01,0.031146964362612994,0.031146964362612994,0.0,0,False,0.0,0.9485883143775987,-0.05098154248661846,0.0,0.0,0.0,0.0,1.0,0.0
2009-09-01,0.02254098360655754,0.01854098360655754,1.0,2,True,0.004,0.9526924506305484,-0.04687554518814374,0.0,0.0,1.0,0.0,0.0,0.0
2009-10-01,0.07214428857715416,0.07214428857715416,0.0,0,False,0.0,0.9949635040789794,-0.019019019019018923,0.0,0.0,1.0,0.0,0.0,0.0
2009-11-01,0.05539931186148697,0.05459931186148697,0.19999999999999998,2,True,0.0007999999999999999,1.0426811415195014,-0.015340364333653378,0.0,0.0,0.8,0.0,0.0,0.2
2009-12-01,-0.014488392906788272,-0.014488392906788272,0.0,0,False,0.0,1.179664080034646,0.0,0.0,0.0,0.8,0.0,0.0,0.2
2010-01-01,-0.05654534015991963,-0.05654534015991963,0.0,0,False,0.0,1.0861793207941193,-0.09028777464304372,0.0,0.0,0.8,0.0,0.0,0.2
