date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_gld.us,w_hyg.us,w_iau.us,w_ief.us,w_ivv.us,w_lqd.us,w_qqq.us,w_spy.us,w_tlt.us,w_vnq.us,w_vt.us,w_vwo.us,w_xle.us,w_xlk.us
2018-12-01,-0.041579105977026694,-0.04231243931036003,0.18333333333333332,3,True,0.0007333333333333332,2.125957055885446,-0.0727562225664069,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.0,0.3666666666666667,0.09000000000000001,0.0,0.0,0.0,0.0,0.09166666666666667,0.0,0.0,0.0,0.36000000000000004
2019-01-01,0.03812726755025268,0.03739393421691935,0.18333333333333332,4,True,0.0007333333333333332,2.0376262280277726,-0.11128202921891861,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.0,0.275,0.09000000000000001,0.09166666666666667,0.0,0.0,0.09166666666666667,0.0,0.0,0.0,0.0,0.36000000000000004
2019-02-01,0.027219587554900306,0.026486254221566974,0.18333333333333335,3,True,0.0007333333333333333,2.112214023449813,-0.07875029534117484,6.106226635438361e-17,0.0,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.09000000000000001,0.09166666666666667,0.0,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.36000000000000004
2019-03-01,0.0358970940684886,0.03553042740182193,0.09166666666666667,2,True,0.00036666666666666667,2.1689120585358634,-0.05402124445056056,6.106226635438361e-17,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09000000000000001,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.36000000000000004
2019-04-01,0.025214612097566664,0.024847945430899996,0.09166666666666667,2,True,0.00036666666666666667,2.2459458831712045,-0.020422666178582793,6.106226635438361e-17,0.0,0.0,0.09166666666666667,0.0,0.0,0.09000000000000001,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.36000000000000004
2019-05-01,-0.06011664683605579,-0.06048331350272246,0.09166666666666667,2,True,0.00036666666666666667,2.3017322593437766,-0.002838292791344621,6.106226635438361e-17,0.0,0.0,0.09166666666666667,0.0,0.0,0.09000000000000001,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.36000000000000004
2019-06-01,0.07436423111524124,0.0736308977819079,0.18333333333333335,4,True,0.0007333333333333333,2.17938783630288,-0.05927846822014338,6.106226635438361e-17,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09000000000000001,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.36000000000000004
2019-07-01,0.013577883441432466,0.0132112167747658,0.09166666666666667,2,True,0.00036666666666666667,2.3388813646722895,-0.0005801917759041819,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.0,0.0,0.09000000000000001,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.36000000000000004
2019-08-01,0.008899328094356253,0.008899328094356253,0.0,0,False,0.0,2.3706384232251487,-0.01195796769020463,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.0,0.0,0.09000000000000001,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.36000000000000004
2019-09-01,0.002663659882779587,0.0022969932161129203,0.09166666666666667,2,True,0.00036666666666666667,2.4011550671775597,-0.0005120501248069287,6.106226635438361e-17,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09000000000000001,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.36000000000000004
