date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_efa.us,w_gld.us,w_hyg.us,w_iau.us,w_ief.us,w_ijr.us,w_ivv.us,w_lqd.us,w_tlt.us,w_vnq.us,w_vt.us,w_vwo.us,w_xlk.us
2008-03-01,-0.012614682458818341,-0.012614682458818341,0.0,0,False,0.0,1.029353193048373,-0.00354612201363802,0.45000000000000007,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.18333333333333335,0.0,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.0
2008-04-01,-0.0055170765643616105,-0.0058837432310282775,0.09166666666666669,2,True,0.0003666666666666667,1.0159955610293243,-0.02164308283120997,0.45000000000000007,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.275,0.0,0.0,0.0,0.09166666666666667,0.0,0.0,0.0,0.0
2008-05-01,0.005161974037308988,0.004428640703975655,0.18333333333333335,4,True,0.0007333333333333333,1.009649282890539,-0.027754256298412217,0.45000000000000007,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.09166666666666667,0.0
2008-06-01,-0.026510030505546105,-0.027243363838879438,0.18333333333333335,3,True,0.0007333333333333333,1.0143499051424267,-0.02322777363300299,0.45000000000000007,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0
2008-07-01,-0.05890046056302081,-0.06216712722968748,0.8166666666666667,9,True,0.003266666666666667,0.9835119858949392,-0.05292326912936696,6.106226635438361e-17,0.4516666666666667,0.0,0.09166666666666667,0.0,0.09000000000000001,0.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,0.00048439119132685294,-0.0016822754753398135,0.5416666666666666,5,True,0.0021666666666666666,0.9235772478230709,-0.11063766062917335,0.45000000000000007,0.09166666666666667,0.0,0.0,0.0,0.0,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,-0.0066184720713173975,-0.007351805404650731,0.18333333333333332,4,True,0.0007333333333333332,0.9252015033723311,-0.10907357736658663,0.45000000000000007,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.09166666666666667,0.0,0.0,0.09166666666666667,0.0,0.0,0.0,0.0
2008-10-01,-0.011056223690816372,-0.011422890357483038,0.09166666666666666,2,True,0.0003666666666666666,0.918067344300437,-0.11594344387377753,0.45000000000000007,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,0.0,0.0,0.0,0.09166666666666667,0.0,0.0,0.0,0.0
2008-11-01,0.05630535340674323,0.05630535340674323,0.0,0,False,0.0,0.9089125122312978,-0.12475912538254996,0.45000000000000007,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,0.0,0.0,0.0,0.09166666666666667,0.0,0.0,0.0,0.0
2008-12-01,0.014473048118800291,0.014473048118800291,0.0,0,False,0.0,0.9600891524482916,-0.07547837862118756,0.45000000000000007,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,0.0,0.0,0.0,0.09166666666666667,0.0,0.0,0.0,0.0
2009-01-01,-0.012900239394483225,-0.013633572727816557,0.18333333333333332,3,True,0.0007333333333333332,0.9828559387602802,-0.053555012295185556,0.45000000000000007,0.0,0.0,0.09166666666666667,0.0,0.0,0.275,0.0,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.0
2009-02-01,-0.006674310024049149,-0.006674310024049149,0.0,0,False,0.0,0.9702741910784742,-0.06567065565695018,0.45000000000000007,0.0,0.0,0.09166666666666667,0.0,0.0,0.275,0.0,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.0
2009-03-01,0.008126545246123175,0.007759878579456508,0.09166666666666666,2,True,0.0003666666666666666,0.9628068901325235,-0.07286132244062238,0.45000000000000007,0.0,0.0,0.09166666666666667,0.0,0.0,0.3666666666666667,0.0,0.0,0.09166666666666667,0.0,0.0,0.0,0.0,0.0
2009-04-01,-0.007911006517354545,-0.008644339850687879,0.18333333333333332,4,True,0.0007333333333333332,0.9695637505781282,-0.06635477712795967,0.45000000000000007,0.0,0.0,0.09166666666666667,0.0,0.0,0.275,0.0,0.0,0.0,0.09166666666666667,0.0,0.0,0.09166666666666667,0.0
2009-05-01,0.07918703943881053,0.07628703943881053,0.725,8,True,0.0029,0.9591040342045717,-0.0764270021043415,6.106226635438361e-17,0.0,0.0,0.0,0.09166666666666667,0.0,0.18333333333333335,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.45,0.09166666666666667,0.0
2009-06-01,-0.026380615175108285,-0.027480615175108285,0.27499999999999997,5,True,0.0010999999999999998,1.0339140852795459,-0.004388369505592404,6.106226635438361e-17,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.0,0.09166666666666667,0.0,0.0,0.45,0.09166666666666667,0.0
2009-07-01,0.08425323507643304,0.08315323507643303,0.27499999999999997,6,True,0.0010999999999999998,1.0055314929964234,-0.03171949825505438,6.106226635438361e-17,0.0,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.45,0.09166666666666667,0.0
2009-08-01,-0.017241061694133836,-0.017607728360800504,0.09166666666666667,2,True,0.00036666666666666667,1.0757197319098286,0.0,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.45,0.09166666666666667,0.0
2009-09-01,0.04603770510263486,0.04567103843596819,0.09166666666666667,2,True,0.00036666666666666667,1.056398063444228,-0.028898964482299228,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.0,0.0,0.0,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.45,0.09166666666666667,0.0
2009-10-01,0.030359471107500167,0.0281928044408335,0.5416666666666667,4,True,0.002166666666666667,1.102637969513821,-0.04921896139011417,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09166666666666667,0.45,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0
2009-11-01,0.0864981586652721,0.08540482533193877,0.2733333333333333,6,True,0.0010933333333333333,1.1266857060544297,-0.04029555507745519,6.106226635438361e-17,0.0,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.36000000000000004,0.0,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09000000000000001
2009-12-01,-0.013881421924376731,-0.014248088591043397,0.09166666666666667,2,True,0.00036666666666666667,1.2223551885277915,0.0,6.106226635438361e-17,0.0,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.36000000000000004,0.0,0.0,0.09166666666666667,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09000000000000001
2010-01-01,-0.036802214897397004,-0.03716888156406367,0.09166666666666667,2,True,0.00036666666666666667,1.1498564779259597,-0.06774617347287737,6.106226635438361e-17,0.0,0.09166666666666667,0.09166666666666667,0.0,0.36000000000000004,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09000000000000001
2010-02-01,0.020291376280585152,0.01955804294725182,0.18333333333333335,3,True,0.0007333333333333333,1.1063212173951564,-0.10304267699121461,6.106226635438361e-17,0.0,0.0,0.09166666666666667,0.0,0.36000000000000004,0.18333333333333335,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09166666666666667,0.0,0.0,0.09000000000000001
2010-03-01,0.0397837702567181,0.037977103590051436,0.4516666666666667,5,True,0.0018066666666666667,1.1267306863756916,-0.08649556357336441,6.106226635438361e-17,0.0,0.0,0.0,0.09166666666666667,0.0,0.18333333333333335,0.09166666666666667,0.1816666666666667,0.0,0.0,0.09166666666666667,0.0,0.0,0.36000000000000004
2010-04-01,0.02583589196321482,0.025102558629881488,0.18333333333333335,3,True,0.0007333333333333333,1.1706971398708177,-0.0508494674765807,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.09166666666666667,0.1816666666666667,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.36000000000000004
2010-05-01,-0.044319872899556044,-0.04649320623288938,0.5433333333333334,7,True,0.0021733333333333335,1.1854397442445428,-0.03889680242296378,6.106226635438361e-17,0.09166666666666667,0.0,0.09166666666666667,0.0,0.36000000000000004,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09000000000000001
2010-06-01,-0.014852030892289907,-0.015952030892289908,0.27499999999999997,5,True,0.0010999999999999998,1.1291955505595193,-0.08449715845815586,6.106226635438361e-17,0.0,0.0,0.09166666666666667,0.0,0.36000000000000004,0.18333333333333335,0.09166666666666667,0.0,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09000000000000001
2010-07-01,0.003379292898023512,0.002645959564690179,0.18333333333333335,4,True,0.0007333333333333333,1.1116089252433758,-0.09875563250375685,6.106226635438361e-17,0.0,0.0,0.09166666666666667,0.0,0.36000000000000004,0.275,0.0,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.09000000000000001
2010-08-01,-0.009249540938205169,-0.011422874271538503,0.5433333333333334,6,True,0.0021733333333333335,1.1168084172659671,-0.0945401095866697,6.106226635438361e-17,0.0,0.0,0.09166666666666667,0.0,0.0,0.09166666666666667,0.0,0.09000000000000001,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.36000000000000004
2010-09-01,0.04339657453209325,0.041956574532093255,0.36000000000000004,3,True,0.00144,1.102483839451744,-0.10615385681256917,6.106226635438361e-17,0.0,0.0,0.09166666666666667,0.0,0.36000000000000004,0.09166666666666667,0.0,0.0,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.09000000000000001
2010-10-01,0.03223602905175105,0.031136029051751047,0.27499999999999997,6,True,0.0010999999999999998,1.149062500913223,-0.06838989564386821,6.106226635438361e-17,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.36000000000000004,0.0,0.09166666666666667,0.0,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09000000000000001
2010-11-01,0.016052737007564783,0.015686070340898115,0.09166666666666667,2,True,0.00036666666666666667,1.1856688083801452,-0.03871108714367888,6.106226635438361e-17,0.0,0.09166666666666667,0.09166666666666667,0.0,0.36000000000000004,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09000000000000001
2010-12-01,0.03725531495345982,0.036888648286793155,0.09166666666666667,2,True,0.00036666666666666667,1.204260313858567,-0.024063785090444045,6.106226635438361e-17,0.09166666666666667,0.0,0.09166666666666667,0.0,0.36000000000000004,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09000000000000001
2011-01-01,-0.014596833777031396,-0.014596833777031396,0.0,0,False,0.0,1.2261577169700932,-0.010697948045641281,6.106226635438361e-17,0.09166666666666667,0.0,0.09166666666666667,0.0,0.36000000000000004,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09000000000000001
2011-02-01,-0.001704264735945659,-0.0035109314026123255,0.4516666666666667,5,True,0.0018066666666666667,1.206076774072548,-0.026899875202948786,6.106226635438361e-17,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.0,0.09166666666666667,0.1816666666666667,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.36000000000000004
2011-03-01,0.007215760159791189,0.005409093493124522,0.4516666666666667,5,True,0.0018066666666666667,1.2018460348090632,-0.030313366776440587,6.106226635438361e-17,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.36000000000000004,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09166666666666667,0.0,0.0,0.09000000000000001
2011-04-01,0.03235991017392488,0.030553243507258212,0.4516666666666667,4,True,0.0018066666666666667,1.2083312645418767,-0.025080882412258032,6.106226635438361e-17,0.4516666666666667,0.0,0.09166666666666667,0.0,0.0,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09000000000000001
2011-05-01,-0.022192235389539555,-0.023632235389539555,0.36000000000000004,3,True,0.00144,1.256231997521245,0.0,6.106226635438361e-17,0.1816666666666667,0.0,0.09166666666666667,0.0,0.36000000000000004,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0
2011-06-01,-0.009282856522891743,-0.01000952318955841,0.1816666666666667,4,True,0.0007266666666666667,1.2256932543078367,-0.024309795701483727,6.106226635438361e-17,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.36000000000000004,0.0,0.09166666666666667,0.0,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09000000000000001
2011-07-01,0.0333041283126504,0.032204128312650404,0.275,4,True,0.0011,1.2129795728353652,-0.03443028419211114,6.106226635438361e-17,0.0,0.0,0.0,0.0,0.36000000000000004,0.275,0.09166666666666667,0.0,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09000000000000001
2011-08-01,0.06071778356313955,0.05925111689647289,0.36666666666666675,7,True,0.001466666666666667,1.2515385141961157,-0.008482746611382153,6.106226635438361e-17,0.09166666666666667,0.0,0.09166666666666667,0.0,0.36000000000000004,0.09166666666666667,0.0,0.0,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09000000000000001
2011-09-01,-0.02714646728032017,-0.027879800613653503,0.18333333333333335,3,True,0.0007333333333333333,1.326555637438873,-0.008321034987565867,6.106226635438361e-17,0.0,0.0,0.09166666666666667,0.0,0.36000000000000004,0.275,0.0,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.09000000000000001
2011-10-01,0.02390488292498608,0.02390488292498608,0.0,0,False,0.0,1.2757961231094377,-0.05566381810665022,6.106226635438361e-17,0.0,0.0,0.09166666666666667,0.0,0.36000000000000004,0.275,0.0,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.0,0.09000000000000001
2011-11-01,0.0011706276756867102,0.00043729434235337684,0.18333333333333335,3,True,0.0007333333333333333,1.3053359312231363,-0.03379863988368781,6.106226635438361e-17,0.0,0.0,0.09166666666666667,0.09166666666666667,0.36000000000000004,0.09166666666666667,0.0,0.0,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09000000000000001
2011-12-01,0.007867086727895963,0.005327086727895963,0.635,9,True,0.0025399999999999997,1.3035445590465753,-0.03512460218355795,6.106226635438361e-17,0.0,0.0,0.09166666666666667,0.0,0.0,0.18333333333333335,0.09166666666666667,0.1816666666666667,0.0,0.09166666666666667,0.0,0.0,0.0,0.36000000000000004
2012-01-01,0.04389636191139065,0.042796361911390655,0.27499999999999997,5,True,0.0010999999999999998,1.2876000216286956,-0.04692664744339026,6.106226635438361e-17,0.0,0.0,0.0,0.09166666666666667,0.0,0.0,0.09166666666666667,0.1816666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.36000000000000004
2012-02-01,-0.00013539653181548448,-0.0019420631984821512,0.4516666666666667,5,True,0.0018066666666666667,1.3402167377484178,-0.00798008858164767,6.106226635438361e-17,0.0,0.0,0.09166666666666667,0.0,0.36000000000000004,0.0,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09000000000000001
2012-03-01,0.029657564406407322,0.02748423107307399,0.5433333333333334,7,True,0.0021733333333333335,1.33712293371479,-0.021998882057873148,6.106226635438361e-17,0.0,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.1816666666666667,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.36000000000000004
2012-04-01,-0.010378678662807811,-0.011472011996141144,0.2733333333333334,6,True,0.0010933333333333333,1.3661909200115945,-0.00488961715893399,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.0,0.09000000000000001,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.36000000000000004
2012-05-01,-0.05530516150624459,-0.056765161506244596,0.365,8,True,0.00146,1.3485616851845301,-0.017730453941692148,6.106226635438361e-17,0.0,0.0,0.0,0.09166666666666667,0.0,0.0,0.09166666666666667,0.1816666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.36000000000000004
2012-06-01,0.034390468680027916,0.03329046868002792,0.27499999999999997,4,True,0.0010999999999999998,1.2725778861945436,-0.07307576929630044,6.106226635438361e-17,0.0,0.0,0.0,0.0,0.0,0.275,0.0,0.09000000000000001,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.36000000000000004
2012-07-01,0.011651700807994532,0.010918367474661198,0.18333333333333335,3,True,0.0007333333333333333,1.3085677449543933,-0.04686136426379883,6.106226635438361e-17,0.0,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.1816666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.36000000000000004
2012-08-01,0.021238099248494204,0.021238099248494204,0.0,0,False,0.0,1.3228439872967366,-0.036462790554422586,6.106226635438361e-17,0.0,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.1816666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.36000000000000004
2012-09-01,0.00870189243518532,0.008335225768518653,0.09166666666666667,2,True,0.00036666666666666667,1.3518266638772618,-0.015352298627305694,6.106226635438361e-17,0.0,0.0,0.0,0.09166666666666667,0.0,0.0,0.09166666666666667,0.1816666666666667,0.09166666666666667,0.09166666666666667,0.09166666666666667,0.0,0.0,0.36000000000000004
2012-10-01,-0.021348019363225994,-0.022081352696559326,0.18333333333333335,4,True,0.0007333333333333333,1.362090531626061,-0.014991089630260968,6.106226635438361e-17,0.0,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09166666666666667,0.1816666666666667,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.36000000000000004
2012-11-01,-0.001751553022618665,-0.002851553022618665,0.27499999999999997,6,True,0.0010999999999999998,1.3315462827262006,-0.03707945793497014,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.1816666666666667,0.09166666666666667,0.0,0.0,0.0,0.0,0.36000000000000004
2012-12-01,0.03710221627266123,0.03673554960599456,0.09166666666666667,2,True,0.00036666666666666667,1.3305158461455622,-0.03782462809064846,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.09166666666666667,0.1816666666666667,0.09166666666666667,0.0,0.0,0.0,0.09166666666666667,0.36000000000000004
2013-01-01,0.013466763984719778,0.013100097318053111,0.09166666666666667,2,True,0.00036666666666666667,1.3364039777527257,-0.033566568906020056,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.09166666666666667,0.1816666666666667,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.36000000000000004
2013-02-01,-0.00013454465861135025,-0.0012145446586113505,0.2700000000000001,2,True,0.0010800000000000002,1.3524421842508851,-0.02196838512878052,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.09166666666666667,0.4516666666666667,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09000000000000001
2013-03-01,0.01935282075839415,0.01935282075839415,0.0,0,False,0.0,1.3522602203789136,-0.022099974058514493,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.09166666666666667,0.4516666666666667,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09000000000000001
2013-04-01,0.020261686324484295,0.019895019657817627,0.09166666666666667,2,True,0.00036666666666666667,1.3779248456102644,-0.005213756937764602,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.4516666666666667,0.0,0.0,0.09166666666666667,0.0,0.0,0.09000000000000001
2013-05-01,0.012954067497701185,0.01258740083103452,0.09166666666666667,2,True,0.00036666666666666667,1.4053284505043098,-0.008031043220213085,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.09166666666666667,0.4516666666666667,0.0,0.09166666666666667,0.09166666666666667,0.0,0.0,0.09000000000000001
2013-06-01,-0.01581243451464257,-0.016179101181309236,0.09166666666666667,2,True,0.00036666666666666667,1.4164445516314863,-0.03187049212051807,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.4516666666666667,0.0,0.0,0.09166666666666667,0.0,0.0,0.09000000000000001
2013-07-01,0.03132460966930875,0.03022460966930875,0.27499999999999997,4,True,0.0010999999999999998,1.392003074745652,-0.0485760630954466,6.106226635438361e-17,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.09166666666666667,0.4516666666666667,0.0,0.0,0.0,0.0,0.0,0.09000000000000001
2013-08-01,-0.02552941002961302,-0.02626274336294635,0.18333333333333335,3,True,0.0007333333333333333,1.4345542492335428,-0.019492646050136564,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.18333333333333335,0.09166666666666667,0.4516666666666667,0.0,0.0,0.0,0.0,0.0,0.09000000000000001
2013-09-01,0.030746499616896447,0.03037983295022978,0.09166666666666667,2,True,0.00036666666666666667,1.400476137195079,-0.04278478678325526,6.106226635438361e-17,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.4516666666666667,0.0,0.0,0.0,0.0,0.0,0.09000000000000001
2013-10-01,0.03020411385849528,0.02983744719182861,0.09166666666666667,2,True,0.00036666666666666667,1.4424774773103108,-0.01407717751665738,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.4516666666666667,0.0,0.0,0.0,0.0,0.09166666666666667,0.09000000000000001
2013-11-01,0.009558144798244189,0.009191478131577523,0.09166666666666667,2,True,0.00036666666666666667,1.4855013476551728,-0.008929477216556014,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.09166666666666667,0.4516666666666667,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09000000000000001
2013-12-01,0.012899697010328011,0.012533030343661345,0.09166666666666667,2,True,0.00036666666666666667,1.5081305743231386,0.0,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.09166666666666667,0.4516666666666667,0.09166666666666667,0.0,0.0,0.0,0.09166666666666667,0.09000000000000001
2014-01-01,-0.04014639136508944,-0.04014639136508944,0.0,0,False,0.0,1.5038374257567237,-0.022202397240537408,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.09166666666666667,0.4516666666666667,0.09166666666666667,0.0,0.0,0.0,0.09166666666666667,0.09000000000000001
2014-02-01,0.049289268974436536,0.0485559356411032,0.18333333333333335,4,True,0.0007333333333333333,1.4709708846504999,-0.04357227709207123,6.106226635438361e-17,0.0,0.0,0.0,0.09166666666666667,0.0,0.09166666666666667,0.09166666666666667,0.4516666666666667,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.09000000000000001
2014-03-01,0.017310897922912218,0.01694423125624555,0.09166666666666667,2,True,0.00036666666666666667,1.548234485333548,0.0,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.09166666666666667,0.4516666666666667,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.09000000000000001
2014-04-01,0.0017491350328844926,0.0017491350328844926,0.0,0,False,0.0,1.5744583013379176,0.0,6.106226635438361e-17,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.09166666666666667,0.4516666666666667,0.09166666666666667,0.0,0.09166666666666667,0.0,0.0,0.09000000000000001
2014-05-01,0.01895860728409536,0.01822527395076203,0.18333333333333335,4,True,0.0007333333333333333,1.5760556192001625,-0.0009439555289819657,6.106226635438361e-17,0.09166666666666667,0.09166666666666667,0.0,0.09166666666666667,0.0,0.09166666666666667,0.0,0.4516666666666667,0.0,0.0,0.09166666666666667,0.0,0.0,0.09000000000000001
