date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_efa.us,w_gld.us,w_hyg.us,w_rsp.us,w_spy.us,w_tlt.us,w_vnq.us,w_xle.us,w_xlf.us,w_xli.us,w_xlp.us,w_xlv.us
2007-02-01,-0.013673741441398185,-0.013673741441398185,0.0,0,False,0.0,0.9688395911853729,-0.05862357996495393,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
2007-03-01,-0.00019620835326200625,-0.00019620835326200625,0.0,0,False,0.0,0.9555919291173142,-0.07149571773154217,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
2007-04-01,0.02777220598449487,0.025772205984494867,0.5,4,True,0.002,0.9569585567504904,-0.0701678291516934,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
2007-05-01,0.034393822164507266,0.031393822164507264,0.75,6,True,0.0029999999999999996,0.9786236310850955,-0.04911688294505612,0.0,0.16471199010176354,0.0,0.0,0.25,0.2055248293377554,0.0,0.12976318056048097,0.0,0.0,0.25,0.0,0.0
2007-06-01,-0.016386792407635804,-0.016386792407635804,0.0,0,False,0.0,1.0122822382186207,-0.016412378117835913,0.0,0.16471199010176354,0.0,0.0,0.25,0.2055248293377554,0.0,0.12976318056048097,0.0,0.0,0.25,0.0,0.0
2007-07-01,-0.0274259587983271,-0.0284259587983271,0.25,2,True,0.001,0.9842151654892641,-0.04368384873816655,0.0,0.16471199010176354,0.0,0.0,0.0,0.2055248293377554,0.0,0.12976318056048097,0.25,0.0,0.25,0.0,0.0
2007-08-01,0.015051983022371665,0.014324599937800973,0.1818457711426733,4,True,0.0007273830845706932,0.9555693278792058,-0.0715176783045951,0.0,0.1499729279884341,0.18184577114267336,0.0,0.0,0.16818130086889257,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2007-09-01,0.0637501338904493,0.06362811589959341,0.030504497713971943,3,True,0.00012201799085588778,0.9590602156844048,-0.06812574480528222,0.0,0.1398351268396354,0.2123502688566453,0.0,0.0,0.14781460430371932,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2007-10-01,-0.006385302573720837,-0.006385302573720837,0.0,0,False,0.0,1.0200759500362029,-0.00883959042793181,0.0,0.1398351268396354,0.2123502688566453,0.0,0.0,0.14781460430371932,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2007-11-01,-0.013531244442467068,-0.013643763292311895,0.02812971246120695,3,True,0.00011251884984482778,1.0134484115652007,-0.019840363812372197,0.0,0.14670914752834852,0.18422055639543833,0.0,0.0,0.16907029607621313,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2007-12-01,0.02081896569352921,0.02081896569352921,0.0,0,False,0.0,1.0006807700575078,-0.03789675383452229,0.0,0.14670914752834852,0.18422055639543833,0.0,0.0,0.16907029607621313,0.0,0.0,0.25,0.0,0.25,0.0,0.0
2008-01-01,-0.028379317987591062,-0.02934047097840504,0.24028824770349447,4,True,0.0009611529908139779,1.0173739414324596,-0.021847125572239667,0.0,0.12792854447539173,0.13178320782111377,0.0,0.0,0.0,0.24028824770349447,0.0,0.25,0.0,0.25,0.0,0.0
2008-02-01,0.02376536813654394,0.023253653958642373,0.12792854447539173,3,True,0.0005117141779015669,0.9870461175184053,-0.05100577307494902,0.0,0.0,0.18500283744383197,0.0,0.0,0.0,0.314997162556168,0.0,0.25,0.0,0.25,0.0,0.0
2008-03-01,-0.027605782511886758,-0.028743958557436236,0.2845440113873692,4,True,0.0011381760455494768,1.0035377690271294,-0.03514989583023942,0.25,0.0,0.21954684883120118,0.0,0.0,0.0,0.2804531511687988,0.0,0.25,0.0,0.0,0.0,0.0
2008-04-01,0.0038728430600154344,0.0028728430600154344,0.25,2,True,0.001,0.973748928728937,-0.06379033822501923,0.0,0.0,0.21954684883120118,0.0,0.0,0.0,0.2804531511687988,0.0,0.25,0.0,0.0,0.25,0.0
2008-05-01,0.02171807959857004,0.02158436027841808,0.03342983003798926,2,True,0.00013371932015195705,0.9773893921858189,-0.06029021929177392,0.0,0.0,0.18611701879321194,0.0,0.0,0.0,0.3138829812067881,0.0,0.25,0.0,0.0,0.25,0.0
2008-06-01,0.008402953117723523,0.008402953117723523,0.0,0,False,0.0,0.9980454620567305,-0.04043046734042688,0.0,0.0,0.18611701879321194,0.0,0.0,0.0,0.3138829812067881,0.0,0.25,0.0,0.0,0.25,0.0
2008-07-01,-0.006049935906074879,-0.008180269895784506,0.5325834974274066,5,True,0.0021303339897096266,1.0042879550043875,-0.034428630482144174,0.5,0.0,0.15353352136580528,0.0,0.0,0.0,0.3464664786341947,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,-0.007054312379383714,-0.007054312379383714,0.0,0,False,0.0,0.998212077245368,-0.040270275380468123,0.5,0.0,0.15353352136580528,0.0,0.0,0.0,0.3464664786341947,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,0.018306754384919695,0.018306754384919695,0.0,0,False,0.0,0.9934504640406199,-0.04484832230447289,0.5,0.0,0.15353352136580528,0.0,0.0,0.0,0.3464664786341947,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,-0.03767288796318918,-0.03767288796318918,0.0,0,False,0.0,1.011637317679396,-0.027362595140556945,0.5,0.0,0.15353352136580528,0.0,0.0,0.0,0.3464664786341947,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.09000819543208138,0.08939406134661816,0.15353352136580528,2,True,0.0006141340854632211,0.9743909923573537,-0.06317302697089278,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.031784393397724764,0.031784393397724764,0.0,0,False,0.0,1.06144189899465,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,-0.024820272919679226,-0.025536537161896484,0.17906606055431484,2,True,0.0007162642422172594,1.0919930755709704,-0.028438261681532073,0.5,0.0,0.17906606055431484,0.0,0.0,0.0,0.32093393944568516,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,-0.010027599565980427,-0.010743863808197687,0.17906606055431484,2,True,0.0007162642422172594,1.064794808814186,-0.05263694564814425,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.014953889140725374,0.014953889140725374,0.0,0,False,0.0,1.0463074345226977,-0.06908542495209136,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,-0.03411929636442326,-0.03501054834388513,0.22281299486546796,2,True,0.0008912519794618719,1.0610073314794035,-0.056006717989694255,0.5,0.0,0.222812994865468,0.0,0.0,0.0,0.27718700513453204,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.00532573426542364,0.00532573426542364,0.0,0,False,0.0,1.0248065078918318,-0.08821510454462855,0.5,0.0,0.222812994865468,0.0,0.0,0.0,0.27718700513453204,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,0.0013339163745817034,0.0013339163745817034,0.0,0,False,0.0,1.0302643550263406,-0.08335918048420599,0.5,0.0,0.222812994865468,0.0,0.0,0.0,0.27718700513453204,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-01,-0.005428017183010836,-0.006319269162472708,0.22281299486546796,2,True,0.0008912519794618719,1.0307191915383143,-0.082954505983873,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-01,0.006975073707591555,0.0058294772060629545,0.2863991253821502,2,True,0.0011455965015286008,1.0347391125855,-0.07937792517225495,0.5,0.0,0.2863991253821502,0.0,0.0,0.0,0.2136008746178498,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-01,0.020261261362864172,0.020261261362864172,0.0,0,False,0.0,1.0407628324494522,-0.07401853611284648,0.5,0.0,0.2863991253821502,0.0,0.0,0.0,0.2136008746178498,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-01,0.0077750099238605395,0.0077750099238605395,0.0,0,False,0.0,1.0618500002144655,-0.05525698365586118,0.5,0.0,0.2863991253821502,0.0,0.0,0.0,0.2136008746178498,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.03220847540149762,0.030942912224598444,0.3163907942247945,4,True,0.001265563176899178,1.0673586887235493,-0.050355825302872526,0.5,0.12636794976454815,0.1836092057752055,0.19002284446024637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,-0.011906689913580832,-0.012666781291421817,0.19002284446024634,4,True,0.0007600913778409853,1.099506006668817,-0.02175390025050916,0.5,0.16186864789328823,0.23869131524535644,0.0,0.0,0.0,0.0,0.09944003686135533,0.0,0.0,0.0,0.0,0.0
2010-01-01,-0.01732091072472359,-0.01750527483678091,0.04609102801433014,3,True,0.00018436411205732055,1.0767885790011713,-0.04196591808163086,0.5,0.18096066280891746,0.19260028723102632,0.0,0.0,0.0,0.0,0.12643904996005625,0.0,0.0,0.0,0.0,0.0
2010-02-01,0.010073661463161984,0.009195729352290623,0.21948302771783995,4,True,0.0008779321108713597,1.0570137358269416,-0.05955987672398222,0.5,0.15768376764426104,0.0,0.0,0.0,0.21948302771783992,0.0,0.12283320463789903,0.0,0.0,0.0,0.0,0.0
2010-03-01,0.06842956742412847,0.06642956742412846,0.5,3,True,0.002,1.0655264108948475,-0.05198602889313364,0.0,0.15768376764426104,0.0,0.0,0.25,0.21948302771783992,0.0,0.12283320463789903,0.0,0.0,0.25,0.0,0.0
2010-04-01,0.033708102406160394,0.033708102406160394,0.0,0,False,0.0,1.1384399222713664,0.0,0.0,0.15768376764426104,0.0,0.0,0.25,0.21948302771783992,0.0,0.12283320463789903,0.0,0.0,0.25,0.0,0.0
2010-05-01,-0.08838599710895276,-0.08905926445096173,0.1683168355022414,4,True,0.0006732673420089656,1.1572120323644177,-0.023896667302764518,0.0,0.0,0.16831683550224144,0.0,0.25,0.21476631086613343,0.0,0.11691685363162514,0.0,0.0,0.25,0.0,0.0
2010-06-01,-0.04262609070502597,-0.04284705098225325,0.055240069306820995,3,True,0.00022096027722728396,1.053987501792456,-0.11096611135402534,0.0,0.0,0.22355690480906243,0.0,0.25,0.17221876301289193,0.0,0.10422433217804564,0.0,0.0,0.25,0.0,0.0
2010-07-01,0.0855263839364382,0.0855263839364382,0.0,0,False,0.0,1.009060134939087,-0.1488621505312906,0.0,0.0,0.22355690480906243,0.0,0.25,0.17221876301289193,0.0,0.10422433217804564,0.0,0.0,0.25,0.0,0.0
2010-08-01,-0.018718134373061548,-0.018718134373061548,0.0,0,False,0.0,1.0755442349600213,-0.09278310037726145,0.0,0.0,0.22355690480906243,0.0,0.25,0.17221876301289193,0.0,0.10422433217804564,0.0,0.0,0.25,0.0,0.0
2010-09-01,0.04432722869223991,0.04357480253072821,0.18810654037792582,4,True,0.0007524261615117033,1.0546179338056805,-0.11043434468384128,0.0,0.0,0.20766912744402857,0.0,0.25,0.0,0.1862821626407294,0.10604870991524208,0.0,0.0,0.25,0.0,0.0
2010-10-01,0.030899450440670297,0.030150824737682505,0.1871564257469482,4,True,0.0007486257029877929,1.1005417130766286,-0.07169783595187151,0.0,0.0,0.24805670801562438,0.0,0.25,0.14676884517535238,0.0,0.10517444680902323,0.0,0.0,0.25,0.0,0.0
2010-11-01,0.02394187860973917,0.023744030809530504,0.049461950052165936,3,True,0.00019784780020866375,1.1343233794019305,-0.04320314685257154,0.0,0.0,0.19859475796345846,0.0,0.25,0.1694210381681547,0.0,0.13198420386838686,0.0,0.0,0.25,0.0,0.0
2010-12-01,0.0463919933705249,0.046231104094117494,0.040222319101852394,3,True,0.00016088927640740957,1.161294342183992,-0.02045325666707698,0.0,0.0,0.15837243886160604,0.0,0.25,0.2038318381686066,0.0,0.13779572296978734,0.0,0.0,0.25,0.0,0.0
2011-01-01,0.031646167443233515,0.030646167443233514,0.25,2,True,0.001,1.183669850195643,-0.01703918051313147,0.0,0.0,0.15837243886160604,0.0,0.0,0.2038318381686066,0.0,0.13779572296978734,0.25,0.0,0.25,0.0,0.0
2011-02-01,0.01902112746183126,0.01902112746183126,0.0,0,False,0.0,1.219907336007969,0.0,0.0,0.0,0.15837243886160604,0.0,0.0,0.2038318381686066,0.0,0.13779572296978734,0.25,0.0,0.25,0.0,0.0
2011-03-01,0.029089966476890668,0.029089966476890668,0.0,0,False,0.0,1.2431113489377998,-0.014567203379025728,0.0,0.0,0.15837243886160604,0.0,0.0,0.2038318381686066,0.0,0.13779572296978734,0.25,0.0,0.25,0.0,0.0
2011-04-01,0.029291834740919634,0.02918065232110636,0.02779560495331801,3,True,0.00011118241981327204,1.279131183691404,0.0,0.0,0.0,0.1756253919931176,0.0,0.0,0.1760362332152886,0.0,0.1483383747915938,0.25,0.0,0.25,0.0,0.0
2011-05-01,-0.03764672679570523,-0.03835087172856638,0.1760362332152886,4,True,0.0007041449328611544,1.324550800298452,0.0,0.0,0.13101497528766243,0.20859563538324288,0.0,0.0,0.0,0.0,0.1603893893290947,0.25,0.0,0.25,0.0,0.0
2011-06-01,0.013341103463099364,0.013341103463099364,0.0,0,False,0.0,1.2737882346467957,-0.03832436297665476,0.0,0.13101497528766243,0.20859563538324288,0.0,0.0,0.0,0.0,0.1603893893290947,0.25,0.0,0.25,0.0,0.0
2011-07-01,-0.038615770993610146,-0.03945015353514312,0.20859563538324288,4,True,0.0008343825415329714,1.2897049693302025,-0.026307659140289652,0.0,0.1350282677231904,0.0,0.0,0.0,0.20428652605693054,0.0,0.1606852062198791,0.25,0.0,0.25,0.0,0.0
2011-08-01,-0.0350904613063355,-0.0369173135560871,0.45671306243789894,6,True,0.0018268522497515958,1.2376368997949294,-0.0656176422104301,0.0,0.0,0.20671306243789894,0.0,0.25,0.16248072816855785,0.0,0.13080620939354323,0.25,0.0,0.0,0.0,0.0
2011-09-01,-0.07991068365368167,-0.08191068365368168,0.5,4,True,0.002,1.1918192347512797,-0.10020873908140393,0.0,0.0,0.20671306243789894,0.0,0.0,0.16248072816855785,0.0,0.13080620939354323,0.0,0.0,0.0,0.25,0.25
2011-10-01,0.012598319175485288,0.010425171425236884,0.543286937562101,6,True,0.0021731477502484045,1.1177178804113717,-0.15615325576072747,0.25,0.0,0.24678575964949073,0.0,0.0,0.0,0.25321424035050927,0.0,0.0,0.0,0.0,0.25,0.0
2011-11-01,0.01630739885953956,0.014789701120960305,0.37942443464481324,5,True,0.001517697738579253,1.1276256837510845,-0.14867313243327152,0.0,0.0,0.18531349542625822,0.0,0.0,0.0,0.18526206992892857,0.1294244346448132,0.0,0.0,0.0,0.25,0.25
2011-12-01,0.015550245912811218,0.015550245912811218,0.0,0,False,0.0,1.1460143255402746,-0.13479020564401833,0.0,0.0,0.18531349542625822,0.0,0.0,0.0,0.18526206992892857,0.1294244346448132,0.0,0.0,0.0,0.25,0.25
2012-01-01,0.030408450575638596,0.030408450575638596,0.0,0,False,0.0,1.1573741229591856,-0.12621386609075136,0.0,0.0,0.18531349542625822,0.0,0.0,0.0,0.18526206992892857,0.1294244346448132,0.0,0.0,0.0,0.25,0.25
2012-02-01,-0.0010822344314701665,-0.0010822344314701665,0.0,0,False,0.0,1.1925680767747129,-0.09964338362409386,0.0,0.0,0.18531349542625822,0.0,0.0,0.0,0.18526206992892857,0.1294244346448132,0.0,0.0,0.0,0.25,0.25
2012-03-01,0.022872466325652853,0.022646492548109468,0.05649344438584655,3,True,0.00022597377754338623,1.191008241077266,-0.10082101735252125,0.0,0.0,0.13383901399343007,0.0,0.0,0.0,0.18024310697591014,0.18591787903065973,0.0,0.0,0.0,0.25,0.25
2012-04-01,0.010212872037182314,0.010212872037182314,0.0,0,False,0.0,1.2112009072201118,-0.08557610100933832,0.0,0.0,0.13383901399343007,0.0,0.0,0.0,0.18024310697591014,0.18591787903065973,0.0,0.0,0.0,0.25,0.25
2012-05-01,-0.01811195272579203,-0.01811195272579203,0.0,0,False,0.0,1.2235707470968702,-0.07623720674120515,0.0,0.0,0.13383901399343007,0.0,0.0,0.0,0.18024310697591014,0.18591787903065973,0.0,0.0,0.0,0.25,0.25
2012-06-01,0.042845445512524595,0.042723034396787866,0.03060277893418241,3,True,0.00012241111573672964,1.20126242569247,-0.09307938553825368,0.0,0.0,0.1644417929276125,0.0,0.0,0.0,0.1732623040766836,0.16229590299570387,0.0,0.0,0.0,0.25,0.25
2012-07-01,0.006229451950868163,0.0032509385795811132,0.7446283428217625,8,True,0.00297851337128705,1.2456747350950037,-0.05954929413479326,0.0,0.0,0.0,0.24462834282176255,0.0,0.0,0.14452448938083756,0.11084716779739985,0.0,0.25,0.25,0.0,0.0
2012-08-01,0.009139418784551084,0.006160905413264034,0.7446283428217626,8,True,0.00297851337128705,1.2459789824332856,-0.0593195956300524,0.0,0.0,0.0,0.0,0.0,0.1651826294332145,0.18452180354330178,0.15029556702348373,0.0,0.0,0.0,0.25,0.25
2012-09-01,0.015779270499063178,0.014779270499063177,0.25,2,True,0.001,1.2539264888649646,-0.053319443404944655,0.0,0.0,0.0,0.0,0.0,0.1651826294332145,0.18452180354330178,0.15029556702348373,0.0,0.25,0.0,0.0,0.25
2012-10-01,0.00974776387208812,0.008815268879019286,0.23312374826720883,4,True,0.0009324949930688354,1.2712522787544727,-0.04023894102964565,0.0,0.0,0.0,0.23312374826720877,0.0,0.12378413179801624,0.0,0.14309211993477491,0.0,0.25,0.0,0.0,0.25
2012-11-01,-0.006741346949345669,-0.006741346949345669,0.0,0,False,0.0,1.283644145789625,-0.030883416853177525,0.0,0.0,0.0,0.23312374826720877,0.0,0.12378413179801624,0.0,0.14309211993477491,0.0,0.25,0.0,0.0,0.25
2012-12-01,0.02269405742560167,0.021694057425601668,0.25,2,True,0.001,1.2755725593252676,-0.03697724614423892,0.0,0.0,0.0,0.23312374826720877,0.0,0.12378413179801624,0.0,0.14309211993477491,0.0,0.0,0.0,0.25,0.25
2013-01-01,0.04133557711200661,0.040403082118937776,0.23312374826720883,4,True,0.0009324949930688354,1.2613310823316586,-0.047729175772306065,0.0,0.14950469386375806,0.0,0.0,0.0,0.15509543387898686,0.0,0.19539987225725514,0.0,0.0,0.0,0.25,0.25
2013-02-01,0.0029131870171939457,0.0019131870171939457,0.25,2,True,0.001,1.310931883220513,-0.010281913743791726,0.0,0.14950469386375806,0.0,0.0,0.0,0.15509543387898686,0.0,0.19539987225725514,0.0,0.25,0.0,0.0,0.25
2013-03-01,0.03078855393125637,0.029693109436442097,0.27386112370356824,4,True,0.001095444494814273,1.3133106363572973,-0.00958077842396532,0.0,0.0,0.0,0.2738611237035682,0.0,0.10080205626898049,0.0,0.1253368200274513,0.0,0.25,0.0,0.0,0.25
2013-04-01,0.02238095964176565,0.02238095964176565,0.0,0,False,0.0,1.3537455717132758,-0.0004306979231141206,0.0,0.0,0.0,0.2738611237035682,0.0,0.10080205626898049,0.0,0.1253368200274513,0.0,0.25,0.0,0.0,0.25
2013-05-01,0.021993306742193547,0.020897862247379273,0.2738611237035682,4,True,0.0010954444948142728,1.3825275536708566,-0.009033877097603615,0.0,0.14374733824855207,0.0,0.0,0.0,0.1750781026751565,0.0,0.1811745590762914,0.0,0.25,0.0,0.0,0.25
2013-06-01,-0.01585047370948382,-0.01585047370948382,0.0,0,False,0.0,1.4071754561071537,-0.03698549392796879,0.0,0.14374733824855207,0.0,0.0,0.0,0.1750781026751565,0.0,0.1811745590762914,0.0,0.25,0.0,0.0,0.25
2013-07-01,0.05730765519471367,0.057149085348082905,0.039642461657689906,3,True,0.00015856984663075965,1.3846514597441413,-0.052400014653266935,0.0,0.16072119942805302,0.0,0.0,0.0,0.19774670315334547,0.0,0.1415320974186015,0.0,0.25,0.0,0.0,0.25
2013-08-01,-0.04347332969991928,-0.04347332969991928,0.0,0,False,0.0,1.4640025881640155,-0.00312244613401369,0.0,0.16072119942805302,0.0,0.0,0.0,0.19774670315334547,0.0,0.1415320974186015,0.0,0.25,0.0,0.0,0.25
2013-09-01,0.034283835178826605,0.03349092955946228,0.19822640484108245,4,True,0.0007929056193643298,1.3913448504991814,-0.05259699513982585,0.0,0.13150337405156817,0.0,0.19822640484108248,0.0,0.17027022110734938,0.0,0.0,0.0,0.25,0.0,0.0,0.25
2013-10-01,0.03307400512427511,0.03228109950491078,0.19822640484108245,4,True,0.0007929056193643298,1.4367643382495654,-0.021669681067771562,0.0,0.15592801999287434,0.0,0.0,0.0,0.22580925752581366,0.0,0.11826272248131199,0.0,0.25,0.0,0.0,0.25
2013-11-01,0.014908103275098691,0.013908103275098692,0.25,2,True,0.001,1.4827996054458719,-0.009167875232076295,0.0,0.15592801999287434,0.0,0.0,0.0,0.22580925752581366,0.0,0.11826272248131199,0.0,0.0,0.25,0.0,0.25
2013-12-01,0.013662191937880786,0.012718281874564743,0.23597751582901058,4,True,0.0009439100633160424,1.510014984291104,-0.0016790850647158129,0.0,0.12395068870182373,0.0,0.23597751582901064,0.0,0.1400717954691657,0.0,0.0,0.0,0.0,0.25,0.0,0.25
2014-01-01,-0.027619249979679104,-0.02772656721408796,0.026829308602213692,3,True,0.00010731723440885477,1.4884311571213982,-0.03192683539790819,0.0,0.11533775697346711,0.0,0.2628068244312243,0.0,0.12185541859530857,0.0,0.0,0.0,0.0,0.25,0.0,0.25
2014-02-01,0.05417685137989612,0.05399093654052374,0.046478709843094095,3,True,0.0001859148393723764,1.4731533211085948,-0.04186351469034533,0.0,0.08858939169231131,0.0,0.3092855342743184,0.0,0.10212507403337029,0.0,0.0,0.0,0.0,0.25,0.0,0.25
2014-03-01,0.011114830743232485,0.011114830743232485,0.0,0,False,0.0,1.5628146701138197,0.0,0.0,0.08858939169231131,0.0,0.3092855342743184,0.0,0.10212507403337029,0.0,0.0,0.0,0.0,0.25,0.0,0.25
2014-04-01,-6.0209506061152055e-05,-6.0209506061152055e-05,0.0,0,False,0.0,1.5801850906551753,-0.0015556248293769892,0.0,0.08858939169231131,0.0,0.3092855342743184,0.0,0.10212507403337029,0.0,0.0,0.0,0.0,0.25,0.0,0.25
2014-05-01,0.020377699232063395,0.020377699232063395,0.0,0,False,0.0,1.580089948491382,-0.0030719808672640125,0.0,0.08858939169231131,0.0,0.3092855342743184,0.0,0.10212507403337029,0.0,0.0,0.0,0.0,0.25,0.0,0.25
2014-06-01,0.019124906821509934,0.01788776468441266,0.3092855342743184,4,True,0.0012371421370972735,1.6111556366710031,0.0,0.0,0.1657181683101366,0.0,0.0,0.0,0.16528104920910205,0.0,0.1690007824807613,0.0,0.0,0.25,0.0,0.25
2014-07-01,-0.025151331349138384,-0.026151331349138385,0.25,2,True,0.001,1.638297551770616,0.0,0.0,0.1657181683101366,0.0,0.0,0.0,0.16528104920910205,0.0,0.1690007824807613,0.25,0.0,0.0,0.0,0.25
2014-08-01,0.03255205353901132,0.03188886442371573,0.1657972788238959,4,True,0.0006631891152955836,1.5960330130428777,-0.03125448487545979,0.0,0.0,0.0,0.0,0.0,0.18512471910082123,0.14595360893217674,0.16892167196700206,0.25,0.0,0.0,0.0,0.25
2014-09-01,-0.03545428563300588,-0.03545428563300588,0.0,0,False,0.0,1.6575734196383114,0.0,0.0,0.0,0.0,0.0,0.0,0.18512471910082123,0.14595360893217674,0.16892167196700206,0.25,0.0,0.0,0.0,0.25
2014-10-01,0.0543579878006621,0.0533579878006621,0.25,2,True,0.001,1.597206532822616,-0.039280749683867744,0.0,0.0,0.0,0.0,0.0,0.18512471910082123,0.14595360893217674,0.16892167196700206,0.0,0.0,0.0,0.25,0.25
2014-11-01,0.027738036090467166,0.027589512824320116,0.037130816536762895,3,True,0.00014852326614705157,1.6791583157235301,0.0,0.0,0.0,0.0,0.0,0.0,0.1583497808383489,0.18308442546893963,0.15856579369271148,0.0,0.0,0.0,0.25,0.25
2014-12-01,0.012255785467858358,0.012255785467858358,0.0,0,False,0.0,1.7254785579073282,-0.004825138169743282,0.0,0.0,0.0,0.0,0.0,0.1583497808383489,0.18308442546893963,0.15856579369271148,0.0,0.0,0.0,0.25,0.25
2015-01-01,0.025172538602723116,0.025172538602723116,0.0,0,False,0.0,1.691010804209969,-0.039000373993579696,0.0,0.0,0.0,0.0,0.0,0.1583497808383489,0.18308442546893963,0.15856579369271148,0.0,0.0,0.0,0.25,0.25
