date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_iau.us,w_ivv.us,w_rsp.us,w_tlt.us,w_xle.us,w_xlf.us,w_xli.us,w_xlp.us,w_xlv.us
2011-07-01,-0.015326053780847108,-0.01632605378084711,0.25,4,True,0.001,1.4225809095814683,-0.03810594485982233,0.0,0.1,0.1,0.25,0.0,0.05,0.25,0.0,0.25,0.0,0.0
2011-08-01,-0.006528146367695581,-0.00832814636769558,0.45000000000000007,5,True,0.0018000000000000002,1.3982569570091201,-0.05455285850759295,0.0,0.1,0.2,0.05,0.25,0.15000000000000002,0.25,0.0,0.0,0.0,0.0
2011-09-01,-0.04523515859086285,-0.04723515859086285,0.5,4,True,0.002,1.386350673072248,-0.06260342607851421,0.0,0.1,0.2,0.05,0.0,0.15000000000000002,0.0,0.0,0.0,0.25,0.25
2011-10-01,0.02670692929348556,0.02570692929348556,0.25,2,True,0.001,1.3307975731208106,-0.10016627837604497,0.25,0.1,0.2,0.05,0.0,0.15000000000000002,0.0,0.0,0.0,0.25,0.0
2011-11-01,0.021730100676172155,0.020330100676172157,0.35,5,True,0.0014,1.3630617888692718,-0.07835046662630385,0.0,0.05,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.0,0.0,0.0,0.25,0.25
2011-12-01,0.013264163552629844,0.013264163552629844,0.0,0,False,0.0,1.392681258769245,-0.05832292947794593,0.0,0.05,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.0,0.0,0.0,0.25,0.25
2012-01-01,0.01685592206135401,0.01645592206135401,0.1,3,True,0.0004,1.38387114339036,-0.06427998791375866,0.0,0.1,0.05,0.15000000000000002,0.0,0.2,0.0,0.0,0.0,0.25,0.25
2012-02-01,0.012190039432044608,0.011590039432044608,0.15000000000000002,3,True,0.0006000000000000001,1.4057907076861949,-0.04945882839628024,0.0,0.05,0.2,0.15000000000000002,0.0,0.1,0.0,0.0,0.0,0.25,0.25
2012-03-01,0.020828151520477504,0.020228151520477505,0.15000000000000002,3,True,0.0006000000000000001,1.4220735954349835,-0.03844897101622968,0.0,0.15000000000000002,0.05,0.2,0.0,0.1,0.0,0.0,0.0,0.25,0.25
2012-04-01,-0.003407780005598677,-0.003407780005598677,0.0,0,False,0.0,1.4415131561983947,-0.025304693733355976,0.0,0.15000000000000002,0.05,0.2,0.0,0.1,0.0,0.0,0.0,0.25,0.25
