date,gross_return,net_return,turnover,operations,signal_changed,trade_cost,equity,drawdown,w__CASH,w_dbc.us,w_iau.us,w_ivv.us,w_rsp.us,w_tlt.us,w_xle.us,w_xlf.us,w_xli.us,w_xlp.us,w_xlv.us
2008-01-01,-0.025009511843523877,-0.025009511843523877,0.0,0,False,0.0,1.1238925227951428,-0.02917311544186063,0.0,0.15000000000000002,0.15000000000000002,0.05,0.0,0.15000000000000002,0.25,0.0,0.25,0.0,0.0
2008-02-01,0.04385586656053735,0.04385586656053735,0.0,0,False,0.0,1.09578451943545,-0.053453021909228515,0.0,0.15000000000000002,0.15000000000000002,0.05,0.0,0.15000000000000002,0.25,0.0,0.25,0.0,0.0
2008-03-01,-0.02348092001421343,-0.024480920014213432,0.25,2,True,0.001,1.1328510215656042,-0.0214346962645402,0.25,0.15000000000000002,0.15000000000000002,0.05,0.0,0.15000000000000002,0.25,0.0,0.0,0.0,0.0
2008-04-01,0.02474233903643816,0.02314233903643816,0.4,6,True,0.0016,1.1033761556841373,-0.04689530894421845,0.0,0.25,0.05,0.1,0.0,0.1,0.25,0.0,0.0,0.25,0.0
2008-05-01,0.04689225025650391,0.04689225025650391,0.0,0,False,0.0,1.130676262612796,-0.028393424808189627,0.0,0.25,0.05,0.1,0.0,0.1,0.25,0.0,0.0,0.25,0.0
2008-06-01,0.025313794852146333,0.024913794852146332,0.1,3,True,0.0004,1.1810464335434823,-0.01978269593980997,0.0,0.25,0.15000000000000002,0.05,0.0,0.05,0.25,0.0,0.0,0.25,0.0
2008-07-01,-0.03636407222258267,-0.038364072222582674,0.5,3,True,0.002,1.2080379057460062,0.0,0.5,0.25,0.15000000000000002,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0
2008-08-01,-0.024179259478176042,-0.024579259478176043,0.1,2,True,0.0004,1.1636430846026036,-0.04294288118543921,0.5,0.15000000000000002,0.15000000000000002,0.05,0.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0
2008-09-01,-0.017113724186028814,-0.017713724186028814,0.15000000000000002,4,True,0.0006000000000000001,1.144668190165628,-0.05854909071820524,0.5,0.1,0.05,0.15000000000000002,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2008-10-01,-0.061442708502787644,-0.06204270850278765,0.15000000000000002,3,True,0.0006000000000000001,1.1237289651175586,-0.07577089580593865,0.5,0.05,0.2,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2008-11-01,0.03425803552473159,0.03425803552473159,0.0,0,False,0.0,1.0566755925748739,-0.1309200290596435,0.5,0.05,0.2,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2008-12-01,0.04876518579588379,0.04876518579588379,0.0,0,False,0.0,1.0928752225634204,-0.10114705654133638,0.5,0.05,0.2,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-01-01,-0.023419988387002932,-0.023419988387002932,0.0,0,False,0.0,1.1445176191046251,-0.058672930328242834,0.5,0.05,0.2,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-02-01,-0.010574335734913832,-0.010574335734913832,0.0,0,False,0.0,1.1225573161369493,-0.07673453750370796,0.5,0.05,0.2,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.018556802622040937,0.018556802622040937,0.0,0,False,0.0,1.1170431821066802,-0.08126972642683805,0.5,0.05,0.2,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2009-04-01,-0.005405662762244891,-0.005805662762244891,0.1,3,True,0.0004,1.1373168231845474,-0.0645953416652163,0.5,0.05,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.04353179868576634,0.043131798685766345,0.1,3,True,0.0004,1.1307164044357905,-0.07002396306488912,0.5,0.1,0.15000000000000002,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0
2009-06-01,-0.014324545389502098,-0.014324545389502098,0.0,0,False,0.0,1.1799385233243829,-0.02954043344244306,0.5,0.1,0.15000000000000002,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0
2009-07-01,0.02456072500124103,0.02456072500124103,0.0,0,False,0.0,1.1630364403902005,-0.04344182555227338,0.5,0.1,0.15000000000000002,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0
2009-08-01,-0.006995062599607683,-0.006995062599607683,0.0,0,False,0.0,1.1846172733689124,-0.025692319620840953,0.5,0.1,0.15000000000000002,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0
2009-09-01,0.016790153449734106,0.016390153449734105,0.1,3,True,0.0004,1.1758602690645663,-0.03289465977123718,0.5,0.05,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0
2009-10-01,0.008682656400617212,0.008682656400617212,0.0,0,False,0.0,1.195603143417606,-0.01665681270673891,0.5,0.05,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.0381993271298422,0.037599327129842194,0.15000000000000002,4,True,0.0006000000000000001,1.202847923838687,-0.013275457151031067,0.5,0.15000000000000002,0.2,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0
2009-12-01,-0.011528311459823642,-0.011528311459823642,0.0,0,False,0.0,1.2480466276257511,0.0,0.5,0.15000000000000002,0.2,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0
2010-01-01,-0.017651457880819624,-0.017651457880819624,0.0,0,False,0.0,1.2069836181978486,-0.034998814426644764,0.5,0.15000000000000002,0.2,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0
2010-02-01,0.006438416875536402,0.006038416875536402,0.1,3,True,0.0004,1.1852043262593108,-0.05241167921185019,0.5,0.05,0.2,0.15000000000000002,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2010-03-01,0.042238871303618156,0.040238871303618154,0.5,3,True,0.002,1.1904494954628684,-0.048218089155074306,0.0,0.05,0.2,0.15000000000000002,0.25,0.1,0.0,0.0,0.25,0.0,0.0
2010-04-01,0.039954069781450885,0.039954069781450885,0.0,0,False,0.0,1.2407327384951816,-0.008015895513783677,0.0,0.05,0.2,0.15000000000000002,0.25,0.1,0.0,0.0,0.25,0.0,0.0
2010-05-01,-0.06899913223943854,-0.06899913223943854,0.0,0,False,0.0,1.2762094309689862,-0.010080721200983356,0.0,0.05,0.2,0.15000000000000002,0.25,0.1,0.0,0.0,0.25,0.0,0.0
2010-06-01,-0.03197165092864735,-0.03197165092864735,0.0,0,False,0.0,1.1881520876763387,-0.07838429242520617,0.0,0.05,0.2,0.15000000000000002,0.25,0.1,0.0,0.0,0.25,0.0,0.0
2010-07-01,0.058358458148867955,0.05775845814886795,0.15000000000000002,3,True,0.0006000000000000001,1.1494748049366799,-0.1083851581972749,0.0,0.05,0.15000000000000002,0.05,0.25,0.25,0.0,0.0,0.25,0.0,0.0
2010-08-01,-0.029880980120694706,-0.031080980120694705,0.30000000000000004,4,True,0.0012000000000000001,1.2054632232936815,-0.06495653795978074,0.0,0.2,0.05,0.2,0.25,0.05,0.0,0.0,0.25,0.0,0.0
2010-09-01,0.04903046204617781,0.04783046204617781,0.30000000000000004,4,True,0.0012000000000000001,1.1666378219582105,-0.09507229510467974,0.0,0.05,0.2,0.05,0.25,0.2,0.0,0.0,0.25,0.0,0.0
2010-10-01,0.02772303650044159,0.02712303650044159,0.15000000000000002,3,True,0.0006000000000000001,1.2231043102413224,-0.05127284965230594,0.0,0.15000000000000002,0.2,0.1,0.25,0.05,0.0,0.0,0.25,0.0,0.0
2010-11-01,0.026439205900437704,0.026439205900437704,0.0,0,False,0.0,1.2570124756779901,-0.02497125223425678,0.0,0.15000000000000002,0.2,0.1,0.25,0.05,0.0,0.0,0.25,0.0,0.0
2010-12-01,0.04472607318061596,0.04472607318061596,0.0,0,False,0.0,1.2902468873418595,-0.009416904204253451,0.0,0.15000000000000002,0.2,0.1,0.25,0.05,0.0,0.0,0.25,0.0,0.0
2011-01-01,0.02865555485259764,0.02765555485259764,0.25,2,True,0.001,1.3162889355688527,-0.016460823504619304,0.0,0.15000000000000002,0.2,0.1,0.0,0.05,0.25,0.0,0.25,0.0,0.0
2011-02-01,0.028903931529914124,0.028903931529914124,0.0,0,False,0.0,1.3526539174385495,0.0,0.0,0.15000000000000002,0.2,0.1,0.0,0.05,0.25,0.0,0.25,0.0,0.0
2011-03-01,0.027350444272924525,0.027350444272924525,0.0,0,False,0.0,1.3917509336518634,-0.005468142315506186,0.0,0.15000000000000002,0.2,0.1,0.0,0.05,0.25,0.0,0.25,0.0,0.0
2011-04-01,0.0259918371069896,0.0259918371069896,0.0,0,False,0.0,1.4298159400044996,0.0,0.0,0.15000000000000002,0.2,0.1,0.0,0.05,0.25,0.0,0.25,0.0,0.0
2011-05-01,-0.03708532867148354,-0.03708532867148354,0.0,0,False,0.0,1.4789372093313897,0.0,0.0,0.15000000000000002,0.2,0.1,0.0,0.05,0.25,0.0,0.25,0.0,0.0
2011-06-01,0.0005403404092050468,-5.965959079495321e-05,0.15000000000000002,3,True,0.0006000000000000001,1.4232358826367448,-0.03766307747428088,0.0,0.05,0.2,0.05,0.0,0.2,0.25,0.0,0.25,0.0,0.0
